Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE CLAYMORE,"8,800,000","3,347.6","2,629",03 May 2018,25 CLAYMORE ROAD #22-02,Resale,Strata,311,"28,296",-,Condominium,1,Freehold,1985,Private,229543,09,22,Central Region,Newton
CITY REGENCY,"678,000",516.67,"1,312",03 May 2018,18 ST. MICHAEL'S ROAD #08-04,Resale,Strata,48,"14,125",-,Apartment,1,Freehold,2009,HDB,327977,12,32,Central Region,Kallang
TREVISTA,"1,750,000","1,603.84","1,091",03 May 2018,25 LORONG 3 TOA PAYOH #01-12,Resale,Strata,149,"11,745",-,Condominium,1,99 yrs from 15/07/2008,2011,Private,319583,12,31,Central Region,Toa Payoh
D'LEEDON,"1,230,000",807.3,"1,524",03 May 2018,13 LEEDON HEIGHTS #03-49,Resale,Strata,75,"16,400",-,Condominium,1,99 yrs from 08/04/2010,2014,Private,266224,10,26,Central Region,Bukit Timah
ROSEWOOD SUITES,"1,230,000","1,937.52",635,03 May 2018,63 ROSEWOOD DRIVE #05-13,Resale,Strata,180,"6,833",-,Condominium,1,99 yrs from 25/02/2008,2011,Private,737874,25,73,North Region,Woodlands
CAVENAGH HOUSE,"2,638,000","1,700.71","1,551",03 May 2018,100 CLEMENCEAU AVENUE NORTH #03-103,Resale,Strata,158,"16,696",-,Apartment,1,Freehold,-,HDB,229491,09,22,Central Region,Newton
NEW FUTURA,"36,280,000","7,836.19","4,630",03 May 2018,18 LEONIE HILL ROAD #35-06,Resale,Strata,728,"49,835",-,Condominium,1,Freehold,2017,Private,239199,09,23,Central Region,River Valley
THE INTERLACE,"2,060,000","1,733","1,189",03 May 2018,216 DEPOT ROAD #14-71,Resale,Strata,161,"12,795",-,Condominium,1,99 yrs from 11/02/2009,2013,Private,109702,04,10,Central Region,Bukit Merah
CASTLE GREEN,"1,241,000","1,593.07",779,03 May 2018,485 YIO CHU KANG ROAD #01-07,Resale,Strata,148,"8,385",-,Condominium,1,99 yrs from 01/12/1993,1997,HDB,787058,26,78,North East Region,Ang Mo Kio
RIDGEWOOD,"2,125,000","1,743.77","1,219",03 May 2018,1 RIDGEWOOD CLOSE #19-02,Resale,Strata,162,"13,117",-,Condominium,1,999 yrs from 06/07/1885,1981,Private,276692,10,27,Central Region,Bukit Timah
SIMEI GREEN CONDOMINIUM,"1,020,000","1,248.62",817,03 May 2018,11 SIMEI STREET 4 #10-05,Resale,Strata,116,"8,793",-,Executive Condominium,1,99 yrs from 14/11/1996,1999,HDB,529866,18,52,East Region,Tampines
TEXTILE CENTRE,"930,000","1,162.51",800,03 May 2018,200 JALAN SULTAN #24-01,Resale,Strata,108,"8,611",-,Apartment,1,99 yrs from 02/06/1970,1977,HDB,199018,07,19,Central Region,Kallang
11 AMBER ROAD,"1,850,000","1,345.5","1,375",03 May 2018,11 AMBER ROAD #05-02,Resale,Strata,125,"14,800",-,Apartment,1,Freehold,2004,HDB,439857,15,43,Central Region,Marine Parade
THE TAPESTRY,"1,776,330","1,431.61","1,241",03 May 2018,57 TAMPINES STREET 86 #13-28,New Sale,Strata,133,"13,356",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,Private,528542,18,52,East Region,Tampines
LA FLEUR,"550,000",409.03,"1,345",03 May 2018,8 LORONG 26 GEYLANG #07-10,Resale,Strata,38,"14,474",-,Apartment,1,Freehold,2014,HDB,398483,14,39,Central Region,Geylang
TREVISTA,"2,020,000","1,733","1,166",03 May 2018,23 LORONG 3 TOA PAYOH #03-08,Resale,Strata,161,"12,547",-,Condominium,1,99 yrs from 15/07/2008,2011,Private,319582,12,31,Central Region,Toa Payoh
MELVILLE PARK,"730,000",968.76,754,03 May 2018,18 SIMEI STREET 1 #05-07,Resale,Strata,90,"8,111",-,Condominium,1,99 yrs from 01/09/1992,1996,Private,529943,18,52,East Region,Tampines
OXLEY EDGE,"860,000",430.56,"1,997",03 May 2018,308 RIVER VALLEY ROAD #03-14,Resale,Strata,40,"21,500",-,Apartment,1,Freehold,2016,Private,238349,09,23,Central Region,River Valley
THE RIVERVALE,"960,000","1,313.21",731,03 May 2018,3 RIVERVALE LINK #13-18,Resale,Strata,122,"7,869",-,Executive Condominium,1,99 yrs from 18/12/1997,2000,HDB,545119,19,54,North East Region,Sengkang
GRAND RESIDENCE,"1,800,000","1,926.76",934,03 May 2018,54 LORONG G TELOK KURAU #05-02,Resale,Strata,179,"10,056",-,Apartment,1,Freehold,2006,HDB,426237,15,42,East Region,Bedok
THE INTERWEAVE,"580,000",344.45,"1,684",03 May 2018,21 KIM KEAT ROAD #16-04,Resale,Strata,32,"18,125",-,Apartment,1,Freehold,2014,HDB,328805,12,32,Central Region,Novena
THE MINTON,"988,000",979.52,"1,009",03 May 2018,2 HOUGANG STREET 11 #12-01,Resale,Strata,91,"10,857",-,Condominium,1,99 yrs from 27/07/2007,2013,HDB,538751,19,53,North East Region,Hougang
SEASTRAND,"615,000",592.02,"1,039",03 May 2018,15 PASIR RIS LINK #11-33,Resale,Strata,55,"11,182",-,Condominium,1,99 yrs from 03/01/2011,2014,Private,518182,18,51,East Region,Pasir Ris
WATER PLACE,"1,600,000","1,216.33","1,315",03 May 2018,173 TANJONG RHU ROAD #14-05,Resale,Strata,113,"14,159",-,Condominium,1,99 yrs from 02/03/1998,2004,Private,436932,15,43,Central Region,Kallang
D'NEST,"1,039,000",936.47,"1,109",03 May 2018,143 PASIR RIS GROVE #04-59,Resale,Strata,87,"11,943",-,Condominium,1,99 yrs from 20/10/2010,2017,HDB,518136,18,51,East Region,Pasir Ris
CHANGI RISE CONDOMINIUM,"998,000","1,259.39",792,03 May 2018,6 SIMEI RISE #04-14,Resale,Strata,117,"8,530",-,Condominium,1,99 yrs from 29/11/2000,2004,Private,528802,18,52,East Region,Tampines
SAVANNAH CONDOPARK,"2,100,000","2,680.24",784,03 May 2018,57 SIMEI RISE #09-54,Resale,Strata,249,"8,434",-,Condominium,1,99 yrs from 29/11/2000,2005,Private,528792,18,52,East Region,Tampines
GREENBANK PARK,"4,500,000","4,048.34","1,112",03 May 2018,14 GREENBANK PARK,Resale,Land,376.1,"11,965",-,Semi-Detached House,1,Freehold,1981,Private,589375,21,58,Central Region,Bukit Timah
M21,"2,500,000","1,754.53","1,425",03 May 2018,21 MANDALAY ROAD #12-03,Resale,Strata,163,"15,337",-,Apartment,1,Freehold,2010,Private,308208,11,30,Central Region,Novena
THE GARDENS AT BISHAN,"888,000",882.65,"1,006",03 May 2018,9 SIN MING WALK #02-08,Resale,Strata,82,"10,829",-,Condominium,1,99 yrs from 22/03/1997,2004,Private,575578,20,57,Central Region,Bishan
CASPIAN,"1,080,000",936.47,"1,153",03 May 2018,50 LAKESIDE DRIVE #06-07,Resale,Strata,87,"12,414",-,Condominium,1,99 yrs from 17/03/2008,2012,Private,648315,22,64,West Region,Jurong West
THE SUNNY SPRING,"1,210,000","1,108.69","1,091",03 May 2018,50 LORONG 40 GEYLANG #03-29,Resale,Strata,103,"11,748",-,Apartment,1,Freehold,1998,HDB,398074,14,39,Central Region,Geylang
THE SHORE RESIDENCES,"2,222,800","1,377.79","1,613",03 May 2018,83 AMBER ROAD #14-11,Resale,Strata,128,"17,366",-,Condominium,1,103 yrs from 18/08/2009,2014,Private,439894,15,43,Central Region,Marine Parade
VILLA VERDE,"1,520,000","1,614.6",941,03 May 2018,54 VERDE AVENUE,Resale,Land,150,"10,133",-,Terrace House,1,99 yrs from 22/03/1997,2000,Private,688322,23,68,West Region,Choa Chu Kang
RIVER PLACE,"1,180,000",796.54,"1,481",03 May 2018,62 HAVELOCK ROAD #06-08,Resale,Strata,74,"15,946",-,Condominium,1,99 yrs from 07/11/1995,1999,Private,169659,03,16,Central Region,Singapore River
WATERFRONT KEY,"1,125,000",904.18,"1,244",03 May 2018,772 BEDOK RESERVOIR ROAD #08-18,Resale,Strata,84,"13,393",-,Condominium,1,99 yrs from 31/10/2007,2012,Private,479251,16,47,East Region,Bedok
SUITES @ EASTCOAST,"590,000",355.21,"1,661",03 May 2018,171 UPPER EAST COAST ROAD #05-04,Resale,Strata,33,"17,879",-,Condominium,1,Freehold,2012,HDB,455273,15,45,East Region,Bedok
THE RAINTREE,"1,380,000","1,334.74","1,034",03 May 2018,87 BUKIT DRIVE #02-16,Resale,Strata,124,"11,129",-,Condominium,1,99 yrs from 01/03/2003,2008,Private,587847,21,58,West Region,Bukit Panjang
V ON SHENTON,"3,849,120","1,754.53","2,194",03 May 2018,5A SHENTON WAY #41-15,New Sale,Strata,163,"23,614",-,Apartment,1,99 yrs from 29/11/2011,2017,N.A,068814,01,06,Central Region,Downtown Core
HARVEY RESIDENCES,"3,250,000","2,287.35","1,421",03 May 2018,30 HARVEY AVENUE,Resale,Land,212.5,"15,294",-,Terrace House,1,Freehold,2005,Private,489508,16,48,East Region,Tampines
KINGSFORD WATERBAY,"1,285,000",958,"1,341",03 May 2018,80 UPPER SERANGOON VIEW #05-72,New Sale,Strata,89,"14,438",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,N.A,533878,19,53,North East Region,Hougang
TANQUEELAN SUITES,"1,050,000",764.24,"1,374",03 May 2018,9 TAN QUEE LAN STREET #04-06,Resale,Strata,71,"14,789",-,Apartment,1,999 yrs from 25/01/1827,2005,HDB,188098,07,18,Central Region,Downtown Core
HILLTOPS,"6,586,000","2,077.45","3,170",03 May 2018,101 CAIRNHILL CIRCLE #01-12,Resale,Strata,193,"34,124",-,Condominium,1,Freehold,2011,Private,229809,09,22,Central Region,Newton
BELLA VISTA,"685,000",592.02,"1,157",03 May 2018,3 SOMMERVILLE ROAD #03-01,Resale,Strata,55,"12,455",-,Apartment,1,Freehold,2009,HDB,358227,13,35,North East Region,Serangoon
THE SCALA,"1,280,180",893.41,"1,433",03 May 2018,138 SERANGOON AVENUE 3 #11-30,Resale,Strata,83,"15,424",-,Apartment,1,99 yrs from 06/01/2010,2013,Private,554475,19,55,North East Region,Serangoon
GARDENVISTA,"950,000",893.41,"1,063",03 May 2018,954 DUNEARN ROAD #01-15,Resale,Strata,83,"11,446",-,Condominium,1,99 yrs from 09/09/1999,2006,HDB,589483,21,58,Central Region,Bukit Timah
ORCHID PARK CONDOMINIUM,"810,000","1,140.98",710,03 May 2018,93 YISHUN STREET 81 #04-02,Resale,Strata,106,"7,642",-,Condominium,1,99 yrs from 01/09/1991,1994,Private,768451,27,76,North Region,Yishun
ARTRA,"1,889,800","1,227.1","1,540",03 May 2018,10 ALEXANDRA VIEW #14-02,New Sale,Strata,114,"16,577",-,Apartment,1,99 yrs from 15/02/2016,Uncompleted,Private,158745,03,15,Central Region,Bukit Merah
CASUARINA COVE,"1,880,000","1,496.2","1,257",03 May 2018,124 TANJONG RHU ROAD #08-01,Resale,Strata,139,"13,525",-,Condominium,1,99 yrs from 20/10/1993,1996,Private,436916,15,43,Central Region,Kallang
THE ESTUARY,"855,000",904.18,946,03 May 2018,87 YISHUN AVENUE 1 #03-01,Resale,Strata,84,"10,179",-,Condominium,1,99 yrs from 25/06/2008,2013,Private,769133,27,76,North Region,Yishun
ONE LEICESTER,"1,650,000","1,205.57","1,369",03 May 2018,1 LEICESTER ROAD #03-12,Resale,Strata,112,"14,732",-,Condominium,1,Freehold,2008,Private,358828,13,35,Central Region,Toa Payoh
COTE D'AZUR,"1,158,888",839.59,"1,380",03 May 2018,62 MARINE PARADE ROAD #17-08,Resale,Strata,78,"14,858",-,Condominium,1,99 yrs from 25/07/2001,2004,Private,449298,15,44,Central Region,Marine Parade
COMPASS HEIGHTS,"1,180,000","1,334.74",884,03 May 2018,9 SENGKANG SQUARE #04-19,Resale,Strata,124,"9,516",-,Apartment,1,99 yrs from 30/04/2000,2002,Private,545075,19,54,North East Region,Sengkang
COSTA DEL SOL,"1,820,000","1,323.97","1,375",03 May 2018,82 BAYSHORE ROAD #27-30,Resale,Strata,123,"14,797",-,Condominium,1,99 yrs from 05/05/1997,2003,HDB,469993,16,46,East Region,Bedok
HILLSTA,"2,688,500","3,369.13",798,03 May 2018,50 PHOENIX ROAD,Resale,Strata,313,"8,589",-,Terrace House,1,99 yrs from 03/10/2011,2016,Private,668193,23,66,West Region,Bukit Batok
NV RESIDENCES,"1,140,000","1,184.04",963,03 May 2018,95 PASIR RIS GROVE #09-42,Resale,Strata,110,"10,364",-,Condominium,1,99 yrs from 07/01/2008,2013,Private,518192,18,51,East Region,Pasir Ris
D' CASTILIA,"705,000",602.78,"1,170",03 May 2018,45 JOO CHIAT LANE #03-03,Resale,Strata,56,"12,589",-,Apartment,1,Freehold,2012,Private,428104,15,42,Central Region,Geylang
SYMPHONY SUITES,"1,233,000","1,022.58","1,206",03 May 2018,17 YISHUN CLOSE #11-35,New Sale,Strata,95,"12,979",-,Condominium,1,99 yrs from 10/06/2014,Uncompleted,HDB,768012,27,76,North Region,Yishun
ARDMORE II,"5,350,000","2,023.63","2,644",03 May 2018,2 ARDMORE PARK #08-03,Resale,Strata,188,"28,457",-,Condominium,1,Freehold,2010,Private,259947,10,25,Central Region,Newton
38 I SUITES,"983,000",667.37,"1,473",03 May 2018,38 IPOH LANE #13-07,Resale,Strata,62,"15,855",-,Apartment,1,Freehold,2014,Private,438646,15,43,Central Region,Geylang
MONTVIEW,"2,360,000","1,474.67","1,600",03 May 2018,63 MOUNT SINAI DRIVE #04-03,Resale,Strata,137,"17,226",-,Condominium,1,Freehold,2008,Private,277116,10,27,Central Region,Bukit Timah
VISTA RESIDENCES,"998,000",645.84,"1,545",03 May 2018,26 JALAN DATOH #29-04,Resale,Strata,60,"16,633",-,Condominium,1,Freehold,2013,HDB,329425,12,32,Central Region,Novena
THE TAPESTRY,"1,703,430","1,431.61","1,190",03 May 2018,57 TAMPINES STREET 86 #07-27,New Sale,Strata,133,"12,808",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,Private,528542,18,52,East Region,Tampines
AVANT RESIDENCES,"853,800",538.2,"1,586",03 May 2018,10 ALJUNIED ROAD #08-06,Resale,Strata,50,"17,076",-,Apartment,1,99 yrs from 22/03/2012,2012,Private,389799,14,38,Central Region,Geylang
SERAYA 9,"815,000",559.73,"1,456",03 May 2018,9 SERAYA LANE #01-02,Resale,Strata,52,"15,673",-,Apartment,1,Freehold,2009,Private,437276,15,43,Central Region,Marine Parade
HIGHGATE PARK,"2,938,000","1,783.59","1,647",03 May 2018,95 HIGHGATE CRESCENT,Resale,Land,165.7,"17,731",-,Terrace House,1,Freehold,1993,Private,598865,21,59,Central Region,Bukit Timah
THE VUE,"689,000",495.14,"1,392",03 May 2018,355 UPPER PAYA LEBAR ROAD #02-10,Resale,Strata,46,"14,978",-,Apartment,1,Freehold,2013,Private,534958,19,53,North East Region,Serangoon
CITYSCAPE @FARRER PARK,"1,478,000",990.29,"1,492",03 May 2018,101 MERGUI ROAD #19-07,Resale,Strata,92,"16,065",-,Condominium,1,Freehold,2014,Private,219067,08,21,Central Region,Kallang
BARTLEY RESIDENCES,"1,500,000","1,227.1","1,222",03 May 2018,3 LORONG HOW SUN #01-11,Resale,Strata,114,"13,158",-,Apartment,1,99 yrs from 29/06/2011,2015,Private,536560,19,53,North East Region,Serangoon
CASTLE GREEN,"1,061,000","1,173.28",904,03 May 2018,483 YIO CHU KANG ROAD #13-08,Resale,Strata,109,"9,734",-,Condominium,1,99 yrs from 01/12/1993,1997,Private,787057,26,78,North East Region,Ang Mo Kio
THE ESPARIS,"840,000","1,173.28",716,03 May 2018,7 PASIR RIS DRIVE 4 #05-03,Resale,Strata,109,"7,706",-,Executive Condominium,1,99 yrs from 21/01/2002,2005,HDB,519459,18,51,East Region,Pasir Ris
SOPHIA RESIDENCE,"2,550,000","2,034.4","1,253",03 May 2018,11 SOPHIA ROAD #01-26,Resale,Strata,189,"13,492",-,Condominium,1,Freehold,2014,Private,228194,09,22,Central Region,Rochor
DOUBLE BAY RESIDENCES,"1,320,000","1,259.39","1,048",04 May 2018,19 SIMEI STREET 4 #03-17,Resale,Strata,117,"11,282",-,Condominium,1,99 yrs from 07/04/2008,2012,HDB,529885,18,52,East Region,Tampines
BARTLEY RESIDENCES,"1,806,000","1,636.13","1,104",04 May 2018,3 LORONG HOW SUN #13-13,Resale,Strata,152,"11,882",-,Apartment,1,99 yrs from 29/06/2011,2015,Private,536560,19,53,North East Region,Serangoon
THE TRUMPS,"1,480,000","1,420.85","1,042",04 May 2018,1 JALAN KEMBANGAN #08-12,Resale,Strata,132,"11,212",-,Condominium,1,99 yrs from 14/08/2000,2005,Private,419154,14,41,East Region,Bedok
MI CASA,"1,068,000","1,259.39",848,04 May 2018,321 CHOA CHU KANG AVENUE 3 #12-24,Resale,Strata,117,"9,128",-,Condominium,1,99 yrs from 25/08/2008,2012,HDB,689864,23,68,West Region,Choa Chu Kang
RIVERSOUND RESIDENCE,"925,000",904.18,"1,023",04 May 2018,3 SENGKANG EAST AVENUE #09-12,Resale,Strata,84,"11,012",-,Condominium,1,99 yrs from 26/08/2011,2015,HDB,544813,19,54,North East Region,Sengkang
REFLECTIONS AT KEPPEL BAY,"2,489,600","1,377.79","1,807",04 May 2018,8 KEPPEL BAY VIEW #07-35,Resale,Strata,128,"19,450",-,Condominium,1,99 yrs from 15/03/2006,2011,Private,098406,04,09,Central Region,Bukit Merah
PARC OLYMPIA,"850,000","1,022.58",831,04 May 2018,62 FLORA DRIVE #01-41,Resale,Strata,95,"8,947",-,Condominium,1,99 yrs from 25/01/2012,2015,HDB,506859,17,50,East Region,Pasir Ris
SKY HABITAT,"2,091,500","1,388.56","1,506",04 May 2018,7 BISHAN STREET 15 #12-07,Resale,Strata,129,"16,213",-,Condominium,1,99 yrs from 30/05/2011,2015,Private,573908,20,57,Central Region,Bishan
THE MEDLEY,"1,068,000",882.65,"1,210",04 May 2018,66 LORONG G TELOK KURAU #03-02,Resale,Strata,82,"13,024",-,Apartment,1,Freehold,2009,Private,426248,15,42,East Region,Bedok
BALMORAL GARDENS,"9,676,037","4,197.96","2,305",04 May 2018,11B BALMORAL ROAD #01-03,Resale,Strata,390,"24,810",-,Condominium,1,Freehold,1982,Private,259797,10,25,Central Region,Tanglin
MAPLE WOODS,"2,180,000","1,334.74","1,633",04 May 2018,987 BUKIT TIMAH ROAD #07-09,Resale,Strata,124,"17,581",-,Condominium,1,Freehold,1997,Private,589628,21,58,Central Region,Bukit Timah
SOPHIA LODGE,"1,540,000","1,022.58","1,506",04 May 2018,69 SOPHIA ROAD #08-01,Resale,Strata,95,"16,211",-,Apartment,1,Freehold,2006,Private,228152,09,22,Central Region,Rochor
FUYONG ESTATE,"890,000","2,716.83",328,04 May 2018,24 JALAN SIAP,Resale,Land,252.4,"3,526",-,Semi-Detached House,1,99 yrs from 18/03/1947,-,Private,678558,23,67,West Region,Bukit Panjang
DUO RESIDENCES,"3,823,180","1,840.64","2,077",04 May 2018,1 FRASER STREET #33-20,New Sale,Strata,171,"22,358",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,189350,07,18,Central Region,Downtown Core
BALMORAL GARDENS,"11,038,233","4,779.22","2,310",04 May 2018,11B BALMORAL ROAD #03-02,Resale,Strata,444,"24,861",-,Condominium,1,Freehold,1982,Private,259797,10,25,Central Region,Tanglin
SEMBAWANG PARK,"4,500,000","5,819.02",773,04 May 2018,65 JALAN LENGKOK SEMBAWANG,Resale,Land,540.6,"8,324",-,Detached House,1,Freehold,1993,HDB,759246,27,75,North Region,Mandai
MELVILLE PARK,"940,000","1,345.5",699,04 May 2018,18 SIMEI STREET 1 #05-04,Resale,Strata,125,"7,520",-,Condominium,1,99 yrs from 01/09/1992,1996,Private,529943,18,52,East Region,Tampines
ESTELLA GARDENS,"900,000","1,140.98",789,04 May 2018,27 FLORA ROAD #07-08,Resale,Strata,106,"8,491",-,Condominium,1,Freehold,1999,HDB,509741,17,50,East Region,Pasir Ris
WHITEWATER,"938,000","1,259.39",745,04 May 2018,25 PASIR RIS STREET 72 #01-09,Resale,Strata,117,"8,017",-,Executive Condominium,1,99 yrs from 23/07/2002,2005,Private,518766,18,51,East Region,Pasir Ris
LAUW & SONS GARDEN,"4,600,000","4,070.94","1,130",04 May 2018,24 BINCHANG RISE,Resale,Land,378.2,"12,163",-,Semi-Detached House,1,Freehold,1979,Private,579891,20,57,Central Region,Bishan
NORTHVALE,"825,000","1,280.92",644,04 May 2018,73 CHOA CHU KANG LOOP #01-07,Resale,Strata,119,"6,933",-,Apartment,1,99 yrs from 01/03/1995,1998,HDB,689674,23,68,West Region,Choa Chu Kang
RIVER PLACE,"1,080,000",742.72,"1,454",04 May 2018,62 HAVELOCK ROAD #06-05,Resale,Strata,69,"15,652",-,Condominium,1,99 yrs from 07/11/1995,1999,Private,169659,03,16,Central Region,Singapore River
BALMORAL GARDENS,"10,797,018","4,757.69","2,269",04 May 2018,11B BALMORAL ROAD #03-01,Resale,Strata,442,"24,428",-,Condominium,1,Freehold,1982,Private,259797,10,25,Central Region,Tanglin
H2O RESIDENCES,"1,220,000","1,130.22","1,079",04 May 2018,32 FERNVALE LINK #06-12,Resale,Strata,105,"11,619",-,Condominium,1,99 yrs from 10/05/2010,2015,HDB,797531,28,79,North East Region,Sengkang
GILSTEAD 38,"1,850,000","1,959.05",944,04 May 2018,38 GILSTEAD ROAD #04-02,Resale,Strata,182,"10,165",-,Apartment,1,Freehold,1999,Private,309082,11,30,Central Region,Novena
TWIN VEW,"642,880",484.38,"1,327",04 May 2018,93 WEST COAST VALE #03-14,New Sale,Strata,45,"14,286",-,Apartment,1,99 yrs from 15/05/2017,Uncompleted,N.A,126756,05,12,West Region,Clementi
RIVERCOVE RESIDENCES,"1,113,600","1,076.4","1,035",04 May 2018,34 ANCHORVALE LANE #14-26,New Sale,Strata,100,"11,136",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544591,19,54,North East Region,Sengkang
THE VISION,"1,500,000","1,259.39","1,191",04 May 2018,79 WEST COAST CRESCENT #03-01,Resale,Strata,117,"12,821",-,Condominium,1,99 yrs from 25/06/2008,2014,Private,126793,05,12,West Region,Clementi
KALLANG RIVERSIDE,"2,576,000","1,140.98","2,258",04 May 2018,51 KAMPONG BUGIS #21-03,New Sale,Strata,106,"24,302",-,Apartment,1,Freehold,Uncompleted,Private,338986,12,33,Central Region,Kallang
FONTANA HEIGHTS,"5,500,000","3,455.24","1,592",04 May 2018,39 MOUNT SINAI RISE #16-01,Resale,Strata,321,"17,134",-,Condominium,1,Freehold,1985,Private,276957,10,27,Central Region,Bukit Timah
GEM RESIDENCES,"1,854,000","1,248.62","1,485",04 May 2018,3 LORONG 5 TOA PAYOH #28-15,New Sale,Strata,116,"15,983",-,Condominium,1,99 yrs from 21/09/2015,Uncompleted,Private,319459,12,31,Central Region,Toa Payoh
PASIR RIS BEACH PARK,"3,300,000","2,292.73","1,439",04 May 2018,43 PASIR RIS AVENUE,Resale,Land,213,"15,493",-,Terrace House,1,999 yrs from 10/02/1874,2014,Private,519710,18,51,East Region,Pasir Ris
THE SIXTH AVENUE RESIDENCES,"2,985,000","2,604.89","1,146",04 May 2018,172 SIXTH AVENUE #05-36,Resale,Strata,242,"12,335",-,Condominium,1,Freehold,2009,Private,276545,10,27,Central Region,Bukit Timah
BALMORAL GARDENS,"10,920,315","4,757.69","2,295",04 May 2018,11B BALMORAL ROAD #03-04,Resale,Strata,442,"24,707",-,Condominium,1,Freehold,1982,Private,259797,10,25,Central Region,Tanglin
EDELWEISS PARK CONDOMINIUM,"786,000",947.23,830,04 May 2018,80 FLORA ROAD #08-04,Resale,Strata,88,"8,932",-,Condominium,1,Freehold,2006,HDB,506999,17,50,East Region,Pasir Ris
ICON,"1,180,000",699.66,"1,687",04 May 2018,10 GOPENG STREET #19-20,Resale,Strata,65,"18,154",-,Apartment,1,99 yrs from 29/01/2002,2007,HDB,078878,02,07,Central Region,Downtown Core
URBAN VISTA,"660,000",441.32,"1,495",04 May 2018,16 TANAH MERAH KECHIL LINK #09-31,Resale,Strata,41,"16,098",-,Condominium,1,99 yrs from 05/11/2012,2016,Private,465424,16,46,East Region,Bedok
VUE 8 RESIDENCE,"860,000",925.7,929,04 May 2018,91 PASIR RIS HEIGHTS #03-18,Sub Sale,Strata,86,"10,000",-,Condominium,1,99 yrs from 10/09/2012,2017,HDB,519287,18,51,East Region,Pasir Ris
RIVER PLACE,"2,300,000","1,582.31","1,454",04 May 2018,62 HAVELOCK ROAD #09-18,Resale,Strata,147,"15,646",-,Condominium,1,99 yrs from 07/11/1995,1999,Private,169659,03,16,Central Region,Singapore River
MARINA ONE RESIDENCES,"6,598,340","2,174.33","3,035",04 May 2018,21 MARINA WAY #26-08,New Sale,Strata,202,"32,665",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018978,01,01,Central Region,Downtown Core
THE CRITERION,"980,000","1,097.93",893,04 May 2018,19 YISHUN STREET 51 #02-37,New Sale,Strata,102,"9,608",-,Executive Condominium,1,99 yrs from 25/08/2014,2018,N.A,767975,27,76,North Region,Yishun
38 JERVOIS,"1,562,028",645.84,"2,419",04 May 2018,38 JERVOIS ROAD #03-05,New Sale,Strata,60,"26,034",-,Apartment,1,Freehold,Uncompleted,Private,249078,10,24,Central Region,Tanglin
SOUTHAVEN I,"1,125,000","1,044.11","1,077",04 May 2018,41 HINDHEDE WALK #08-08,Resale,Strata,97,"11,598",-,Condominium,1,99 yrs from 01/08/1994,1997,HDB,587972,21,58,West Region,Bukit Panjang
BLUE HORIZON,"1,318,000","1,216.33","1,084",04 May 2018,23 WEST COAST CRESCENT #17-07,Resale,Strata,113,"11,664",-,Condominium,1,99 yrs from 14/08/2000,2005,HDB,128046,05,12,West Region,Clementi
DUO RESIDENCES,"1,320,000",710.42,"1,858",04 May 2018,1 FRASER STREET #04-12,Sub Sale,Strata,66,"20,000",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,189350,07,18,Central Region,Downtown Core
N.A.,"3,900,000","2,576.9","1,513",04 May 2018,17 SIGLAP ROAD,Resale,Land,239.4,"16,291",-,Terrace House,1,Freehold,2002,Private,454992,15,45,East Region,Bedok
EAST GALLERIA,"1,680,000","1,205.57","1,394",04 May 2018,21 SEA AVENUE #02-06,Resale,Strata,112,"15,000",-,Apartment,1,Freehold,2007,Private,424268,15,42,Central Region,Marine Parade
SILVERSEA,"1,450,000",968.76,"1,497",04 May 2018,52 MARINE PARADE ROAD #05-24,Resale,Strata,90,"16,111",-,Condominium,1,99 yrs from 20/07/2007,2014,Private,449308,15,44,Central Region,Marine Parade
NOTTINGHILL SUITES,"835,000",538.2,"1,551",04 May 2018,29A TOH TUCK ROAD #03-05,Resale,Strata,50,"16,700",-,Apartment,1,Freehold,2014,Private,596195,21,59,Central Region,Bukit Timah
ROBIN REGALIA,"1,680,000","1,054.87","1,593",04 May 2018,35 ROBIN ROAD #04-02,Resale,Strata,98,"17,143",-,Apartment,1,Freehold,2000,Private,258210,10,25,Central Region,Tanglin
MEDGE,"1,180,000",807.3,"1,462",04 May 2018,2 MINBU ROAD #13-03,Resale,Strata,75,"15,733",-,Apartment,1,Freehold,2007,HDB,308186,11,30,Central Region,Novena
PARC RIVIERA,"1,488,000","1,334.74","1,115",04 May 2018,103 WEST COAST VALE #36-16,New Sale,Strata,124,"12,000",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126754,05,12,West Region,Clementi
RIVERVALE CREST,"900,000","1,162.51",774,04 May 2018,9 RIVERVALE CRESCENT #15-22,Resale,Strata,108,"8,333",-,Apartment,1,99 yrs from 06/12/1997,2002,HDB,545086,19,54,North East Region,Sengkang
