Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
HILLION RESIDENCES,"704,940",548.96,"1,284",16 May 2017,10 JELEBU ROAD #06-13,New Sale,Strata,51,"13,822",-,Apartment,1,99 yrs from 04/01/2013,Uncompleted,Private,677672,23,67,West Region,Bukit Panjang
POLLEN & BLEU,"3,342,200","1,442.38","2,317",16 May 2017,19 FARRER DRIVE #06-18,Resale,Strata,134,"24,942",-,Condominium,1,99 yrs from 24/09/2012,2016,HDB,259298,10,25,Central Region,Tanglin
UE SQUARE,"1,180,000",807.3,"1,462",16 May 2017,207 RIVER VALLEY ROAD #02-74,Resale,Strata,75,"15,733",-,Apartment,1,929 yrs from 01/01/1953,1997,Private,238275,09,23,Central Region,Singapore River
SIMS URBAN OASIS,"1,353,300",990.29,"1,367",16 May 2017,4 SIMS DRIVE #06-18,New Sale,Strata,92,"14,710",-,Condominium,1,99 yrs from 29/07/2014,Uncompleted,HDB,387387,14,38,Central Region,Geylang
SYMPHONY SUITES,"908,000",893.41,"1,016",16 May 2017,5 YISHUN CLOSE #04-10,New Sale,Strata,83,"10,940",-,Condominium,1,99 yrs from 10/06/2014,Uncompleted,N.A,768006,27,76,North Region,Yishun
THE CLIFT,"970,000",495.14,"1,959",16 May 2017,21 MCCALLUM STREET #30-05,Resale,Strata,46,"21,087",-,Apartment,1,99 yrs from 28/04/2004,2011,Private,069047,01,06,Central Region,Downtown Core
ONE BALMORAL,"2,200,000",968.76,"2,271",16 May 2017,1 BALMORAL ROAD #06-02,Resale,Strata,90,"24,444",-,Condominium,1,Freehold,2016,Private,259784,10,25,Central Region,Tanglin
SOPHIA HILLS,"1,137,000",559.73,"2,031",16 May 2017,5 MOUNT SOPHIA #02-10,New Sale,Strata,52,"21,865",-,Condominium,1,99 yrs from 10/12/2013,Uncompleted,N.A,228453,09,22,Central Region,Rochor
JANSEN 8,"2,050,000","3,735.11",549,16 May 2017,8H JANSEN ROAD,Resale,Strata,347,"5,908",-,Semi-Detached House,1,Freehold,2011,Private,544842,19,54,North East Region,Hougang
ARTRA,"1,530,999",828.83,"1,847",16 May 2017,10 ALEXANDRA VIEW #28-06,New Sale,Strata,77,"19,883",-,Apartment,1,99 yrs from 15/02/2016,Uncompleted,HDB,158745,03,15,Central Region,Bukit Merah
ECO,"3,390,000","3,422.95",990,16 May 2017,201 BEDOK SOUTH AVENUE 3,New Sale,Strata,318,"10,660",-,Terrace House,1,99 yrs from 14/05/2012,2017,Private,469301,16,46,East Region,Bedok
ONE BALMORAL,"4,484,000","2,228.15","2,012",16 May 2017,1 BALMORAL ROAD #12-01,Resale,Strata,207,"21,662",-,Condominium,1,Freehold,2016,Private,259784,10,25,Central Region,Tanglin
CASA MERAH,"1,600,000","1,969.81",812,16 May 2017,50 TANAH MERAH KECHIL AVENUE #11-02,Resale,Strata,183,"8,743",-,Apartment,1,99 yrs from 11/07/2006,2009,Private,465524,16,46,East Region,Bedok
YEWTEE RESIDENCES,"1,230,000","1,453.14",846,16 May 2017,25 CHOA CHU KANG NORTH 6 #04-11,Resale,Strata,135,"9,111",-,Apartment,1,99 yrs from 03/01/2006,2008,Private,689580,23,68,West Region,Choa Chu Kang
PINE GROVE,"1,360,000","1,754.53",775,16 May 2017,1A PINE GROVE #07-03,Resale,Strata,163,"8,344",-,Condominium,1,99 yrs from 01/11/1984,-,Private,590001,21,59,Central Region,Bukit Timah
CLOVER BY THE PARK,"1,380,000","1,291.68","1,068",16 May 2017,2 BISHAN STREET 25 #06-07,Resale,Strata,120,"11,500",-,Condominium,1,99 yrs from 10/09/2007,2011,Private,573973,20,57,Central Region,Bishan
TRE RESIDENCES,"1,311,035",947.23,"1,384",16 May 2017,7 GEYLANG EAST AVENUE 1 #11-06,New Sale,Strata,88,"14,898",-,Condominium,1,99 yrs from 23/04/2014,Uncompleted,Private,389782,14,38,Central Region,Geylang
VISTA RESIDENCES,"1,618,000","1,173.28","1,379",16 May 2017,28 JALAN DATOH #09-07,Resale,Strata,109,"14,844",-,Condominium,1,Freehold,2013,Private,329426,12,32,Central Region,Novena
WATERFRONT GOLD,"1,377,000","1,291.68","1,066",16 May 2017,750 BEDOK RESERVOIR ROAD #07-03,Resale,Strata,120,"11,475",-,Condominium,1,99 yrs from 26/11/2009,2014,Private,479256,16,47,East Region,Bedok
BLOSSOMS @ WOODLEIGH,"1,600,000","1,420.85","1,126",16 May 2017,12 WOODLEIGH CLOSE #01-10,Resale,Strata,132,"12,121",-,Condominium,1,Freehold,2007,Private,357907,13,35,Central Region,Toa Payoh
THE ARTE,"1,690,000","1,399.32","1,208",16 May 2017,23 JALAN RAJA UDANG #22-07,Resale,Strata,130,"13,000",-,Condominium,1,Freehold,2010,Private,329216,12,32,Central Region,Novena
THE HILLIER,"811,824",624.31,"1,300",16 May 2017,6 HILLVIEW RISE #18-18,Sub Sale,Strata,58,"13,997",-,Apartment,1,99 yrs from 01/08/2011,2016,HDB,667980,23,66,West Region,Bukit Batok
GRANDEUR PARK RESIDENCES,"1,502,000","1,130.22","1,329",16 May 2017,9 BEDOK SOUTH AVENUE 3 #04-41,New Sale,Strata,105,"14,305",-,Condominium,1,99 yrs from 25/05/2016,Uncompleted,N.A,465465,16,46,East Region,Bedok
AQUARIUS BY THE PARK,"820,000",893.41,918,16 May 2017,9 BEDOK RESERVOIR VIEW #09-01,Resale,Strata,83,"9,880",-,Condominium,1,99 yrs from 12/06/1996,2001,HDB,478930,16,47,East Region,Bedok
LAKE LIFE,"1,217,160","1,496.2",814,16 May 2017,12 TAO CHING ROAD #02-28,New Sale,Strata,139,"8,757",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,618726,22,61,West Region,Jurong West
STILLZ RESIDENCE,"1,095,000",979.52,"1,118",16 May 2017,21 LORONG 108 CHANGI #02-02,Resale,Strata,91,"12,033",-,Apartment,1,Freehold,2011,HDB,426411,15,42,Central Region,Geylang
IRIDIUM,"1,508,000","1,184.04","1,274",16 May 2017,11 LINCOLN ROAD #14-03,Resale,Strata,110,"13,709",-,Apartment,1,Freehold,2009,Private,308349,11,30,Central Region,Novena
CHILTERN PARK,"831,888",914.94,909,16 May 2017,135 SERANGOON AVENUE 3 #03-07,Resale,Strata,85,"9,787",-,Condominium,1,99 yrs from 01/03/1991,1995,Private,556114,19,55,North East Region,Serangoon
HILLION RESIDENCES,"723,900",462.85,"1,564",16 May 2017,12 JELEBU ROAD #18-27,New Sale,Strata,43,"16,835",-,Apartment,1,99 yrs from 04/01/2013,Uncompleted,HDB,677673,23,67,West Region,Bukit Panjang
COSTA DEL SOL,"1,580,000","1,313.21","1,203",16 May 2017,68 BAYSHORE ROAD #24-04,Resale,Strata,122,"12,951",-,Condominium,1,99 yrs from 05/05/1997,2003,HDB,469986,16,46,East Region,Bedok
PARC CENTROS,"638,000",473.62,"1,347",16 May 2017,92 PUNGGOL CENTRAL #15-29,Sub Sale,Strata,44,"14,500",-,Condominium,1,99 yrs from 19/03/2012,2016,Private,828723,19,82,North East Region,Punggol
MAYSPRINGS,"960,000","1,270.15",756,16 May 2017,2 PETIR ROAD #16-10,Resale,Strata,118,"8,136",-,Apartment,1,99 yrs from 01/12/1994,1998,HDB,678265,23,67,West Region,Bukit Panjang
PARC LIFE,"1,068,200","1,280.92",832,16 May 2017,27 SEMBAWANG CRESCENT #15-12,New Sale,Strata,119,"8,957","1,065,900",Executive Condominium,1,99 yrs from 13/10/2014,Uncompleted,HDB,757056,27,75,North Region,Sembawang
MARINA ONE RESIDENCES,"2,580,200","1,119.46","2,305",16 May 2017,21 MARINA WAY #22-06,New Sale,Strata,104,"24,810",-,Apartment,1,99 yrs from 01/07/2011,Uncompleted,Private,018978,01,01,Central Region,Downtown Core
SUITES @ EASTCOAST,"545,000",365.98,"1,489",16 May 2017,175 UPPER EAST COAST ROAD #02-20,Resale,Strata,34,"16,029",-,Condominium,1,Freehold,2012,HDB,455277,15,45,East Region,Bedok
ILLOURA,"3,920,000","4,284.07",915,16 May 2017,861 OLD HOLLAND ROAD #01-18,Resale,Strata,398,"9,849",-,Semi-Detached House,1,Freehold,2009,Private,278684,10,27,Central Region,Bukit Timah
SOPHIA HILLS,"1,357,000",699.66,"1,940",16 May 2017,21 MOUNT SOPHIA #03-69,New Sale,Strata,65,"20,877",-,Condominium,1,99 yrs from 10/12/2013,Uncompleted,Private,228475,09,22,Central Region,Rochor
HILLION RESIDENCES,"672,600",473.62,"1,420",16 May 2017,8 JELEBU ROAD #13-07,New Sale,Strata,44,"15,286",-,Apartment,1,99 yrs from 04/01/2013,Uncompleted,Private,677671,23,67,West Region,Bukit Panjang
WOODGROVE CONDOMINIUM,"1,050,000","1,657.66",633,16 May 2017,12 WOODGROVE DRIVE #02-61,Resale,Strata,154,"6,818",-,Condominium,1,99 yrs from 17/05/1997,1999,Private,738212,25,73,North Region,Woodlands
THE TRILINQ,"1,618,000","1,356.26","1,193",16 May 2017,28 JALAN LEMPENG #22-07,New Sale,Strata,126,"12,841",-,Condominium,1,99 yrs from 16/04/2012,2017,N.A,128807,05,12,West Region,Clementi
BLISS@KOVAN,"1,480,000","1,679.18",881,16 May 2017,2A SIMON LANE #05-10,Resale,Strata,156,"9,487",-,Condominium,1,Freehold,2015,HDB,546018,19,54,North East Region,Hougang
POLLEN & BLEU,"3,117,800","1,431.61","2,178",16 May 2017,19 FARRER DRIVE #03-18,Resale,Strata,133,"23,442",-,Condominium,1,99 yrs from 24/09/2012,2016,HDB,259298,10,25,Central Region,Tanglin
KOVAN RESIDENCES,"1,380,000","1,270.15","1,086",17 May 2017,7A KOVAN ROAD #12-29,Resale,Strata,118,"11,695",-,Condominium,1,99 yrs from 31/12/2007,2011,HDB,544897,19,54,North East Region,Hougang
KINGSFORD WATERBAY,"1,474,000","1,216.33","1,212",17 May 2017,80 UPPER SERANGOON VIEW #15-76,New Sale,Strata,113,"13,044",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,Private,533878,19,53,North East Region,Hougang
THE TOPIARY,"648,000",753.48,860,17 May 2017,11 FERNVALE LANE #13-04,Resale,Strata,70,"9,257",-,Executive Condominium,1,99 yrs from 03/07/2012,2016,HDB,797495,28,79,North East Region,Sengkang
KINGSFORD WATERBAY,"904,000",688.9,"1,312",17 May 2017,76 UPPER SERANGOON VIEW #12-58,New Sale,Strata,64,"14,125",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,Private,533880,19,53,North East Region,Hougang
PEARL BANK APARTMENT,"1,280,000","1,754.53",730,17 May 2017,1 PEARL BANK #33-03,Resale,Strata,163,"7,853",-,Apartment,1,89 yrs from 31/12/1979,1976,HDB,169016,03,16,Central Region,Outram
KINGSFORD WATERBAY,"1,186,000","1,033.34","1,148",17 May 2017,76 UPPER SERANGOON VIEW #10-55,New Sale,Strata,96,"12,354",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,HDB,533880,19,53,North East Region,Hougang
LIV ON WILKIE,"968,000",452.09,"2,141",17 May 2017,9 WILKIE TERRACE #05-08,New Sale,Strata,42,"23,048",-,Apartment,1,Freehold,2017,HDB,228025,09,22,Central Region,Rochor
NORTHVALE,"930,000","1,270.15",732,17 May 2017,73 CHOA CHU KANG LOOP #09-02,Resale,Strata,118,"7,881",-,Apartment,1,99 yrs from 01/03/1995,1998,HDB,689674,23,68,West Region,Choa Chu Kang
SIMS URBAN OASIS,"987,000",699.66,"1,411",17 May 2017,12 SIMS DRIVE #07-55,New Sale,Strata,65,"15,185",-,Condominium,1,99 yrs from 29/07/2014,Uncompleted,Private,387391,14,38,Central Region,Geylang
PARC RIVIERA,"1,140,000",904.18,"1,261",17 May 2017,101 WEST COAST VALE #24-05,New Sale,Strata,84,"13,571",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,N.A,126753,05,12,West Region,Clementi
MANDARIN GARDENS,"1,680,000","2,012.87",835,17 May 2017,1 SIGLAP ROAD #07-02,Resale,Strata,187,"8,984",-,Condominium,1,99 yrs from 08/03/1982,1986,Private,448906,15,44,East Region,Bedok
THE CLEMENT CANOPY,"1,441,000","1,108.69","1,300",17 May 2017,18 CLEMENTI AVENUE 1 #03-11,New Sale,Strata,103,"13,990",-,Apartment,1,99 yrs from 09/03/2016,Uncompleted,HDB,129961,05,12,West Region,Clementi
SOL ACRES,"453,000",570.49,794,17 May 2017,4 CHOA CHU KANG GROVE #14-06,New Sale,Strata,53,"8,547",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,Private,688239,23,68,West Region,Choa Chu Kang
KINGSFORD WATERBAY,"1,027,000",882.65,"1,164",17 May 2017,70 UPPER SERANGOON VIEW #01-33,New Sale,Strata,82,"12,524",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,N.A,533883,19,53,North East Region,Hougang
BAYSHORE PARK,"1,040,000","1,291.68",805,17 May 2017,66 BAYSHORE ROAD #14-08,Resale,Strata,120,"8,667",-,Condominium,1,99 yrs from 17/03/1982,1986,HDB,469985,16,46,East Region,Bedok
NUOVO,"968,000","1,119.46",865,17 May 2017,25 ANG MO KIO AVENUE 9 #08-16,Resale,Strata,104,"9,308",-,Executive Condominium,1,99 yrs from 02/05/2001,2004,HDB,569788,20,56,North East Region,Ang Mo Kio
WOODGROVE CONDOMINIUM,"965,000","1,517.72",636,17 May 2017,6 WOODGROVE DRIVE #02-28,Resale,Strata,141,"6,844",-,Condominium,1,99 yrs from 17/05/1997,1999,HDB,738209,25,73,North Region,Woodlands
PARC CENTROS,"1,720,000","1,679.18","1,024",17 May 2017,88 PUNGGOL CENTRAL #11-20,Sub Sale,Strata,156,"11,026",-,Condominium,1,99 yrs from 19/03/2012,2016,HDB,828721,19,82,North East Region,Punggol
BLUE HORIZON,"1,210,000","1,216.33",995,17 May 2017,25 WEST COAST CRESCENT #15-18,Resale,Strata,113,"10,708",-,Condominium,1,99 yrs from 14/08/2000,2005,Private,128047,05,12,West Region,Clementi
CLEMENTI PARK,"1,400,000","1,722.24",813,17 May 2017,127 SUNSET WAY #06-02,Resale,Strata,160,"8,750",-,Condominium,1,Freehold,1983,HDB,597156,21,59,West Region,Clementi
COMMONWEALTH TOWERS,"1,368,000",753.48,"1,816",17 May 2017,230 COMMONWEALTH AVENUE #37-09,New Sale,Strata,70,"19,543",-,Condominium,1,99 yrs from 07/05/2013,Uncompleted,HDB,149739,03,14,Central Region,Queenstown
SOPHIA HILLS,"1,463,000",699.66,"2,091",17 May 2017,21 MOUNT SOPHIA #06-73,New Sale,Strata,65,"22,508",-,Condominium,1,99 yrs from 10/12/2013,Uncompleted,Private,228475,09,22,Central Region,Rochor
THE VISIONAIRE,"728,000",871.88,835,17 May 2017,180 CANBERRA DRIVE #10-22,New Sale,Strata,81,"8,988",-,Executive Condominium,1,99 yrs from 09/01/2015,Uncompleted,N.A,767952,27,76,North Region,Sembawang
ICON,"1,610,000",936.47,"1,719",17 May 2017,10 GOPENG STREET #34-16,Resale,Strata,87,"18,506",-,Apartment,1,99 yrs from 29/01/2002,2007,Private,078878,02,07,Central Region,Downtown Core
NAUNG RESIDENCE,"940,000",764.24,"1,230",17 May 2017,1 JALAN NAUNG #02-09,Resale,Strata,71,"13,239",-,Apartment,1,999 yrs from 19/02/1883,2015,HDB,537670,19,53,North East Region,Hougang
THE TEMBUSU,"1,900,000","1,216.33","1,562",17 May 2017,107A TAMPINES ROAD #13-08,Resale,Strata,113,"16,814",-,Condominium,1,Freehold,2016,HDB,534009,19,53,North East Region,Hougang
SPRINGDALE CONDOMINIUM,"1,118,000","1,151.75",971,17 May 2017,47 HINDHEDE WALK #08-10,Resale,Strata,107,"10,449",-,Condominium,1,999 yrs from 21/06/1877,1998,HDB,587977,21,58,West Region,Bukit Panjang
OPERA ESTATE,"3,080,000","2,077.45","1,483",17 May 2017,45 FIDELIO STREET,Resale,Land,193,"15,959",-,Terrace House,1,Freehold,-,Private,458434,15,45,East Region,Bedok
WINDY HEIGHTS,"1,820,000","2,475.72",735,17 May 2017,86 JALAN DAUD #07-90,Resale,Strata,230,"7,913",-,Condominium,1,Freehold,1983,Private,419594,14,41,East Region,Bedok
HILLION RESIDENCES,"665,000",473.62,"1,404",17 May 2017,8 JELEBU ROAD #11-07,New Sale,Strata,44,"15,114",-,Apartment,1,99 yrs from 04/01/2013,Uncompleted,HDB,677671,23,67,West Region,Bukit Panjang
BALMORAL GATE,"2,300,000","1,711.48","1,344",17 May 2017,33 BALMORAL ROAD #20-03,Resale,Strata,159,"14,465",-,Condominium,1,Freehold,1994,Private,259811,10,25,Central Region,Tanglin
RIVERSAILS,"1,075,000","1,108.69",970,17 May 2017,12 UPPER SERANGOON CRESCENT #13-33,Resale,Strata,103,"10,437",-,Condominium,1,99 yrs from 07/12/2011,2016,HDB,534030,19,53,North East Region,Hougang
VALLEY PARK,"2,180,000","1,614.6","1,350",17 May 2017,475 RIVER VALLEY ROAD #04-04,Resale,Strata,150,"14,533",-,Condominium,1,999 yrs from 21/06/1877,1997,Private,248360,10,24,Central Region,Tanglin
COMMONWEALTH TOWERS,"2,083,900","1,302.44","1,600",17 May 2017,232 COMMONWEALTH AVENUE #20-19,New Sale,Strata,121,"17,222",-,Condominium,1,99 yrs from 07/05/2013,Uncompleted,HDB,149740,03,14,Central Region,Queenstown
SANCTUARY GREEN,"1,720,000","1,593.07","1,080",17 May 2017,191 TANJONG RHU ROAD #10-01,Resale,Strata,148,"11,622",-,Condominium,1,99 yrs from 17/03/1997,2003,HDB,436927,15,43,Central Region,Kallang
DAHLIA PARK CONDOMINIUM,"1,200,000","1,506.96",796,17 May 2017,7 FLORA DRIVE #04-26,Resale,Strata,140,"8,571",-,Condominium,1,Freehold,2003,HDB,507012,17,50,East Region,Pasir Ris
HILLION RESIDENCES,"691,600",462.85,"1,494",17 May 2017,8 JELEBU ROAD #15-09,New Sale,Strata,43,"16,084",-,Apartment,1,99 yrs from 04/01/2013,Uncompleted,HDB,677671,23,67,West Region,Bukit Panjang
THE INSPIRA,"2,088,800","1,216.33","1,717",17 May 2017,11 ARNASALAM CHETTY ROAD #09-03,Resale,Strata,113,"18,485",-,Condominium,1,Freehold,2009,Private,239949,09,23,Central Region,River Valley
THE INFLORA,"718,000",742.72,967,17 May 2017,65 FLORA DRIVE #04-43,Resale,Strata,69,"10,406",-,Condominium,1,99 yrs from 25/05/2012,2016,Private,506849,17,50,East Region,Pasir Ris
NEPTUNE COURT,"1,298,000","1,636.13",793,17 May 2017,2 MARINE VISTA #16-69,Resale,Strata,152,"8,539",-,Apartment,1,99 yrs from 01/11/1975,1975,HDB,449026,15,44,East Region,Bedok
HILLION RESIDENCES,"694,450",462.85,"1,500",17 May 2017,12 JELEBU ROAD #17-33,New Sale,Strata,43,"16,150",-,Apartment,1,99 yrs from 04/01/2013,Uncompleted,HDB,677673,23,67,West Region,Bukit Panjang
BEAVERTON COURT,"2,550,000","2,055.92","1,240",17 May 2017,45 MOUNT SINAI RISE #09-03,Resale,Strata,191,"13,351",-,Condominium,1,Freehold,1984,Private,276958,10,27,Central Region,Bukit Timah
SILVERSEA,"1,980,000","1,506.96","1,314",17 May 2017,46 MARINE PARADE ROAD #03-01,Resale,Strata,140,"14,143",-,Condominium,1,99 yrs from 20/07/2007,2014,Private,449305,15,44,Central Region,Marine Parade
KINGSFORD WATERBAY,"1,234,000","1,216.33","1,015",17 May 2017,64 UPPER SERANGOON VIEW #16-07,New Sale,Strata,113,"10,920",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,Private,533886,19,53,North East Region,Hougang
MARINE BLUE,"1,307,300",731.95,"1,786",17 May 2017,91 MARINE PARADE ROAD #14-05,New Sale,Strata,68,"19,225",-,Condominium,1,Freehold,2016,Private,449314,15,44,Central Region,Marine Parade
KINGSFORD WATERBAY,"1,030,000",882.65,"1,167",17 May 2017,74 UPPER SERANGOON VIEW #08-48,New Sale,Strata,82,"12,561",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,N.A,533881,19,53,North East Region,Hougang
ST REGIS RESIDENCES SINGAPORE,"3,500,000","1,506.96","2,323",17 May 2017,33 TANGLIN ROAD #15-07,Resale,Strata,140,"25,000",-,Apartment,1,999 yrs from 24/11/1995,2008,Private,247913,10,24,Central Region,Orchard
MALAYSIA PARK,"2,250,000","2,036.55","1,105",17 May 2017,82D LORONG MELAYU,Resale,Land,189.2,"11,892",-,Terrace House,1,Freehold,1971,Private,416999,14,41,East Region,Bedok
RIS GRANDEUR,"1,200,000","1,356.26",885,17 May 2017,23 ELIAS ROAD #09-06,Resale,Strata,126,"9,524",-,Condominium,1,Freehold,2005,HDB,519930,18,51,East Region,Pasir Ris
N.A.,"22,500,000","18,573.28","1,211",17 May 2017,42 GENTLE ROAD,Resale,Land,"1,725.5","13,040",-,Detached House,1,Freehold,-,Private,309160,11,30,Central Region,Novena
PARC RIVIERA,"1,049,000","1,033.34","1,015",17 May 2017,103 WEST COAST VALE #36-18,New Sale,Strata,96,"10,927",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,HDB,126754,05,12,West Region,Clementi
KINGSFORD WATERBAY,"1,246,000","1,108.69","1,124",17 May 2017,72 UPPER SERANGOON VIEW #10-37,New Sale,Strata,103,"12,097",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,N.A,533882,19,53,North East Region,Hougang
COMMONWEALTH TOWERS,"1,688,000","1,054.87","1,600",17 May 2017,232 COMMONWEALTH AVENUE #19-15,New Sale,Strata,98,"17,224",-,Condominium,1,99 yrs from 07/05/2013,Uncompleted,Private,149740,03,14,Central Region,Queenstown
SPOTTISWOODE 18,"1,018,000",505.91,"2,012",17 May 2017,18 SPOTTISWOODE PARK ROAD #29-01,Resale,Strata,47,"21,660",-,Apartment,1,Freehold,2014,HDB,088642,02,08,Central Region,Bukit Merah
SCOTTS 28,"3,300,000","1,657.66","1,991",17 May 2017,28 SCOTTS ROAD #24-04,Resale,Strata,154,"21,429",-,Condominium,1,Freehold,1998,Private,228223,09,22,Central Region,Newton
OUE TWIN PEAKS,"1,770,000",570.49,"3,103",17 May 2017,33 LEONIE HILL ROAD #29-05,Resale,Strata,53,"33,396",-,Condominium,1,99 yrs from 10/05/2010,2015,Private,239197,09,23,Central Region,River Valley
THE VALES,"673,000",764.24,881,17 May 2017,85 ANCHORVALE CRESCENT #08-31,New Sale,Strata,71,"9,479",-,Executive Condominium,1,99 yrs from 19/05/2014,Uncompleted,HDB,544627,19,54,North East Region,Sengkang
PRINCIPAL GARDEN,"790,000",484.38,"1,631",17 May 2017,97 PRINCE CHARLES CRESCENT #08-19,New Sale,Strata,45,"17,556",-,Condominium,1,99 yrs from 21/07/2014,Uncompleted,N.A,159028,03,15,Central Region,Bukit Merah
ROBIN RESIDENCES,"2,568,000","1,065.64","2,410",17 May 2017,5 ROBIN DRIVE #03-11,Resale,Strata,99,"25,939",-,Condominium,1,Freehold,2015,Private,258267,10,25,Central Region,Tanglin
BULLION PARK,"830,000",807.3,"1,028",17 May 2017,164 LENTOR LOOP #10-02,Resale,Strata,75,"11,067",-,Condominium,1,Freehold,1993,HDB,789096,26,78,North East Region,Ang Mo Kio
ONE BALMORAL,"3,284,000","1,410.08","2,329",17 May 2017,1A BALMORAL ROAD #11-07,Resale,Strata,131,"25,069",-,Condominium,1,Freehold,2016,Private,259821,10,25,Central Region,Tanglin
KINGSFORD WATERBAY,"1,044,000",882.65,"1,183",17 May 2017,68 UPPER SERANGOON VIEW #12-23,New Sale,Strata,82,"12,732",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,N.A,533884,19,53,North East Region,Hougang
SOPHIA HILLS,"1,400,000",699.66,"2,001",17 May 2017,25 MOUNT SOPHIA #06-88,New Sale,Strata,65,"21,538",-,Condominium,1,99 yrs from 10/12/2013,Uncompleted,Private,228477,09,22,Central Region,Rochor
HAZEL PARK CONDOMINIUM,"1,010,000",979.52,"1,031",17 May 2017,29 HAZEL PARK TERRACE #04-01,Resale,Strata,91,"11,099",-,Condominium,1,999 yrs from 25/09/1882,2000,HDB,678950,23,67,West Region,Bukit Panjang
THE MEDLEY,"1,370,000","1,410.08",972,17 May 2017,68 LORONG G TELOK KURAU #05-05,Resale,Strata,131,"10,458",-,Apartment,1,Freehold,2009,Private,426258,15,42,East Region,Bedok
BARTLEY RIDGE,"1,068,000",721.19,"1,481",17 May 2017,30 MOUNT VERNON ROAD #14-03,Sub Sale,Strata,67,"15,940",-,Condominium,1,99 yrs from 16/04/2012,2016,Private,368055,13,36,Central Region,Toa Payoh
ICON,"1,480,000",925.7,"1,599",17 May 2017,10 GOPENG STREET #17-02,Resale,Strata,86,"17,209",-,Apartment,1,99 yrs from 29/01/2002,2007,Private,078878,02,07,Central Region,Downtown Core
PARC CENTROS,"2,140,000","1,991.34","1,075",17 May 2017,90 PUNGGOL CENTRAL #16-21,Sub Sale,Strata,185,"11,568",-,Condominium,1,99 yrs from 19/03/2012,2016,Private,828722,19,82,North East Region,Punggol
HIGHLINE RESIDENCES,"2,104,700","1,108.69","1,898",17 May 2017,7 KIM TIAN ROAD #29-07,New Sale,Strata,103,"20,434",-,Condominium,1,99 yrs from 22/07/2013,Uncompleted,HDB,168592,03,16,Central Region,Bukit Merah
THE TRILINQ,"831,000",538.2,"1,544",17 May 2017,28B JALAN LEMPENG #21-20,New Sale,Strata,50,"16,620",-,Condominium,1,99 yrs from 16/04/2012,2017,HDB,128809,05,12,West Region,Clementi
PARK PLACE RESIDENCES AT PLQ,"1,101,999",645.84,"1,706",17 May 2017,2 PAYA LEBAR ROAD #06-02,New Sale,Strata,60,"18,367",-,Apartment,1,99 yrs from 29/06/2015,Uncompleted,HDB,409053,14,40,Central Region,Geylang
KINGSFORD WATERBAY,"1,180,000","1,033.34","1,142",17 May 2017,66 UPPER SERANGOON VIEW #08-15,New Sale,Strata,96,"12,292",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,N.A,533885,19,53,North East Region,Hougang
EVERGREEN PARK,"750,000","1,237.86",606,17 May 2017,37 HOUGANG AVENUE 7 #02-02,Resale,Strata,115,"6,522",-,Apartment,1,99 yrs from 01/10/1995,1999,Private,538803,19,53,North East Region,Hougang
GARDENVISTA,"1,700,000","1,345.5","1,263",17 May 2017,956 DUNEARN ROAD #10-17,Resale,Strata,125,"13,600",-,Condominium,1,99 yrs from 09/09/1999,2006,Private,589484,21,58,Central Region,Bukit Timah
SOL ACRES,"691,000",871.88,793,17 May 2017,10 CHOA CHU KANG GROVE #07-24,New Sale,Strata,81,"8,531",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,N.A,688207,23,68,West Region,Choa Chu Kang
SOUTHBANK,"878,000",592.02,"1,483",17 May 2017,881 NORTH BRIDGE ROAD #18-06,Resale,Strata,55,"15,964",-,Apartment,1,99 yrs from 27/01/2006,2010,HDB,198784,07,19,Central Region,Kallang
SOL ACRES,"451,000",570.49,791,17 May 2017,4 CHOA CHU KANG GROVE #13-10,New Sale,Strata,53,"8,509",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,HDB,688239,23,68,West Region,Choa Chu Kang
WATER PLACE,"1,450,000","1,216.33","1,192",17 May 2017,179 TANJONG RHU ROAD #05-25,Resale,Strata,113,"12,832",-,Condominium,1,99 yrs from 02/03/1998,2004,Private,436608,15,43,Central Region,Kallang
RESIDENCE 118,"2,020,000","2,798.64",722,17 May 2017,118 LORONG L TELOK KURAU #05-02,Resale,Strata,260,"7,769",-,Apartment,1,Freehold,2006,Private,425552,15,42,East Region,Bedok
