Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
AALTO,"2,900,000","1,550.02","1,871",17 Jun 2019,191 MEYER ROAD #06-01,Resale,Strata,144,"20,139",-,Condominium,1,Freehold,2010,Private,437980,15,43,Central Region,Marine Parade
AFFINITY AT SERANGOON,"858,000",538.2,"1,594",17 Jun 2019,30 SERANGOON NORTH AVENUE 1 #11-72,New Sale,Strata,50,"17,160",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554342,19,55,North East Region,Serangoon
ARTRA,"2,531,000","1,410.08","1,795",17 Jun 2019,10 ALEXANDRA VIEW #35-01,New Sale,Strata,131,"19,321",-,Apartment,1,99 yrs from 15/02/2016,Uncompleted,Private,158745,03,15,Central Region,Bukit Merah
THE JOVELL,"824,000",635.08,"1,297",17 Jun 2019,19 FLORA DRIVE #03-31,New Sale,Strata,59,"13,966",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,Private,506760,17,50,East Region,Pasir Ris
THE RIVERVALE,"960,000","1,248.62",769,17 Jun 2019,1 RIVERVALE LINK #12-08,Resale,Strata,116,"8,276",-,Executive Condominium,1,99 yrs from 18/12/1997,2000,HDB,545118,19,54,North East Region,Sengkang
THE RIVERVALE,"872,000","1,291.68",675,17 Jun 2019,1 RIVERVALE LINK #15-12,Resale,Strata,120,"7,267",-,Executive Condominium,1,99 yrs from 18/12/1997,2000,Private,545118,19,54,North East Region,Sengkang
DAHLIA PARK CONDOMINIUM,"900,000","1,097.93",820,17 Jun 2019,5 FLORA DRIVE #04-24,Resale,Strata,102,"8,824",-,Condominium,1,Freehold,2003,HDB,507011,17,50,East Region,Pasir Ris
RIVERFRONT RESIDENCES,"2,132,000","1,679.18","1,270",17 Jun 2019,55 HOUGANG AVENUE 7 #08-77,New Sale,Strata,156,"13,667",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,Private,533820,19,53,North East Region,Hougang
EON SHENTON,"1,200,000",538.2,"2,230",17 Jun 2019,70 SHENTON WAY #24-06,Sub Sale,Strata,50,"24,000",-,Apartment,1,99 yrs from 06/10/2011,2017,Private,079118,02,07,Central Region,Downtown Core
SOLEIL @ SINARAN,"1,750,000",958,"1,827",17 Jun 2019,6 SINARAN DRIVE #02-14,Resale,Strata,89,"19,663",-,Condominium,1,99 yrs from 23/10/2006,2011,HDB,307468,11,30,Central Region,Novena
SELETAR SPRINGS CONDOMINIUM,"1,180,000","1,560.78",756,17 Jun 2019,106 GERALD DRIVE #04-12,Resale,Strata,145,"8,138",-,Condominium,1,99 yrs from 12/08/1997,2000,HDB,798595,28,79,North East Region,Hougang
BOULEVARD 88,"10,340,200","2,798.64","3,695",17 Jun 2019,88 ORCHARD BOULEVARD #12-05,New Sale,Strata,260,"39,770",-,Apartment,1,Freehold,Uncompleted,Private,248656,10,24,Central Region,Orchard
REFLECTIONS AT KEPPEL BAY,"3,600,000","2,626.42","1,371",17 Jun 2019,29 KEPPEL BAY VIEW #11-88,Resale,Strata,244,"14,754",-,Condominium,1,99 yrs from 15/03/2006,2011,Private,098417,04,09,Central Region,Bukit Merah
N.A.,"7,900,000","4,857.79","1,626",17 Jun 2019,8G CHANCERY LANE,Resale,Land,451.3,"17,505",-,Detached House,1,Freehold,1995,Private,309498,11,30,Central Region,Novena
AFFINITY AT SERANGOON,"1,859,000","1,259.39","1,476",17 Jun 2019,20 SERANGOON NORTH AVENUE 1 #14-20,New Sale,Strata,117,"15,889",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,Private,554337,19,55,North East Region,Serangoon
LUXE VILLE,"2,050,000","1,636.13","1,253",17 Jun 2019,336 PASIR PANJANG ROAD #04-01,Resale,Strata,152,"13,487",-,Apartment,1,Freehold,2012,Private,118668,05,11,Central Region,Queenstown
HILLCREST ARCADIA,"1,480,000","1,420.85","1,042",17 Jun 2019,257 ARCADIA ROAD #12-03,Resale,Strata,132,"11,212",-,Condominium,1,99 yrs from 01/12/1975,1980,Private,289851,11,28,Central Region,Bukit Timah
MON JERVOIS,"5,060,000","2,841.7","1,781",17 Jun 2019,39 JERVOIS ROAD #05-04,Resale,Strata,264,"19,167",-,Condominium,1,99 yrs from 07/05/2012,2016,Private,249093,10,24,Central Region,Tanglin
THE TRIZON,"1,835,000","1,044.11","1,757",17 Jun 2019,8 RIDGEWOOD CLOSE #20-10,Resale,Strata,97,"18,918",-,Condominium,1,Freehold,2012,Private,276698,10,27,Central Region,Bukit Timah
THE SUNNY SPRING,"1,300,000","1,108.69","1,173",17 Jun 2019,50 LORONG 40 GEYLANG #06-42,Resale,Strata,103,"12,621",-,Apartment,1,Freehold,1998,HDB,398074,14,39,Central Region,Geylang
VIVA VISTA,"550,000",322.92,"1,703",17 Jun 2019,3 SOUTH BUONA VISTA ROAD #02-05,Resale,Strata,30,"18,333",-,Apartment,1,Freehold,2014,Private,118136,05,11,Central Region,Queenstown
BAYSHORE PARK,"1,220,000","1,291.68",945,17 Jun 2019,62 BAYSHORE ROAD #13-02,Resale,Strata,120,"10,167",-,Condominium,1,99 yrs from 17/03/1982,1986,Private,469983,16,46,East Region,Bedok
SOUTH BEACH RESIDENCES,"7,550,600","2,260.44","3,340",17 Jun 2019,28 BEACH ROAD #29-05,Resale,Strata,210,"35,955",-,Apartment,1,99 yrs from 10/12/2007,2016,Private,189762,07,18,Central Region,Downtown Core
THE ARTE,"1,565,000","1,054.87","1,484",17 Jun 2019,21 JALAN RAJA UDANG #12-04,Resale,Strata,98,"15,969",-,Condominium,1,Freehold,2010,Private,329215,12,32,Central Region,Novena
ST FRANCIS LODGE,"1,338,000","1,216.33","1,100",17 Jun 2019,98 ST. FRANCIS ROAD #10-03,Resale,Strata,113,"11,841",-,Apartment,1,Freehold,1998,N.A,328074,12,32,Central Region,Kallang
THE BAYSHORE,"1,040,000","1,011.82","1,028",17 Jun 2019,22 BAYSHORE ROAD #24-02,Resale,Strata,94,"11,064",-,Condominium,1,99 yrs from 31/05/1993,1996,Private,469970,16,46,East Region,Bedok
AUSTVILLE RESIDENCES,"1,050,788","1,140.98",921,17 Jun 2019,15 SENGKANG EAST AVENUE #13-15,Resale,Strata,106,"9,913",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544806,19,54,North East Region,Sengkang
SHANGHAI ONE,"1,815,000","1,065.64","1,703",17 Jun 2019,1 SHANGHAI ROAD #11-01,Resale,Strata,99,"18,333",-,Apartment,1,Freehold,2007,Private,248180,10,24,Central Region,Tanglin
PARC ESTA,"922,000",527.44,"1,748",17 Jun 2019,904 SIMS AVENUE #11-19,New Sale,Strata,49,"18,816",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408968,14,40,Central Region,Geylang
THE WOODLEIGH RESIDENCES,"2,500,000","1,076.4","2,323",17 Jun 2019,29 BIDADARI PARK DRIVE #13-52,New Sale,Strata,100,"25,000",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,HDB,367799,13,36,Central Region,Toa Payoh
THE RIVERVALE,"1,080,000","1,367.03",790,17 Jun 2019,3 RIVERVALE LINK #06-23,Resale,Strata,127,"8,504",-,Executive Condominium,1,99 yrs from 18/12/1997,2000,N.A,545119,19,54,North East Region,Sengkang
COMPASS HEIGHTS,"1,000,000","1,291.68",774,17 Jun 2019,11 SENGKANG SQUARE #08-29,Resale,Strata,120,"8,333",-,Apartment,1,99 yrs from 30/04/2000,2002,HDB,545076,19,54,North East Region,Sengkang
THE PANORAMA,"1,478,000","1,001.05","1,476",17 Jun 2019,18 ANG MO KIO AVENUE 2 #03-30,Resale,Strata,93,"15,892",-,Condominium,1,99 yrs from 08/04/2013,2017,HDB,567700,20,56,North East Region,Ang Mo Kio
PARC BOTANNIA,"1,598,560","1,280.92","1,248",17 Jun 2019,16 FERNVALE STREET #12-25,New Sale,Strata,119,"13,433",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,HDB,797393,28,79,North East Region,Sengkang
TREASURE AT TAMPINES,"657,000",484.38,"1,356",17 Jun 2019,49 TAMPINES LANE #10-169,New Sale,Strata,45,"14,600",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528461,18,52,East Region,Tampines
PARK COLONIAL,"1,660,000",979.52,"1,695",18 Jun 2019,4 WOODLEIGH LANE #02-15,New Sale,Strata,91,"18,242",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,Private,357686,13,35,Central Region,Toa Payoh
FORESQUE RESIDENCES,"1,450,000","1,280.92","1,132",18 Jun 2019,107 PETIR ROAD #11-14,Resale,Strata,119,"12,185",-,Condominium,1,99 yrs from 10/01/2011,2014,Private,678275,23,67,West Region,Bukit Panjang
TOH YI COURT,"2,018,000","2,055.92",982,18 Jun 2019,97B TOH YI DRIVE,Resale,Strata,191,"10,565",-,Condominium,1,Freehold,1985,Private,596553,21,59,Central Region,Bukit Timah
JEWEL @ BUANGKOK,"946,000",721.19,"1,312",18 Jun 2019,89 COMPASSVALE BOW #16-31,Resale,Strata,67,"14,119",-,Condominium,1,99 yrs from 12/09/2012,2016,N.A,544687,19,54,North East Region,Sengkang
THE JOVELL,"833,000",667.37,"1,248",18 Jun 2019,23 FLORA DRIVE #06-42,New Sale,Strata,62,"13,435",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,Private,506762,17,50,East Region,Pasir Ris
THE QUINTET,"1,223,888","1,560.78",784,18 Jun 2019,40 CHOA CHU KANG STREET 64 #14-12,Resale,Strata,145,"8,441",-,Executive Condominium,1,99 yrs from 22/01/2003,2006,Private,689103,23,68,West Region,Choa Chu Kang
KALEIDO,"3,000,000","3,498.3",858,18 Jun 2019,100D LORONG K TELOK KURAU,New Sale,Strata,325,"9,231",-,Terrace House,1,Freehold,2017,Private,425787,15,42,East Region,Bedok
ASCENTIA SKY,"2,650,000","1,786.82","1,483",18 Jun 2019,1 ALEXANDRA VIEW #36-05,Resale,Strata,166,"15,964",-,Condominium,1,99 yrs from 26/03/2008,2013,Private,158748,03,15,Central Region,Bukit Merah
ROSEWOOD,"865,000","1,173.28",737,18 Jun 2019,5 ROSEWOOD DRIVE #10-09,Resale,Strata,109,"7,936",-,Condominium,1,99 yrs from 20/06/2000,2003,Private,737936,25,73,North Region,Woodlands
KEW GREEN,"2,788,000","4,413.24",632,18 Jun 2019,41 KEW CRESCENT,Resale,Strata,410,"6,800",-,Condominium,1,99 yrs from 21/04/1994,1997,N.A,466204,16,46,East Region,Bedok
LOFT 33,"960,000",699.66,"1,372",18 Jun 2019,33 LORONG 32 GEYLANG #04-05,Resale,Strata,65,"14,769",-,Apartment,1,Freehold,2016,HDB,398293,14,39,Central Region,Geylang
PRIVE,"1,145,000","1,087.16","1,053",18 Jun 2019,33 PUNGGOL FIELD #15-11,Resale,Strata,101,"11,337",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,Private,828817,19,82,North East Region,Punggol
WING ON LIFE GARDEN,"12,000,000","7,610.15","1,577",18 Jun 2019,335 BUKIT TIMAH ROAD #28-03,Resale,Strata,707,"16,973",-,Apartment,1,Freehold,1982,Private,259718,10,25,Central Region,Tanglin
REGENCY SUITES,"1,770,000",979.52,"1,807",18 Jun 2019,36 KIM TIAN ROAD #24-02,Resale,Strata,91,"19,451",-,Apartment,1,Freehold,2008,HDB,169279,03,16,Central Region,Bukit Merah
CHANTILLY RISE,"685,000",635.08,"1,079",18 Jun 2019,82 HILLVIEW AVENUE #02-04,Resale,Strata,59,"11,610",-,Condominium,1,Freehold,1998,HDB,669581,23,66,West Region,Bukit Batok
PARC KOMO,"2,596,000","1,819.12","1,427",18 Jun 2019,957 UPPER CHANGI ROAD NORTH #02-56,New Sale,Strata,169,"15,361",-,Apartment,1,Freehold,Uncompleted,N.A,506786,17,50,East Region,Pasir Ris
KINGSFORD WATERBAY,"650,000",473.62,"1,372",18 Jun 2019,66 UPPER SERANGOON VIEW #08-17,Sub Sale,Strata,44,"14,773",-,Apartment,1,99 yrs from 03/03/2014,2018,HDB,533885,19,53,North East Region,Hougang
QUEEN ASTRID PARK,"23,600,000","15,874.75","1,487",18 Jun 2019,38B QUEEN ASTRID PARK,Resale,Land,"1,474.8","16,002",-,Detached House,1,Freehold,-,Private,266845,10,26,Central Region,Bukit Timah
THE CANOPY,"828,000","1,140.98",726,18 Jun 2019,71 YISHUN AVENUE 11 #01-03,Resale,Strata,106,"7,811",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,HDB,768858,27,76,North Region,Yishun
THE HILLFORD,"595,000",505.91,"1,176",18 Jun 2019,172 JALAN JURONG KECHIL #01-18,Resale,Strata,47,"12,660",-,Apartment,1,60 yrs from 19/02/2013,2016,Private,596182,21,59,Central Region,Bukit Timah
CARISSA PARK CONDOMINIUM,"820,000",947.23,866,18 Jun 2019,6 FLORA DRIVE #06-76,Resale,Strata,88,"9,318",-,Condominium,1,Freehold,2001,HDB,507027,17,50,East Region,Pasir Ris
SIMON PLAZA,"1,420,000","1,689.95",840,18 Jun 2019,2 KOVAN ROAD #03-05,Resale,Strata,157,"9,045",-,Apartment,1,Freehold,1990,HDB,548008,19,54,North East Region,Hougang
WOODSVALE,"835,000","1,313.21",636,18 Jun 2019,17 WOODLANDS DRIVE 72 #11-46,Resale,Strata,122,"6,844",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,HDB,738097,25,73,North Region,Woodlands
THE CENTRIS,"1,430,000","1,388.56","1,030",18 Jun 2019,65 JURONG WEST CENTRAL 3 #13-01,Resale,Strata,129,"11,085",-,Apartment,1,99 yrs from 21/06/2006,2009,Private,648332,22,64,West Region,Jurong West
GOODWOOD GRAND,"6,250,000","5,242.07","1,192",18 Jun 2019,26 BALMORAL ROAD,Resale,Strata,487,"12,834",-,Detached House,1,Freehold,2017,Private,259827,10,25,Central Region,Newton
KALLANG RIVERSIDE,"3,380,000","1,571.54","2,151",18 Jun 2019,51 KAMPONG BUGIS #04-01,New Sale,Strata,146,"23,151",-,Apartment,1,Freehold,2018,Private,338986,12,33,Central Region,Kallang
THE GARDEN RESIDENCES,"814,300",516.67,"1,576",18 Jun 2019,1 SERANGOON NORTH VIEW #13-07,New Sale,Strata,48,"16,965",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554343,19,55,North East Region,Serangoon
RIVERVALE CREST,"1,065,000","1,388.56",767,18 Jun 2019,7 RIVERVALE CRESCENT #08-16,Resale,Strata,129,"8,256",-,Apartment,1,99 yrs from 06/12/1997,2002,HDB,545085,19,54,North East Region,Sengkang
KENSINGTON PARK CONDOMINIUM,"1,645,380","1,485.43","1,108",18 Jun 2019,6 KENSINGTON PARK DRIVE #04-03,Resale,Strata,138,"11,923",-,Condominium,1,999 yrs from 01/04/1878,1987,Private,557322,19,55,North East Region,Serangoon
MAYFAIR MODERN,"1,703,200",807.3,"2,110",18 Jun 2019,2 RIFLE RANGE ROAD #03-03,New Sale,Strata,75,"22,709",-,Condominium,1,99 yrs from 18/09/2018,Uncompleted,Private,588373,21,58,Central Region,Bukit Timah
8@WOODLEIGH,"1,950,000","1,377.79","1,415",18 Jun 2019,8 WOODLEIGH CLOSE #12-22,Resale,Strata,128,"15,234",-,Condominium,1,99 yrs from 22/09/2008,2012,HDB,357903,13,35,Central Region,Toa Payoh
CHERRYHILL,"1,650,000","1,453.14","1,135",18 Jun 2019,25 LORONG LEW LIAN #02-08,Resale,Strata,135,"12,222",-,Condominium,1,Freehold,1994,Private,536469,19,53,North East Region,Serangoon
COCO PALMS,"840,000",753.48,"1,115",18 Jun 2019,21 PASIR RIS GROVE #05-31,Resale,Strata,70,"12,000",-,Condominium,1,99 yrs from 07/01/2008,2018,Private,518070,18,51,East Region,Pasir Ris
LIIV RESIDENCES,"1,390,000",979.52,"1,419",19 Jun 2019,339 PASIR PANJANG ROAD #02-05,Resale,Strata,91,"15,275",-,Apartment,1,Freehold,2018,Private,117368,05,11,Central Region,Queenstown
SKYLINE RESIDENCES,"2,480,000","1,345.5","1,843",19 Jun 2019,610 TELOK BLANGAH ROAD #08-08,Resale,Strata,125,"19,840",-,Condominium,1,Freehold,2015,Private,109025,04,10,Central Region,Bukit Merah
PARC ESTA,"1,593,000","1,001.05","1,591",19 Jun 2019,914 SIMS AVENUE #03-63,New Sale,Strata,93,"17,129",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408973,14,40,Central Region,Geylang
8 NAPIER,"5,600,000","2,012.87","2,782",19 Jun 2019,8 NAPIER ROAD #02-01,Resale,Strata,187,"29,947",-,Condominium,1,Freehold,2010,Private,258502,10,25,Central Region,Tanglin
N.A.,"3,740,000","2,051.62","1,823",19 Jun 2019,24 LORONG 104 CHANGI,Resale,Land,190.6,"19,622",-,Terrace House,1,Freehold,-,HDB,426568,15,42,Central Region,Geylang
VIBES @ EAST COAST,"585,000",355.21,"1,647",19 Jun 2019,308 TELOK KURAU ROAD #04-19,Resale,Strata,33,"17,727",-,Apartment,1,Freehold,2014,Private,423858,15,42,East Region,Bedok
8 SAINT THOMAS,"2,718,000",871.88,"3,117",19 Jun 2019,10 ST. THOMAS WALK #20-06,Resale,Strata,81,"33,556",-,Condominium,1,Freehold,2018,Private,238102,09,23,Central Region,River Valley
CORAL PARK,"4,038,800","3,358.37","1,203",19 Jun 2019,10 PEMIMPIN PLACE,Resale,Land,312,"12,945",-,Semi-Detached House,1,Freehold,1980,Private,576008,20,57,Central Region,Bishan
TREASURE AT TAMPINES,"644,000",484.38,"1,330",19 Jun 2019,53 TAMPINES LANE #07-185,New Sale,Strata,45,"14,311",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528459,18,52,East Region,Tampines
THE LAKEFRONT RESIDENCES,"1,460,000","1,205.57","1,211",19 Jun 2019,46 LAKESIDE DRIVE #02-13,Resale,Strata,112,"13,036",-,Condominium,1,99 yrs from 03/08/2010,2014,HDB,648324,22,64,West Region,Jurong West
WHISTLER GRAND,"781,560",613.55,"1,274",19 Jun 2019,107 WEST COAST VALE #03-06,New Sale,Strata,57,"13,712",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,N.A,126751,05,12,West Region,Clementi
PAYA LEBAR RESIDENCES,"1,118,800",871.88,"1,283",19 Jun 2019,27 PAYA LEBAR ROAD #08-03,Resale,Strata,81,"13,812",-,Apartment,1,Freehold,2002,HDB,409042,14,40,Central Region,Geylang
SEASIDE PARK,"4,218,000","3,055.9","1,380",19 Jun 2019,574 EAST COAST ROAD,Resale,Land,283.9,"14,857",-,Terrace House,1,Freehold,-,HDB,458987,15,45,East Region,Bedok
CARISSA PARK CONDOMINIUM,"850,000",947.23,897,19 Jun 2019,2 FLORA DRIVE #07-27,Resale,Strata,88,"9,659",-,Condominium,1,Freehold,2001,Private,507025,17,50,East Region,Pasir Ris
PEAKVIEW ESTATE,"2,350,000","1,837.41","1,279",19 Jun 2019,24 PEAKVILLE AVENUE,Resale,Land,170.7,"13,767",-,Terrace House,1,Freehold,1979,Private,487793,16,48,East Region,Bedok
3 CUSCADEN,"2,656,545",764.24,"3,476",19 Jun 2019,3 CUSCADEN WALK #10-03,New Sale,Strata,71,"37,416",-,Apartment,1,Freehold,Uncompleted,Private,249690,10,24,Central Region,River Valley
ROCHELLE AT NEWTON,"3,970,000","3,283.02","1,209",19 Jun 2019,188 KENG LEE ROAD #26-01,Resale,Strata,305,"13,016",-,Condominium,1,99 yrs from 10/03/2008,2012,Private,308414,11,30,Central Region,Novena
PARC BOTANNIA,"1,099,000",871.88,"1,260",19 Jun 2019,12 FERNVALE STREET #06-16,New Sale,Strata,81,"13,568",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,Private,797391,28,79,North East Region,Sengkang
THE CANOPY,"1,150,000","1,410.08",816,19 Jun 2019,77 YISHUN AVENUE 11 #05-14,Resale,Strata,131,"8,779",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,Private,768861,27,76,North Region,Yishun
THE WOODLEIGH RESIDENCES,"1,156,000",667.37,"1,732",19 Jun 2019,19 BIDADARI PARK DRIVE #03-14,New Sale,Strata,62,"18,645",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,HDB,367794,13,36,Central Region,Toa Payoh
RIVERBANK @ FERNVALE,"588,000",495.14,"1,188",19 Jun 2019,15 FERNVALE CLOSE #06-24,Resale,Strata,46,"12,783",-,Condominium,1,99 yrs from 10/07/2013,2017,HDB,797477,28,79,North East Region,Sengkang
EAST COAST PARK,"5,430,000","3,427.26","1,584",19 Jun 2019,31 SECOND STREET,Resale,Land,318.4,"17,054",-,Terrace House,1,Freehold,-,HDB,456338,15,45,East Region,Bedok
ARCHIPELAGO,"1,540,000","1,184.04","1,301",19 Jun 2019,517 BEDOK RESERVOIR ROAD #04-68,Resale,Strata,110,"14,000",-,Condominium,1,99 yrs from 01/06/2011,2015,HDB,479275,16,47,East Region,Bedok
NINE RESIDENCES,"1,320,000","1,367.03",966,19 Jun 2019,14 YISHUN AVENUE 9 #13-13,Resale,Strata,127,"10,394",-,Apartment,1,99 yrs from 30/04/2013,2015,Private,768895,27,76,North Region,Yishun
8 SAINT THOMAS,"2,488,888",807.3,"3,083",19 Jun 2019,10 ST. THOMAS WALK #15-08,Resale,Strata,75,"33,185",-,Condominium,1,Freehold,2018,Private,238102,09,23,Central Region,River Valley
D'LEEDON,"2,180,000","1,496.2","1,457",19 Jun 2019,3 LEEDON HEIGHTS #11-05,Resale,Strata,139,"15,683",-,Condominium,1,99 yrs from 08/04/2010,2014,Private,267951,10,26,Central Region,Bukit Timah
THE WOODLEIGH RESIDENCES,"1,190,000",667.37,"1,783",19 Jun 2019,23 BIDADARI PARK DRIVE #05-31,New Sale,Strata,62,"19,194",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367796,13,36,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,"615,000",462.85,"1,329",19 Jun 2019,51 HOUGANG AVENUE 7 #10-57,New Sale,Strata,43,"14,302",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,Private,533818,19,53,North East Region,Hougang
RIVERSAILS,"635,000",505.91,"1,255",19 Jun 2019,2 UPPER SERANGOON CRESCENT #16-04,Resale,Strata,47,"13,511",-,Condominium,1,99 yrs from 07/12/2011,2016,Private,534035,19,53,North East Region,Hougang
KANDIS RESIDENCE,"1,323,000","1,033.34","1,280",19 Jun 2019,2 KANDIS LINK #05-03,New Sale,Strata,96,"13,781",-,Condominium,1,99 yrs from 11/07/2016,Uncompleted,Private,756967,27,75,North Region,Sembawang
PARC VISTA,"1,260,000","1,614.6",780,19 Jun 2019,462 CORPORATION ROAD #09-06,Resale,Strata,150,"8,400",-,Condominium,1,99 yrs from 01/03/1995,1997,HDB,649816,22,64,West Region,Jurong West
THE SHORELINE RESIDENCES II,"2,110,000","1,688.87","1,249",19 Jun 2019,76 WAK HASSAN DRIVE,Resale,Land,156.9,"13,448",-,Terrace House,1,99 yrs from 25/01/2011,2012,HDB,757207,27,75,North Region,Sembawang
THE QUINTET,"955,000","1,302.44",733,19 Jun 2019,44 CHOA CHU KANG STREET 64 #05-20,Resale,Strata,121,"7,893",-,Executive Condominium,1,99 yrs from 22/01/2003,2006,HDB,689105,23,68,West Region,Choa Chu Kang
PAYA LEBAR RESIDENCES,"1,220,000",871.88,"1,399",19 Jun 2019,27 PAYA LEBAR ROAD #13-03,Resale,Strata,81,"15,062",-,Apartment,1,Freehold,2002,Private,409042,14,40,Central Region,Geylang
GAO MING HUA YUAN,"3,850,000","4,074.17",945,19 Jun 2019,4 SHAMAH TERRACE,Resale,Land,378.5,"10,172",-,Semi-Detached House,1,Freehold,1990,Private,597556,21,59,Central Region,Bukit Timah
THE CREST,"3,913,246","1,743.77","2,244",19 Jun 2019,107 PRINCE CHARLES CRESCENT #01-22,Resale,Strata,162,"24,156",-,Condominium,1,99 yrs from 21/12/2012,2017,Private,159020,03,15,Central Region,Bukit Merah
SIGNATURE PARK,"1,350,000","1,033.34","1,306",20 Jun 2019,48 TOH TUCK ROAD #08-01,Resale,Strata,96,"14,063",-,Condominium,1,Freehold,1998,Private,596739,21,59,Central Region,Bukit Timah
SELETAR HILLS ESTATE,"5,580,000","4,709.25","1,185",20 Jun 2019,48 JALAN SINDOR,Resale,Land,437.5,"12,754",-,Semi-Detached House,1,Freehold,1992,Private,808403,28,80,North East Region,Serangoon
SOUTH BEACH RESIDENCES,"7,660,000","2,260.44","3,389",20 Jun 2019,28 BEACH ROAD #25-05,Resale,Strata,210,"36,476",-,Apartment,1,99 yrs from 10/12/2007,2016,Private,189762,07,18,Central Region,Downtown Core
BOULEVARD 88,"10,422,200","2,798.64","3,724",20 Jun 2019,88 ORCHARD BOULEVARD #14-05,New Sale,Strata,260,"40,085",-,Apartment,1,Freehold,Uncompleted,Private,248656,10,24,Central Region,Orchard
HARBOUR VIEW TOWERS,"1,050,000",796.54,"1,318",20 Jun 2019,21 TELOK BLANGAH DRIVE #09-02,Resale,Strata,74,"14,189",-,Condominium,1,99 yrs from 01/06/1990,1994,Private,109258,04,10,Central Region,Bukit Merah
THE ARTE,"2,450,000","1,872.94","1,308",20 Jun 2019,23 JALAN RAJA UDANG #16-09,Resale,Strata,174,"14,080",-,Condominium,1,Freehold,2010,Private,329216,12,32,Central Region,Novena
CARISSA PARK CONDOMINIUM,"1,195,000","1,323.97",903,20 Jun 2019,2 FLORA DRIVE #05-09,Resale,Strata,123,"9,715",-,Condominium,1,Freehold,2001,HDB,507025,17,50,East Region,Pasir Ris
PARC ESTA,"2,048,000","1,227.1","1,669",20 Jun 2019,908 SIMS AVENUE #09-42,New Sale,Strata,114,"17,965",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408970,14,40,Central Region,Geylang
WATERBANK AT DAKOTA,"1,930,000","1,388.56","1,390",20 Jun 2019,76 DAKOTA CRESCENT #01-11,Resale,Strata,129,"14,961",-,Condominium,1,99 yrs from 07/12/2009,2013,HDB,399944,14,39,Central Region,Geylang
THE NASSIM,"10,414,000","3,121.56","3,336",20 Jun 2019,18 NASSIM HILL #03-08,Resale,Strata,290,"35,910",-,Condominium,1,Freehold,2015,Private,258485,10,25,Central Region,Tanglin
THE GARDEN RESIDENCES,"1,073,700",688.9,"1,559",20 Jun 2019,3 SERANGOON NORTH VIEW #06-17,New Sale,Strata,64,"16,777",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554344,19,55,North East Region,Serangoon
KENSINGTON PARK CONDOMINIUM,"1,570,000","1,496.2","1,049",20 Jun 2019,2 KENSINGTON PARK DRIVE #04-03,Resale,Strata,139,"11,295",-,Condominium,1,999 yrs from 01/04/1878,1987,Private,557320,19,55,North East Region,Serangoon
THE TAPESTRY,"1,471,770","1,130.22","1,302",20 Jun 2019,53 TAMPINES STREET 86 #11-16,New Sale,Strata,105,"14,017",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528540,18,52,East Region,Tampines
MARTIN PLACE RESIDENCES,"7,200,000","3,379.9","2,130",20 Jun 2019,2 MARTIN PLACE #33-03,Resale,Strata,314,"22,930",-,Condominium,1,Freehold,2011,Private,237988,09,23,Central Region,River Valley
TERESA VILLE,"2,300,000","1,926.76","1,194",20 Jun 2019,1003 LOWER DELTA ROAD #15-03,Resale,Strata,179,"12,849",-,Condominium,1,Freehold,1985,Private,099308,04,09,Central Region,Bukit Merah
ESTE VILLA,"2,410,000","3,422.95",704,20 Jun 2019,13B NIM ROAD,Resale,Strata,318,"7,579",-,Terrace House,1,Freehold,2013,HDB,804981,28,80,North East Region,Serangoon
