Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE CRITERION,"808,800","1,001.05",808,02 Jan 2017,3 YISHUN STREET 51 #12-08,New Sale,Strata,93,"8,697",-,Executive Condominium,1,99 yrs from 25/08/2014,Uncompleted,HDB,767997,27,76,North Region,Yishun
LAKE GRANDE,"991,000",775.01,"1,279",02 Jan 2017,6 JURONG LAKE LINK #04-20,New Sale,Strata,72,"13,764",-,Condominium,1,99 yrs from 09/06/2015,Uncompleted,N.A,648159,22,64,West Region,Jurong West
STURDEE RESIDENCES,"1,358,000",947.23,"1,434",02 Jan 2017,10 BEATTY ROAD #08-01,New Sale,Strata,88,"15,432",-,Condominium,1,99 yrs from 29/06/2015,Uncompleted,HDB,209955,08,20,Central Region,Kallang
PRINCIPAL GARDEN,"894,000",505.91,"1,757",02 Jan 2017,93 PRINCE CHARLES CRESCENT #21-05,New Sale,Strata,47,"18,915","889,000",Condominium,1,99 yrs from 21/07/2014,Uncompleted,HDB,159026,03,15,Central Region,Bukit Merah
PRINCIPAL GARDEN,"766,000",484.38,"1,571",02 Jan 2017,97 PRINCE CHARLES CRESCENT #02-19,New Sale,Strata,45,"16,911","761,000",Condominium,1,99 yrs from 21/07/2014,Uncompleted,Private,159028,03,15,Central Region,Bukit Merah
THE TERRACE,"797,400","1,001.05",797,02 Jan 2017,80 EDGEDALE PLAINS #11-04,New Sale,Strata,93,"8,574",-,Executive Condominium,1,99 yrs from 30/10/2013,Uncompleted,HDB,828735,19,82,North East Region,Punggol
THE TERRACE,"861,200","1,076.4",800,02 Jan 2017,98 EDGEDALE PLAINS #13-40,New Sale,Strata,100,"8,612",-,Executive Condominium,1,99 yrs from 30/10/2013,Uncompleted,HDB,828689,19,82,North East Region,Punggol
ECO,"3,280,000","3,562.88",921,02 Jan 2017,243 BEDOK SOUTH AVENUE 3,New Sale,Strata,331,"9,909",-,Terrace House,1,99 yrs from 14/05/2012,Uncompleted,Private,465475,16,46,East Region,Bedok
CASA MERAH,"1,480,000","1,528.49",968,03 Jan 2017,60 TANAH MERAH KECHIL AVENUE #05-19,Resale,Strata,142,"10,423",-,Apartment,1,99 yrs from 11/07/2006,2009,HDB,465529,16,46,East Region,Bedok
SOL ACRES,"437,000",570.49,766,03 Jan 2017,4 CHOA CHU KANG GROVE #06-06,New Sale,Strata,53,"8,245",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,HDB,688239,23,68,West Region,Choa Chu Kang
VUE 8 RESIDENCE,"1,176,000","1,506.96",780,03 Jan 2017,87 PASIR RIS HEIGHTS #02-09,New Sale,Strata,140,"8,400",-,Condominium,1,99 yrs from 10/09/2012,Uncompleted,N.A,519285,18,51,East Region,Pasir Ris
ROBIN RESIDENCES,"3,480,000","1,463.9","2,377",03 Jan 2017,9 ROBIN DRIVE #05-28,Resale,Strata,136,"25,588",-,Condominium,1,Freehold,2015,Private,258269,10,25,Central Region,Tanglin
THE SANTORINI,"631,000",527.44,"1,196",03 Jan 2017,21 TAMPINES STREET 86 #15-04,New Sale,Strata,49,"12,878",-,Condominium,1,99 yrs from 16/10/2013,Uncompleted,Private,528592,18,52,East Region,Tampines
EIGHT COURTYARDS,"1,000,000","1,011.82",988,03 Jan 2017,16 CANBERRA DRIVE #11-33,Resale,Strata,94,"10,638",-,Condominium,1,99 yrs from 20/09/2010,2014,HDB,768097,27,76,North Region,Yishun
WESTWOOD RESIDENCES,"728,000",947.23,769,03 Jan 2017,182 WESTWOOD AVENUE #11-05,New Sale,Strata,88,"8,273",-,Executive Condominium,1,99 yrs from 14/04/2014,2017,Private,648146,22,64,West Region,Jurong West
THE SOVEREIGN,"4,399,000","2,637.18","1,668",03 Jan 2017,99 MEYER ROAD #30-03,Resale,Strata,245,"17,955",-,Condominium,1,Freehold,1993,Private,437920,15,43,Central Region,Marine Parade
SELETAR SPRINGS CONDOMINIUM,"1,350,000","2,077.45",650,03 Jan 2017,108 GERALD DRIVE #04-19,Resale,Strata,193,"6,995",-,Condominium,1,99 yrs from 12/08/1997,2000,HDB,799035,28,79,North East Region,Hougang
SIMS URBAN OASIS,"998,000",710.42,"1,405",03 Jan 2017,12 SIMS DRIVE #05-47,New Sale,Strata,66,"15,121",-,Condominium,1,99 yrs from 29/07/2014,Uncompleted,Private,387391,14,38,Central Region,Geylang
THE TRILINQ,"791,000",538.2,"1,470",03 Jan 2017,28B JALAN LEMPENG #05-21,New Sale,Strata,50,"15,820",-,Condominium,1,99 yrs from 16/04/2012,Uncompleted,N.A,128809,05,12,West Region,Clementi
BOATHOUSE RESIDENCES,"1,400,000","1,463.9",956,03 Jan 2017,29 UPPER SERANGOON VIEW #14-15,Resale,Strata,136,"10,294",-,Condominium,1,99 yrs from 09/02/2011,2015,Private,534044,19,53,North East Region,Hougang
1 KING ALBERT PARK,"1,700,000","1,420.85","1,196",03 Jan 2017,1 KING ALBERT PARK #04-11,Resale,Strata,132,"12,879",-,Condominium,1,Freehold,1997,Private,598326,21,59,Central Region,Bukit Timah
THE SANTORINI,"817,000",753.48,"1,084",03 Jan 2017,31 TAMPINES STREET 86 #13-30,New Sale,Strata,70,"11,671",-,Condominium,1,99 yrs from 16/10/2013,Uncompleted,HDB,528572,18,52,East Region,Tampines
HIGHLINE RESIDENCES,"2,156,200","1,151.75","1,872",03 Jan 2017,9 KIM TIAN ROAD #18-16,New Sale,Strata,107,"20,151",-,Condominium,1,99 yrs from 22/07/2013,Uncompleted,HDB,168593,03,16,Central Region,Bukit Merah
N.A.,"2,030,000","1,590.92","1,276",03 Jan 2017,62 JALAN MAS KUNING,Resale,Land,147.8,"13,735",-,Terrace House,1,Freehold,-,HDB,128754,05,12,West Region,Clementi
ESTE VILLA,"2,180,000","3,358.37",649,03 Jan 2017,19B NIM ROAD,Resale,Strata,312,"6,987",-,Terrace House,1,Freehold,2013,Private,807596,28,80,North East Region,Serangoon
THE VALES,"629,888",764.24,824,03 Jan 2017,79 ANCHORVALE CRESCENT #04-18,New Sale,Strata,71,"8,872",-,Executive Condominium,1,99 yrs from 19/05/2014,Uncompleted,HDB,544624,19,54,North East Region,Sengkang
RIVER ISLES,"747,000",753.48,991,03 Jan 2017,60 EDGEDALE PLAINS #10-18,Resale,Strata,70,"10,671",-,Condominium,1,99 yrs from 06/02/2012,2015,Private,828729,19,82,North East Region,Punggol
NEPTUNE COURT,"810,000","1,270.15",638,03 Jan 2017,6 MARINE VISTA #08-23,Resale,Strata,118,"6,864",-,Apartment,1,99 yrs from 01/09/1976,1975,HDB,449030,15,44,East Region,Bedok
SILVERSEA,"1,400,000",979.52,"1,429",03 Jan 2017,46 MARINE PARADE ROAD #04-06,Resale,Strata,91,"15,385",-,Condominium,1,99 yrs from 20/07/2007,2014,Private,449305,15,44,Central Region,Marine Parade
FLAME TREE PARK,"1,770,000","1,786.82",991,03 Jan 2017,1 SIN MING AVENUE #02-02,Resale,Strata,166,"10,663",-,Condominium,1,Freehold,1989,HDB,575728,20,57,Central Region,Bishan
8 @ MOUNT SOPHIA,"1,870,000","1,377.79","1,357",03 Jan 2017,10A MOUNT SOPHIA #05-11,Resale,Strata,128,"14,609",-,Condominium,1,103 yrs from 28/11/2002,2007,Private,228462,09,22,Central Region,Rochor
CASUARINA COVE,"1,710,000","1,593.07","1,073",03 Jan 2017,120 TANJONG RHU ROAD #11-02,Resale,Strata,148,"11,554",-,Condominium,1,99 yrs from 20/10/1993,1996,Private,436904,15,43,Central Region,Kallang
THE SHELFORD,"2,330,000","1,399.32","1,665",03 Jan 2017,1D SHELFORD ROAD #02-29,Resale,Strata,130,"17,923",-,Condominium,1,Freehold,2005,Private,286889,11,28,Central Region,Bukit Timah
ALEX RESIDENCES,"1,713,481",882.65,"1,941",03 Jan 2017,28 ALEXANDRA VIEW #32-09,New Sale,Strata,82,"20,896",-,Apartment,1,99 yrs from 18/03/2013,Uncompleted,Private,158744,03,15,Central Region,Bukit Merah
THE TERRACE,"871,200","1,076.4",809,03 Jan 2017,100 EDGEDALE PLAINS #15-44,New Sale,Strata,100,"8,712",-,Executive Condominium,1,99 yrs from 30/10/2013,2017,Private,828690,19,82,North East Region,Punggol
PARK VILLAS,"1,580,000","1,614.6",979,03 Jan 2017,25 PARK VILLAS TERRACE,Resale,Land,150,"10,533",-,Terrace House,1,99 yrs from 01/05/1994,1997,Private,545300,19,54,North East Region,Hougang
THE EQUATORIAL,"2,550,000","1,722.24","1,481",03 Jan 2017,151 STEVENS ROAD #02-07,Resale,Strata,160,"15,938",-,Condominium,1,Freehold,2001,Private,257872,10,25,Central Region,Tanglin
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,"9,633,610","2,830.93","3,403",03 Jan 2017,65 CAIRNHILL ROAD #07-02,Resale,Strata,263,"36,630",-,Apartment,1,Freehold,2011,Private,229721,09,22,Central Region,Newton
N.A.,"2,400,000","1,633.98","1,469",03 Jan 2017,17 JALAN MAT JAMBOL,Resale,Land,151.8,"15,810",-,Terrace House,1,Freehold,-,Private,119500,05,11,Central Region,Queenstown
THE TERRACE,"826,200","1,076.4",768,03 Jan 2017,100 EDGEDALE PLAINS #09-44,New Sale,Strata,100,"8,262",-,Executive Condominium,1,99 yrs from 30/10/2013,2017,Private,828690,19,82,North East Region,Punggol
HILLVIEW REGENCY,"860,000","1,108.69",776,03 Jan 2017,28 BUKIT BATOK EAST AVENUE 2 #12-16,Resale,Strata,103,"8,350",-,Condominium,1,99 yrs from 20/06/2000,2005,HDB,659921,23,65,West Region,Bukit Batok
MENDON SPRING,"900,000","1,065.64",845,03 Jan 2017,198 PASIR PANJANG ROAD #04-04,Resale,Strata,99,"9,091",-,Apartment,1,Freehold,2002,HDB,117526,05,11,Central Region,Queenstown
LUMA,"1,308,000",742.72,"1,761",03 Jan 2017,6 RIVER VALLEY GROVE #24-01,Resale,Strata,69,"18,957",-,Apartment,1,Freehold,2011,HDB,238403,09,23,Central Region,River Valley
THE LAKESHORE,"1,210,000","1,162.51","1,041",03 Jan 2017,31 JURONG WEST STREET 41 #07-23,Resale,Strata,108,"11,204",-,Condominium,1,99 yrs from 22/11/2002,2008,HDB,649412,22,64,West Region,Jurong West
THE TRILINQ,"1,670,000","1,517.72","1,100",03 Jan 2017,28A JALAN LEMPENG #20-15,New Sale,Strata,141,"11,844",-,Condominium,1,99 yrs from 16/04/2012,Uncompleted,Private,128808,05,12,West Region,Clementi
GUILIN VIEW,"1,320,000","1,571.54",840,03 Jan 2017,20 BUKIT BATOK STREET 52 #19-03,Resale,Strata,146,"9,041",-,Condominium,1,99 yrs from 24/04/1996,1999,Private,659244,23,65,West Region,Bukit Batok
ST REGIS RESIDENCES SINGAPORE,"6,250,000","2,755.58","2,268",03 Jan 2017,33 TANGLIN ROAD #17-09,Resale,Strata,256,"24,414",-,Apartment,1,999 yrs from 24/11/1995,2008,Private,247913,10,24,Central Region,Orchard
VALVISTA,"1,748,000","1,735.16","1,007",03 Jan 2017,41 CHUAN VIEW,Resale,Land,161.2,"10,844",-,Terrace House,1,99 yrs from 07/02/2001,2004,HDB,554767,19,55,North East Region,Serangoon
THOMSON 800,"1,822,500","1,625.36","1,121",03 Jan 2017,806 THOMSON ROAD #02-11,Resale,Strata,151,"12,070",-,Condominium,1,Freehold,1999,Private,298189,11,29,Central Region,Toa Payoh
SCOTTS 28,"4,200,000","2,034.4","2,064",03 Jan 2017,28 SCOTTS ROAD #06-05,Resale,Strata,189,"22,222",-,Condominium,1,Freehold,1998,Private,228223,09,22,Central Region,Newton
THE CLAYMORE,"8,228,000","3,347.6","2,458",03 Jan 2017,25 CLAYMORE ROAD #16-02,Resale,Strata,311,"26,457",-,Condominium,1,Freehold,1985,Private,229543,09,22,Central Region,Newton
PRESTIGE HEIGHTS,"565,000",376.74,"1,500",03 Jan 2017,348 BALESTIER ROAD #18-02,Resale,Strata,35,"16,143",-,Apartment,1,Freehold,2011,HDB,329778,12,32,Central Region,Novena
THE TERRACE,"840,100","1,076.4",780,03 Jan 2017,102 EDGEDALE PLAINS #12-48,New Sale,Strata,100,"8,401",-,Executive Condominium,1,99 yrs from 30/10/2013,2017,HDB,828691,19,82,North East Region,Punggol
N.A.,"2,850,000","2,590.89","1,100",04 Jan 2017,81 LUCKY GARDENS,Resale,Land,240.7,"11,840",-,Terrace House,1,Freehold,-,Private,467708,16,46,East Region,Bedok
GARDENVISTA,"1,320,000","1,162.51","1,135",04 Jan 2017,950 DUNEARN ROAD #07-03,Resale,Strata,108,"12,222",-,Condominium,1,99 yrs from 09/09/1999,2006,HDB,589474,21,58,Central Region,Bukit Timah
PALM ISLES,"950,000","1,119.46",849,04 Jan 2017,32 FLORA DRIVE #03-01,Resale,Strata,104,"9,135",-,Condominium,1,99 yrs from 14/09/2011,2015,Private,506892,17,50,East Region,Pasir Ris
REFLECTIONS AT KEPPEL BAY,"1,825,000","1,194.8","1,527",04 Jan 2017,27 KEPPEL BAY VIEW #12-80,Resale,Strata,111,"16,441",-,Condominium,1,99 yrs from 15/03/2006,2011,HDB,098416,04,09,Central Region,Bukit Merah
THE VENUE RESIDENCES,"1,183,000",839.59,"1,409",04 Jan 2017,8 TAI THONG CRESCENT #17-07,New Sale,Strata,78,"15,167",-,Apartment,1,99 yrs from 05/12/2012,2017,HDB,347842,13,34,Central Region,Toa Payoh
SHERWOOD TOWER,"628,000",828.83,758,04 Jan 2017,3 JALAN ANAK BUKIT #03-06,Resale,Strata,77,"8,156",-,Apartment,1,99 yrs from 30/08/1976,1980,Private,588998,21,58,Central Region,Bukit Timah
DUNEARN SUITES,"735,000",409.03,"1,797",04 Jan 2017,404 DUNEARN ROAD #02-05,Resale,Strata,38,"19,342",-,Apartment,1,Freehold,2011,Private,289609,11,28,Central Region,Bukit Timah
ASPEN HEIGHTS,"1,880,000","1,323.97","1,420",04 Jan 2017,263 RIVER VALLEY ROAD #05-06,Resale,Strata,123,"15,285",-,Condominium,1,999 yrs from 01/07/1841,1998,Private,238309,09,23,Central Region,River Valley
CHARLTON 27,"3,000,000","5,188.25",578,04 Jan 2017,31F SURIN AVENUE,New Sale,Strata,482,"6,224",-,Terrace House,1,Freehold,2016,Private,533954,19,53,North East Region,Hougang
CASPIAN,"1,370,000","1,302.44","1,052",04 Jan 2017,60 LAKESIDE DRIVE #11-37,Resale,Strata,121,"11,322",-,Condominium,1,99 yrs from 17/03/2008,2012,HDB,648320,22,64,West Region,Jurong West
THE GLADES,"1,918,000","1,506.96","1,273",04 Jan 2017,8 BEDOK RISE #07-25,New Sale,Strata,140,"13,700",-,Condominium,1,99 yrs from 21/01/2013,2016,Private,469600,16,46,East Region,Bedok
THE ARC AT DRAYCOTT,"3,080,000","1,431.61","2,151",04 Jan 2017,5 DRAYCOTT DRIVE #34-01,Resale,Strata,133,"23,158",-,Apartment,1,Freehold,2008,Private,259420,10,25,Central Region,Newton
BELLEWOODS,"938,960","1,227.1",765,04 Jan 2017,106 WOODLANDS AVENUE 5 #05-16,New Sale,Strata,114,"8,236",-,Executive Condominium,1,99 yrs from 12/08/2013,2017,Private,739013,25,73,North Region,Woodlands
PAVILION PARK,"2,450,000","1,615.68","1,516",04 Jan 2017,24 PAVILION GREEN,Sub Sale,Land,150.1,"16,322",-,Terrace House,1,Freehold,2014,Private,658309,23,65,West Region,Bukit Batok
LUMA,"1,570,000",904.18,"1,736",04 Jan 2017,6 RIVER VALLEY GROVE #07-02,Resale,Strata,84,"18,690",-,Apartment,1,Freehold,2011,Private,238403,09,23,Central Region,River Valley
MANDARIN GARDENS,"1,300,000","1,528.49",851,04 Jan 2017,7 SIGLAP ROAD #12-68,Resale,Strata,142,"9,155",-,Condominium,1,99 yrs from 08/03/1982,1986,Private,448909,15,44,East Region,Bedok
THE TRILINQ,"785,000",538.2,"1,459",04 Jan 2017,28B JALAN LEMPENG #03-21,New Sale,Strata,50,"15,700",-,Condominium,1,99 yrs from 16/04/2012,Uncompleted,N.A,128809,05,12,West Region,Clementi
CHILTERN PARK,"868,000",968.76,896,04 Jan 2017,135 SERANGOON AVENUE 3 #01-09,Resale,Strata,90,"9,644",-,Condominium,1,99 yrs from 01/03/1991,1995,Private,556114,19,55,North East Region,Serangoon
SOL ACRES,"739,000",925.7,798,04 Jan 2017,22 CHOA CHU KANG GROVE #20-53,New Sale,Strata,86,"8,593",-,Executive Condominium,1,99 yrs from 02/06/2014,2018,HDB,688213,23,68,West Region,Choa Chu Kang
PARC OASIS,"1,260,000","1,377.79",915,04 Jan 2017,41 JURONG EAST AVENUE 1 #20-01,Resale,Strata,128,"9,844",-,Condominium,1,99 yrs from 01/12/1991,1994,Private,609777,22,60,West Region,Jurong East
ORCHID PARK CONDOMINIUM,"780,000","1,140.98",684,04 Jan 2017,83 YISHUN STREET 81 #07-05,Resale,Strata,106,"7,358",-,Condominium,1,99 yrs from 01/09/1991,1994,Private,768446,27,76,North Region,Yishun
AZALEA PARK CONDOMINIUM,"970,000","1,334.74",727,04 Jan 2017,10 FLORA ROAD #03-04,Resale,Strata,124,"7,823",-,Condominium,1,999 yrs from 12/10/1885,1996,Private,509729,17,50,East Region,Pasir Ris
LAKE GRANDE,"1,279,000",979.52,"1,306",04 Jan 2017,2 JURONG LAKE LINK #14-03,New Sale,Strata,91,"14,055",-,Condominium,1,99 yrs from 09/06/2015,Uncompleted,N.A,648157,22,64,West Region,Jurong West
PINE GROVE,"1,410,000","1,754.53",804,04 Jan 2017,1B PINE GROVE #17-07,Resale,Strata,163,"8,650",-,Condominium,1,99 yrs from 01/11/1984,-,Private,591001,21,59,Central Region,Bukit Timah
THE SAIL @ MARINA BAY,"1,630,000",861.12,"1,893",04 Jan 2017,6 MARINA BOULEVARD #40-21,Resale,Strata,80,"20,375",-,Apartment,1,99 yrs from 12/08/2002,2008,HDB,018985,01,01,Central Region,Downtown Core
THE TERRACE,"798,600","1,001.05",798,04 Jan 2017,98 EDGEDALE PLAINS #12-39,New Sale,Strata,93,"8,587",-,Executive Condominium,1,99 yrs from 30/10/2013,Uncompleted,HDB,828689,19,82,North East Region,Punggol
PARC RIVIERA,"582,000",462.85,"1,257",04 Jan 2017,101 WEST COAST VALE #24-03,New Sale,Strata,43,"13,535",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,HDB,126753,05,12,West Region,Clementi
VUE 8 RESIDENCE,"1,291,000","1,345.5",959,04 Jan 2017,93 PASIR RIS HEIGHTS #10-21,New Sale,Strata,125,"10,328",-,Condominium,1,99 yrs from 10/09/2012,Uncompleted,N.A,519288,18,51,East Region,Pasir Ris
THE GARDENS AT BISHAN,"875,000",861.12,"1,016",05 Jan 2017,3 SIN MING WALK #02-21,Resale,Strata,80,"10,938",-,Condominium,1,99 yrs from 22/03/1997,2004,Private,575575,20,57,Central Region,Bishan
THE VENUE RESIDENCES,"1,641,750","1,130.22","1,453",05 Jan 2017,14 TAI THONG CRESCENT #12-26,New Sale,Strata,105,"15,636",-,Apartment,1,99 yrs from 05/12/2012,Uncompleted,HDB,347848,13,34,Central Region,Toa Payoh
THE SEA VIEW,"2,200,000","1,410.08","1,560",05 Jan 2017,37 AMBER ROAD #08-22,Resale,Strata,131,"16,794",-,Condominium,1,Freehold,2008,Private,439946,15,43,Central Region,Marine Parade
THE SILVER SPURZ,"1,900,000","2,637.18",720,05 Jan 2017,29F BRIGHTON AVENUE,Resale,Strata,245,"7,755",-,Semi-Detached House,1,Freehold,2007,Private,554546,19,55,North East Region,Serangoon
N.A.,"2,800,000","2,009.64","1,393",05 Jan 2017,7 LENGKONG ENAM,Resale,Land,186.7,"14,997",-,Terrace House,1,Freehold,1991,Private,417576,14,41,East Region,Bedok
NORTH PARK RESIDENCES,"941,400",699.66,"1,346",05 Jan 2017,25 YISHUN CENTRAL 1 #07-54,New Sale,Strata,65,"14,483",-,Apartment,1,99 yrs from 19/03/2015,Uncompleted,HDB,768802,27,76,North Region,Yishun
THE MAYFAIR,"1,050,000","1,162.51",903,05 Jan 2017,3 JURONG EAST STREET 32 #15-05,Resale,Strata,108,"9,722",-,Condominium,1,99 yrs from 04/12/1996,2000,Private,609478,22,60,West Region,Jurong East
EVERITT GREEN,"1,730,000","2,626.42",659,05 Jan 2017,9 EVERITT ROAD NORTH #05-03,Resale,Strata,244,"7,090",-,Apartment,1,Freehold,2003,Private,428522,15,42,Central Region,Geylang
THE PANORAMA,"1,437,550","1,162.51","1,237",05 Jan 2017,16 ANG MO KIO AVENUE 2 #13-26,New Sale,Strata,108,"13,311",-,Condominium,1,99 yrs from 08/04/2013,Uncompleted,N.A,567699,20,56,North East Region,Ang Mo Kio
OUE TWIN PEAKS,"1,600,000",548.96,"2,915",05 Jan 2017,33 LEONIE HILL ROAD #18-01,Resale,Strata,51,"31,373",-,Condominium,1,99 yrs from 10/05/2010,2015,Private,239197,09,23,Central Region,River Valley
TIERRA VUE,"1,550,000","1,054.87","1,469",05 Jan 2017,42 ST. PATRICK'S ROAD #03-25,Resale,Strata,98,"15,816",-,Condominium,1,Freehold,2009,Private,424215,15,42,East Region,Bedok
V ON SHENTON,"1,634,550",742.72,"2,201",05 Jan 2017,5A SHENTON WAY #27-19,New Sale,Strata,69,"23,689",-,Apartment,1,99 yrs from 29/11/2011,Uncompleted,Private,068814,01,06,Central Region,Downtown Core
THE LAKEFRONT RESIDENCES,"1,650,000","1,388.56","1,188",05 Jan 2017,46 LAKESIDE DRIVE #04-17,Resale,Strata,129,"12,791",-,Condominium,1,99 yrs from 03/08/2010,2014,Private,648324,22,64,West Region,Jurong West
KOVAN MELODY,"1,168,000","1,248.62",935,05 Jan 2017,25 KOVAN ROAD #07-22,Resale,Strata,116,"10,069",-,Condominium,1,99 yrs from 20/01/2004,2006,Private,545024,19,54,North East Region,Hougang
ONE-NORTH RESIDENCES,"1,356,000","1,011.82","1,340",05 Jan 2017,7 ONE-NORTH GATEWAY #06-11,Resale,Strata,94,"14,426",-,Apartment,1,99 yrs from 15/09/2005,2009,Private,138642,05,13,Central Region,Queenstown
THE LAKESHORE,"1,005,000",947.23,"1,061",05 Jan 2017,29 JURONG WEST STREET 41 #12-16,Resale,Strata,88,"11,420",-,Condominium,1,99 yrs from 22/11/2002,2008,HDB,649411,22,64,West Region,Jurong West
MARTIN NO 38,"2,180,000",968.76,"2,250",05 Jan 2017,38 MARTIN ROAD #04-06,Resale,Strata,90,"24,222",-,Apartment,1,Freehold,2011,Private,239059,09,23,Central Region,River Valley
