Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE SANTORINI,"771,200",764.24,"1,009",11 Feb 2017,33 TAMPINES STREET 86 #02-35,New Sale,Strata,71,"10,862",-,Condominium,1,99 yrs from 16/10/2013,Uncompleted,Private,528573,18,52,East Region,Tampines
WESTWOOD RESIDENCES,"984,300","1,237.86",795,11 Feb 2017,190 WESTWOOD AVENUE #06-21,New Sale,Strata,115,"8,559",-,Executive Condominium,1,99 yrs from 14/04/2014,Uncompleted,N.A,648150,22,64,West Region,Jurong West
RIVERBANK @ FERNVALE,"970,000","1,011.82",959,11 Feb 2017,13 FERNVALE CLOSE #13-17,New Sale,Strata,94,"10,319",-,Condominium,1,99 yrs from 10/07/2013,Uncompleted,Private,797476,28,79,North East Region,Sengkang
THE SANTORINI,"760,320",753.48,"1,009",11 Feb 2017,31 TAMPINES STREET 86 #02-31,New Sale,Strata,70,"10,862",-,Condominium,1,99 yrs from 16/10/2013,Uncompleted,HDB,528572,18,52,East Region,Tampines
RIVERBANK @ FERNVALE,"1,021,000","1,011.82","1,004",11 Feb 2017,15 FERNVALE CLOSE #17-23,New Sale,Strata,94,"10,809","1,016,000",Condominium,1,99 yrs from 10/07/2013,Uncompleted,HDB,797477,28,79,North East Region,Sengkang
VUE 8 RESIDENCE,"1,265,000","1,345.5",940,12 Feb 2017,89 PASIR RIS HEIGHTS #08-13,New Sale,Strata,125,"10,120",-,Condominium,1,99 yrs from 10/09/2012,Uncompleted,Private,519286,18,51,East Region,Pasir Ris
PARC RIVIERA,"1,070,000",925.7,"1,156",12 Feb 2017,103 WEST COAST VALE #05-16,New Sale,Strata,86,"12,442",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126754,05,12,West Region,Clementi
VUE 8 RESIDENCE,"786,000",699.66,"1,123",12 Feb 2017,89 PASIR RIS HEIGHTS #16-15,New Sale,Strata,65,"12,092",-,Condominium,1,99 yrs from 10/09/2012,2017,Private,519286,18,51,East Region,Pasir Ris
HIGHLINE RESIDENCES,"1,313,400",699.66,"1,877",12 Feb 2017,7 KIM TIAN ROAD #21-12,New Sale,Strata,65,"20,206",-,Condominium,1,99 yrs from 22/07/2013,Uncompleted,HDB,168592,03,16,Central Region,Bukit Merah
WESTWOOD RESIDENCES,"961,200","1,151.75",835,12 Feb 2017,190 WESTWOOD AVENUE #13-24,New Sale,Strata,107,"8,983",-,Executive Condominium,1,99 yrs from 14/04/2014,Uncompleted,N.A,648150,22,64,West Region,Jurong West
PARC RIVIERA,"910,000",710.42,"1,281",12 Feb 2017,101 WEST COAST VALE #21-10,New Sale,Strata,66,"13,788",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126753,05,12,West Region,Clementi
SOL ACRES,"810,000","1,065.64",760,12 Feb 2017,12 CHOA CHU KANG GROVE #06-31,New Sale,Strata,99,"8,182",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,HDB,688208,23,68,West Region,Choa Chu Kang
SOL ACRES,"596,000",731.95,814,12 Feb 2017,4 CHOA CHU KANG GROVE #11-08,New Sale,Strata,68,"8,765",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,HDB,688239,23,68,West Region,Choa Chu Kang
BELLEWOODS,"982,000","1,248.62",786,12 Feb 2017,110 WOODLANDS AVENUE 5 #05-23,New Sale,Strata,116,"8,466",-,Executive Condominium,1,99 yrs from 12/08/2013,2017,HDB,739015,25,73,North Region,Woodlands
THE TERRACE,"766,600","1,001.05",766,12 Feb 2017,102 EDGEDALE PLAINS #07-47,New Sale,Strata,93,"8,243",-,Executive Condominium,1,99 yrs from 30/10/2013,Uncompleted,N.A,828691,19,82,North East Region,Punggol
THE VISIONAIRE,"972,000","1,151.75",844,12 Feb 2017,176 CANBERRA DRIVE #06-14,New Sale,Strata,107,"9,084",-,Executive Condominium,1,99 yrs from 09/01/2015,2018,HDB,767950,27,76,North Region,Sembawang
GEM RESIDENCES,"1,553,000","1,054.87","1,472",12 Feb 2017,1 LORONG 5 TOA PAYOH #22-03,New Sale,Strata,98,"15,847",-,Condominium,1,99 yrs from 21/09/2015,Uncompleted,HDB,319458,12,31,Central Region,Toa Payoh
PARC RIVIERA,"596,000",462.85,"1,288",12 Feb 2017,101 WEST COAST VALE #21-04,New Sale,Strata,43,"13,860",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,HDB,126753,05,12,West Region,Clementi
PARC RIVIERA,"598,000",462.85,"1,292",12 Feb 2017,101 WEST COAST VALE #22-04,New Sale,Strata,43,"13,907",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,HDB,126753,05,12,West Region,Clementi
SOL ACRES,"809,000","1,065.64",759,12 Feb 2017,12 CHOA CHU KANG GROVE #03-32,New Sale,Strata,99,"8,172",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,HDB,688208,23,68,West Region,Choa Chu Kang
THE CREEK @ BUKIT,"1,645,000","1,205.57","1,365",12 Feb 2017,13 TOH TUCK ROAD #05-09,New Sale,Strata,112,"14,688",-,Condominium,1,Freehold,Uncompleted,N.A,596196,21,59,Central Region,Bukit Timah
SOPHIA HILLS,"1,336,000",699.66,"1,909",12 Feb 2017,5 MOUNT SOPHIA #02-09,New Sale,Strata,65,"20,554",-,Condominium,1,99 yrs from 10/12/2013,Uncompleted,Private,228453,09,22,Central Region,Rochor
QUEENS PEAK,"826,000",495.14,"1,668",12 Feb 2017,1 DUNDEE ROAD #18-09,New Sale,Strata,46,"17,957",-,Condominium,1,99 yrs from 28/09/2015,Uncompleted,Private,149456,03,14,Central Region,Queenstown
THE VALES,"650,888",753.48,864,12 Feb 2017,77 ANCHORVALE CRESCENT #10-14,New Sale,Strata,70,"9,298",-,Executive Condominium,1,99 yrs from 19/05/2014,2017,HDB,544663,19,54,North East Region,Sengkang
PARC RIVIERA,"962,000",968.76,993,12 Feb 2017,101 WEST COAST VALE #36-02,New Sale,Strata,90,"10,689",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,HDB,126753,05,12,West Region,Clementi
ONE SURIN,"3,050,000","5,263.6",579,12 Feb 2017,1F SURIN AVENUE,New Sale,Strata,489,"6,237",-,Terrace House,1,Freehold,2017,Private,533935,19,53,North East Region,Hougang
CASPIAN,"1,420,000","1,280.92","1,109",12 Feb 2017,58 LAKESIDE DRIVE #05-33,Resale,Strata,119,"11,933",-,Condominium,1,99 yrs from 17/03/2008,2012,Private,648319,22,64,West Region,Jurong West
VUE 8 RESIDENCE,"1,193,500","1,463.9",815,12 Feb 2017,83 PASIR RIS HEIGHTS #04-01,New Sale,Strata,136,"8,776",-,Condominium,1,99 yrs from 10/09/2012,Uncompleted,HDB,519283,18,51,East Region,Pasir Ris
THE VALES,"741,000",904.18,820,12 Feb 2017,85 ANCHORVALE CRESCENT #06-32,New Sale,Strata,84,"8,821",-,Executive Condominium,1,99 yrs from 19/05/2014,Uncompleted,N.A,544627,19,54,North East Region,Sengkang
THE TERRACE,"766,600","1,001.05",766,12 Feb 2017,100 EDGEDALE PLAINS #07-43,New Sale,Strata,93,"8,243",-,Executive Condominium,1,99 yrs from 30/10/2013,Uncompleted,HDB,828690,19,82,North East Region,Punggol
SIMS URBAN OASIS,"1,367,432","1,033.34","1,323",12 Feb 2017,16 SIMS DRIVE #05-57,New Sale,Strata,96,"14,244",-,Condominium,1,99 yrs from 29/07/2014,Uncompleted,HDB,387393,14,38,Central Region,Geylang
QUEENS PEAK,"1,361,000",947.23,"1,437",12 Feb 2017,3 DUNDEE ROAD #09-19,New Sale,Strata,88,"15,466",-,Condominium,1,99 yrs from 28/09/2015,Uncompleted,Private,149457,03,14,Central Region,Queenstown
THE TERRACE,"790,600","1,001.05",790,12 Feb 2017,100 EDGEDALE PLAINS #10-43,New Sale,Strata,93,"8,501",-,Executive Condominium,1,99 yrs from 30/10/2013,Uncompleted,HDB,828690,19,82,North East Region,Punggol
THE SANTORINI,"1,196,910","1,108.69","1,080",12 Feb 2017,35 TAMPINES STREET 86 #12-40,New Sale,Strata,103,"11,620",-,Condominium,1,99 yrs from 16/10/2013,Uncompleted,N.A,528574,18,52,East Region,Tampines
SOL ACRES,"690,000",925.7,745,12 Feb 2017,20 CHOA CHU KANG GROVE #09-50,New Sale,Strata,86,"8,023",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,N.A,688212,23,68,West Region,Choa Chu Kang
PARC LIFE,"829,350","1,065.64",776,12 Feb 2017,27 SEMBAWANG CRESCENT #08-14,New Sale,Strata,99,"8,354","827,050",Executive Condominium,1,99 yrs from 13/10/2014,Uncompleted,Private,757056,27,75,North Region,Sembawang
PARC RIVIERA,"609,000",462.85,"1,316",12 Feb 2017,103 WEST COAST VALE #27-14,New Sale,Strata,43,"14,163",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126754,05,12,West Region,Clementi
SOPHIA HILLS,"1,354,000",699.66,"1,935",12 Feb 2017,5 MOUNT SOPHIA #05-02,New Sale,Strata,65,"20,831",-,Condominium,1,99 yrs from 10/12/2013,Uncompleted,HDB,228453,09,22,Central Region,Rochor
LAKE GRANDE,"1,171,000",979.52,"1,195",12 Feb 2017,6 JURONG LAKE LINK #01-19,New Sale,Strata,91,"12,868",-,Condominium,1,99 yrs from 09/06/2015,Uncompleted,Private,648159,22,64,West Region,Jurong West
THE WISTERIA,"1,280,100","1,173.28","1,091",12 Feb 2017,592 YISHUN RING ROAD #07-11,New Sale,Strata,109,"11,744",-,Apartment,1,99 yrs from 27/04/2015,Uncompleted,N.A,768695,27,76,North Region,Yishun
THE SPRINGSIDE,"3,458,000","3,370.21","1,026",12 Feb 2017,145 SPRINGSIDE VIEW,New Sale,Land,313.1,"11,044",-,Terrace House,1,Freehold,2016,HDB,786102,26,78,North Region,Yishun
183 LONGHAUS,"1,614,000","1,076.4","1,499",12 Feb 2017,183 UPPER THOMSON ROAD #04-13,New Sale,Strata,100,"16,140",-,Apartment,1,Freehold,Uncompleted,HDB,574429,20,57,Central Region,Bishan
SOPHIA HILLS,"1,329,000",699.66,"1,899",12 Feb 2017,5 MOUNT SOPHIA #02-02,New Sale,Strata,65,"20,446",-,Condominium,1,99 yrs from 10/12/2013,Uncompleted,HDB,228453,09,22,Central Region,Rochor
PARC RIVIERA,"820,000",645.84,"1,270",12 Feb 2017,101 WEST COAST VALE #17-02,New Sale,Strata,60,"13,667",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,HDB,126753,05,12,West Region,Clementi
SIGNATURE AT YISHUN,"898,000","1,184.04",758,12 Feb 2017,31 YISHUN STREET 51 #08-23,New Sale,Strata,110,"8,164",-,Executive Condominium,1,99 yrs from 25/08/2014,Uncompleted,HDB,767990,27,76,North Region,Yishun
THE SANTORINI,"779,000",753.48,"1,034",12 Feb 2017,31 TAMPINES STREET 86 #06-31,New Sale,Strata,70,"11,129",-,Condominium,1,99 yrs from 16/10/2013,Uncompleted,HDB,528572,18,52,East Region,Tampines
THE BROWNSTONE,"725,600",882.65,822,12 Feb 2017,162 CANBERRA DRIVE #02-51,New Sale,Strata,82,"8,849",-,Executive Condominium,1,99 yrs from 28/04/2014,Uncompleted,N.A,768000,27,76,North Region,Sembawang
THE WISTERIA,"1,029,612",968.76,"1,063",12 Feb 2017,596 YISHUN RING ROAD #12-17,New Sale,Strata,90,"11,440",-,Apartment,1,99 yrs from 27/04/2015,Uncompleted,HDB,768697,27,76,North Region,Yishun
SYMPHONY SUITES,"871,000",785.77,"1,108",12 Feb 2017,7 YISHUN CLOSE #15-14,New Sale,Strata,73,"11,932",-,Condominium,1,99 yrs from 10/06/2014,Uncompleted,HDB,768007,27,76,North Region,Yishun
THE GLADES,"696,800",484.38,"1,439",12 Feb 2017,10 BEDOK RISE #03-30,New Sale,Strata,45,"15,484",-,Condominium,1,99 yrs from 21/01/2013,2016,HDB,469601,16,46,East Region,Bedok
THE VENUE RESIDENCES,"1,158,000",839.59,"1,379",12 Feb 2017,6 TAI THONG CRESCENT #12-03,New Sale,Strata,78,"14,846",-,Apartment,1,99 yrs from 05/12/2012,Uncompleted,HDB,347840,13,34,Central Region,Toa Payoh
COMMONWEALTH TOWERS,"808,000",462.85,"1,746",13 Feb 2017,232 COMMONWEALTH AVENUE #10-22,New Sale,Strata,43,"18,791",-,Condominium,1,99 yrs from 07/05/2013,Uncompleted,Private,149740,03,14,Central Region,Queenstown
THE CRITERION,"824,800","1,097.93",751,13 Feb 2017,9 YISHUN STREET 51 #12-18,New Sale,Strata,102,"8,086",-,Executive Condominium,1,99 yrs from 25/08/2014,Uncompleted,HDB,767970,27,76,North Region,Yishun
YGK GARDEN,"2,900,000","2,066.69","1,403",13 Feb 2017,2 BELMONT ROAD #03-01,Resale,Strata,192,"15,104",-,Condominium,1,Freehold,2008,Private,269854,10,26,Central Region,Bukit Timah
CASTLE GREEN,"970,000","1,151.75",842,13 Feb 2017,483 YIO CHU KANG ROAD #07-02,Resale,Strata,107,"9,065",-,Condominium,1,99 yrs from 01/12/1993,1997,Private,787057,26,78,North East Region,Ang Mo Kio
QUEENS PEAK,"1,056,000",624.31,"1,691",13 Feb 2017,3 DUNDEE ROAD #23-25,New Sale,Strata,58,"18,207",-,Condominium,1,99 yrs from 28/09/2015,Uncompleted,Private,149457,03,14,Central Region,Queenstown
THE WISTERIA,"1,283,200","1,173.28","1,094",13 Feb 2017,592 YISHUN RING ROAD #05-11,New Sale,Strata,109,"11,772",-,Apartment,1,99 yrs from 27/04/2015,Uncompleted,Private,768695,27,76,North Region,Yishun
PRINCIPAL GARDEN,"1,390,000",807.3,"1,722",13 Feb 2017,99 PRINCE CHARLES CRESCENT #15-30,New Sale,Strata,75,"18,533",-,Condominium,1,99 yrs from 21/07/2014,Uncompleted,Private,159029,03,15,Central Region,Bukit Merah
THE TERRACE,"810,600","1,001.05",810,13 Feb 2017,102 EDGEDALE PLAINS #15-47,New Sale,Strata,93,"8,716",-,Executive Condominium,1,99 yrs from 30/10/2013,2017,HDB,828691,19,82,North East Region,Punggol
SKYLINE RESIDENCES,"2,550,000","1,474.67","1,729",13 Feb 2017,608 TELOK BLANGAH ROAD #19-02,Resale,Strata,137,"18,613",-,Condominium,1,Freehold,2015,Private,109030,04,10,Central Region,Bukit Merah
THE SAIL @ MARINA BAY,"2,600,000","1,646.89","1,579",13 Feb 2017,6 MARINA BOULEVARD #04-18,Resale,Strata,153,"16,993",-,Apartment,1,99 yrs from 12/08/2002,2008,Private,018985,01,01,Central Region,Downtown Core
GRAMERCY PARK,"5,964,800","2,142.04","2,785",13 Feb 2017,57 GRANGE ROAD #22-02,Resale,Strata,199,"29,974",-,Condominium,1,Freehold,2016,HDB,249569,10,24,Central Region,Tanglin
THE GLADES,"1,472,200","1,022.58","1,440",13 Feb 2017,12 BEDOK RISE #10-35,New Sale,Strata,95,"15,497",-,Condominium,1,99 yrs from 21/01/2013,2016,HDB,465407,16,46,East Region,Bedok
SILVERSEA,"2,100,000","1,528.49","1,374",13 Feb 2017,52 MARINE PARADE ROAD #05-22,Resale,Strata,142,"14,789",-,Condominium,1,99 yrs from 20/07/2007,2014,HDB,449308,15,44,Central Region,Marine Parade
183 LONGHAUS,"1,515,200",947.23,"1,600",13 Feb 2017,183 UPPER THOMSON ROAD #04-09,New Sale,Strata,88,"17,218",-,Apartment,1,Freehold,Uncompleted,HDB,574429,20,57,Central Region,Bishan
RIVERSAILS,"500,000",505.91,988,13 Feb 2017,2 UPPER SERANGOON CRESCENT #09-06,Resale,Strata,47,"10,638",-,Condominium,1,99 yrs from 07/12/2011,2016,Private,534035,19,53,North East Region,Hougang
ARDMORE II,"4,900,000","2,023.63","2,421",13 Feb 2017,1 ARDMORE PARK #14-01,Resale,Strata,188,"26,064",-,Condominium,1,Freehold,2010,Private,259962,10,25,Central Region,Newton
26 NEWTON,"1,092,900",484.38,"2,256",13 Feb 2017,26 NEWTON ROAD #17-04,New Sale,Strata,45,"24,287",-,Apartment,1,Freehold,2016,N.A,307957,11,30,Central Region,Novena
LAKEPOINT CONDOMINIUM,"790,000","1,001.05",789,13 Feb 2017,2 LAKEPOINT DRIVE #07-02,Resale,Strata,93,"8,495",-,Condominium,1,99 yrs from 01/10/1983,-,HDB,648923,22,64,West Region,Jurong West
PARC RIVIERA,"751,120",602.78,"1,246",13 Feb 2017,101 WEST COAST VALE #19-08,New Sale,Strata,56,"13,413",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126753,05,12,West Region,Clementi
WATERVIEW,"818,888",785.77,"1,042",13 Feb 2017,75 TAMPINES AVENUE 1 #07-06,Resale,Strata,73,"11,218",-,Condominium,1,99 yrs from 16/06/2010,2014,Private,529781,18,52,East Region,Tampines
D'LEEDON,"3,681,000","3,788.93",972,13 Feb 2017,9 LEEDON HEIGHTS #01-26,Resale,Strata,352,"10,457",-,Condominium,1,99 yrs from 08/04/2010,2014,HDB,267954,10,26,Central Region,Bukit Timah
THE SANTORINI,"768,000",753.48,"1,019",13 Feb 2017,31 TAMPINES STREET 86 #05-30,New Sale,Strata,70,"10,971",-,Condominium,1,99 yrs from 16/10/2013,Uncompleted,N.A,528572,18,52,East Region,Tampines
NORTH PARK RESIDENCES,"1,343,700","1,130.22","1,189",13 Feb 2017,29 YISHUN CENTRAL 1 #13-62,New Sale,Strata,105,"12,797",-,Apartment,1,99 yrs from 19/03/2015,Uncompleted,HDB,768804,27,76,North Region,Yishun
QUEENS PEAK,"1,254,000",775.01,"1,618",13 Feb 2017,1 DUNDEE ROAD #16-01,New Sale,Strata,72,"17,417",-,Condominium,1,99 yrs from 28/09/2015,Uncompleted,HDB,149456,03,14,Central Region,Queenstown
THE GLADES,"800,000",473.62,"1,689",13 Feb 2017,10 BEDOK RISE #09-27,New Sale,Strata,44,"18,182",-,Condominium,1,99 yrs from 21/01/2013,2016,HDB,469601,16,46,East Region,Bedok
RIVERBANK @ FERNVALE,"969,000","1,054.87",919,13 Feb 2017,15 FERNVALE CLOSE #02-25,New Sale,Strata,98,"9,888",-,Condominium,1,99 yrs from 10/07/2013,Uncompleted,N.A,797477,28,79,North East Region,Sengkang
TERRA VILLAS,"2,700,000","4,101.08",658,13 Feb 2017,23A JALAN SAYANG,New Sale,Strata,381,"7,087",-,Terrace House,1,Freehold,2016,Private,418680,14,41,East Region,Bedok
PARC LIFE,"627,000",764.24,817,13 Feb 2017,25 SEMBAWANG CRESCENT #15-09,New Sale,Strata,71,"8,799","624,700",Executive Condominium,1,99 yrs from 13/10/2014,Uncompleted,HDB,757055,27,75,North Region,Sembawang
REGENTVILLE,"748,000",979.52,764,13 Feb 2017,2 HOUGANG STREET 92 #13-06,Resale,Strata,91,"8,220",-,Apartment,1,99 yrs from 24/04/1996,1999,HDB,538683,19,53,North East Region,Hougang
JEWEL OF BALMORAL,"3,400,000","2,411.14","1,410",13 Feb 2017,7C BALMORAL PARK #09-02,Resale,Strata,224,"15,179",-,Apartment,1,Freehold,2000,Private,259865,10,25,Central Region,Tanglin
PARC RIVIERA,"746,000",602.78,"1,238",13 Feb 2017,103 WEST COAST VALE #06-19,New Sale,Strata,56,"13,321",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,N.A,126754,05,12,West Region,Clementi
RIVERGATE,"2,850,000","1,506.96","1,891",13 Feb 2017,99 ROBERTSON QUAY #29-15,Resale,Strata,140,"20,357",-,Apartment,1,Freehold,2009,Private,238258,09,23,Central Region,Singapore River
THE TRILINQ,"1,651,000","1,345.5","1,227",13 Feb 2017,28A JALAN LEMPENG #30-09,New Sale,Strata,125,"13,208",-,Condominium,1,99 yrs from 16/04/2012,Uncompleted,Private,128808,05,12,West Region,Clementi
ADAM PARK CONDOMINIUM,"1,600,000","1,410.08","1,135",13 Feb 2017,29A ADAM ROAD #01-12,Resale,Strata,131,"12,214",-,Condominium,1,Freehold,2004,Private,289902,11,28,Central Region,Bukit Timah
LEEDON RESIDENCE,"8,800,000","4,703.87","1,871",13 Feb 2017,20 LEEDON HEIGHTS #03-26,Resale,Strata,437,"20,137",-,Condominium,1,Freehold,2015,Private,266218,10,26,Central Region,Bukit Timah
HILLVIEW REGENCY,"935,000","1,130.22",827,13 Feb 2017,26 BUKIT BATOK EAST AVENUE 2 #21-06,Resale,Strata,105,"8,905",-,Condominium,1,99 yrs from 20/06/2000,2005,Private,659920,23,65,West Region,Bukit Batok
THE EBONY,"639,500",688.9,928,13 Feb 2017,35 LORONG MARICAN #05-01,Sub Sale,Strata,64,"9,992",-,Apartment,1,Freehold,2016,Private,417216,14,41,East Region,Bedok
WANDERVALE,"830,000","1,130.22",734,13 Feb 2017,357 CHOA CHU KANG AVENUE 3 #02-13,New Sale,Strata,105,"7,905",-,Executive Condominium,1,99 yrs from 08/12/2014,Uncompleted,HDB,689882,23,68,West Region,Choa Chu Kang
THE BROWNSTONE,"726,400",914.94,794,13 Feb 2017,150 CANBERRA DRIVE #05-05,New Sale,Strata,85,"8,546",-,Executive Condominium,1,99 yrs from 28/04/2014,Uncompleted,HDB,768079,27,76,North Region,Sembawang
EUHABITAT,"655,000",527.44,"1,242",13 Feb 2017,224 JALAN EUNOS #02-116,Sub Sale,Strata,49,"13,367",-,Condominium,1,99 yrs from 06/12/2010,2015,Private,415870,14,41,East Region,Bedok
OUE TWIN PEAKS,"4,330,000","1,603.84","2,700",13 Feb 2017,33 LEONIE HILL ROAD #18-06,Resale,Strata,149,"29,060",-,Condominium,1,99 yrs from 10/05/2010,2015,Private,239197,09,23,Central Region,River Valley
SEASTRAND,"575,000",581.26,989,13 Feb 2017,17 PASIR RIS LINK #08-45,Resale,Strata,54,"10,648",-,Condominium,1,99 yrs from 03/01/2011,2014,HDB,518183,18,51,East Region,Pasir Ris
MELVILLE PARK,"725,000",958,757,13 Feb 2017,22 SIMEI STREET 1 #02-15,Resale,Strata,89,"8,146",-,Condominium,1,99 yrs from 01/09/1992,1996,HDB,529945,18,52,East Region,Tampines
THE VALES,"738,000",904.18,816,13 Feb 2017,83 ANCHORVALE CRESCENT #05-27,New Sale,Strata,84,"8,786",-,Executive Condominium,1,99 yrs from 19/05/2014,2017,Private,544626,19,54,North East Region,Sengkang
WESTVIEW GARDENS,"2,530,000","2,001.03","1,264",13 Feb 2017,2B JALAN MAS KUNING,Resale,Land,185.9,"13,609",-,Terrace House,1,Freehold,1988,Private,128690,05,12,West Region,Clementi
GOLDENHILL PARK CONDOMINIUM,"1,700,000","1,313.21","1,295",13 Feb 2017,68 MEI HWAN DRIVE #10-15,Resale,Strata,122,"13,934",-,Condominium,1,Freehold,2004,Private,568430,20,56,North East Region,Serangoon
CARIBBEAN AT KEPPEL BAY,"3,200,000","1,872.94","1,709",13 Feb 2017,36 KEPPEL BAY DRIVE #03-78,Resale,Strata,174,"18,391",-,Condominium,1,99 yrs from 16/08/1999,2004,Private,098653,04,09,Central Region,Bukit Merah
YEWTEE RESIDENCES,"1,010,000","1,119.46",902,13 Feb 2017,23 CHOA CHU KANG NORTH 6 #12-05,Resale,Strata,104,"9,712",-,Apartment,1,99 yrs from 03/01/2006,2008,HDB,689579,23,68,West Region,Choa Chu Kang
PARC RIVIERA,"818,000",645.84,"1,267",13 Feb 2017,103 WEST COAST VALE #16-13,New Sale,Strata,60,"13,633",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126754,05,12,West Region,Clementi
SIGNATURE AT YISHUN,"719,810",947.23,760,13 Feb 2017,29 YISHUN STREET 51 #06-20,New Sale,Strata,88,"8,180",-,Executive Condominium,1,99 yrs from 25/08/2014,Uncompleted,HDB,767989,27,76,North Region,Yishun
PARC RIVIERA,"782,000",602.78,"1,297",13 Feb 2017,101 WEST COAST VALE #21-09,New Sale,Strata,56,"13,964",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,N.A,126753,05,12,West Region,Clementi
BELLEWOODS,"949,410","1,227.1",774,13 Feb 2017,122 WOODLANDS AVENUE 5 #04-45,New Sale,Strata,114,"8,328",-,Executive Condominium,1,99 yrs from 12/08/2013,2017,Private,739021,25,73,North Region,Woodlands
MACPHERSON GARDEN ESTATE,"1,550,000",883.72,"1,754",13 Feb 2017,77 JALAN SETIA,Resale,Land,82.1,"18,879",-,Terrace House,1,Freehold,-,HDB,368495,13,36,Central Region,Toa Payoh
PAPILLON,"1,250,000","1,227.1","1,019",14 Feb 2017,8 JALAN RAMA RAMA #14-02,Resale,Strata,114,"10,965",-,Apartment,1,Freehold,2003,HDB,329089,12,32,Central Region,Novena
THE ASANA,"1,480,000",570.49,"2,594",14 Feb 2017,19 QUEEN'S ROAD #04-09,New Sale,Strata,53,"27,925",-,Apartment,1,Freehold,Uncompleted,Private,266745,10,26,Central Region,Bukit Timah
THE VALES,"733,000",904.18,811,14 Feb 2017,83 ANCHORVALE CRESCENT #03-27,New Sale,Strata,84,"8,726",-,Executive Condominium,1,99 yrs from 19/05/2014,2017,HDB,544626,19,54,North East Region,Sengkang
HILLVIEW REGENCY,"932,000","1,108.69",841,14 Feb 2017,28 BUKIT BATOK EAST AVENUE 2 #22-15,Resale,Strata,103,"9,049",-,Condominium,1,99 yrs from 20/06/2000,2005,HDB,659921,23,65,West Region,Bukit Batok
THE TERRACE,"802,600","1,001.05",802,14 Feb 2017,100 EDGEDALE PLAINS #13-43,New Sale,Strata,93,"8,630",-,Executive Condominium,1,99 yrs from 30/10/2013,Uncompleted,HDB,828690,19,82,North East Region,Punggol
RIVERTREES RESIDENCES,"1,013,480",947.23,"1,070",14 Feb 2017,23 FERNVALE CLOSE #19-07,New Sale,Strata,88,"11,517",-,Apartment,1,99 yrs from 28/08/2013,2017,Private,797461,28,79,North East Region,Sengkang
HILLVIEW RESIDENCE,"1,150,000","1,248.62",921,14 Feb 2017,138 HILLVIEW AVENUE #06-02,Resale,Strata,116,"9,914",-,Condominium,1,999 yrs from 12/10/1885,2002,HDB,669599,23,66,West Region,Bukit Batok
THE TRILINQ,"1,645,000","1,356.26","1,213",14 Feb 2017,28 JALAN LEMPENG #30-02,New Sale,Strata,126,"13,056",-,Condominium,1,99 yrs from 16/04/2012,Uncompleted,Private,128807,05,12,West Region,Clementi
THE ALPS RESIDENCES,"1,116,112","1,065.64","1,047",14 Feb 2017,101 TAMPINES STREET 86 #10-04,New Sale,Strata,99,"11,274",-,Condominium,1,99 yrs from 03/08/2015,Uncompleted,Private,528575,18,52,East Region,Tampines
ALPHA APARTMENTS,"1,030,000","1,151.75",894,14 Feb 2017,98 KOON SENG ROAD #02-03,Resale,Strata,107,"9,626",-,Apartment,1,Freehold,2005,HDB,427037,15,42,Central Region,Marine Parade
SOL ACRES,"697,000",871.88,799,14 Feb 2017,10 CHOA CHU KANG GROVE #08-24,New Sale,Strata,81,"8,605",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,N.A,688207,23,68,West Region,Choa Chu Kang
MAPLE WOODS,"1,150,000",914.94,"1,257",14 Feb 2017,987 BUKIT TIMAH ROAD #01-16,Resale,Strata,85,"13,529",-,Condominium,1,Freehold,1997,Private,589628,21,58,Central Region,Bukit Timah
SUMMERDALE,"905,000","1,302.44",695,14 Feb 2017,6 BOON LAY DRIVE #13-10,Resale,Strata,121,"7,479",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,HDB,649927,22,64,West Region,Jurong West
LAKE GRANDE,"1,089,000",818.06,"1,331",14 Feb 2017,8 JURONG LAKE LINK #16-30,New Sale,Strata,76,"14,329",-,Condominium,1,99 yrs from 09/06/2015,Uncompleted,HDB,648130,22,64,West Region,Jurong West
