Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
EIGHT COURTYARDS,"850,000",893.41,951,06 May 2020,6 CANBERRA DRIVE #09-07,Resale,Strata,83,"10,241",-,Condominium,1,99 yrs from 20/09/2010,2014,HDB,768140,27,76,North Region,Yishun
JUI RESIDENCES,"1,504,126",893.41,"1,684",06 May 2020,1177 SERANGOON ROAD #09-02,New Sale,Strata,83,"18,122",-,Apartment,1,Freehold,Uncompleted,HDB,328231,12,32,Central Region,Kallang
PARC CLEMATIS,"1,301,000",828.83,"1,570",06 May 2020,8B JALAN LEMPENG #02-33,New Sale,Strata,77,"16,896",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128824,05,12,West Region,Clementi
PARC CLEMATIS,"825,000",505.91,"1,631",06 May 2020,8E JALAN LEMPENG #09-50,New Sale,Strata,47,"17,553",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128827,05,12,West Region,Clementi
SAVANNAH CONDOPARK,"1,150,000","1,453.14",791,06 May 2020,51 SIMEI RISE #04-43,Resale,Strata,135,"8,519",-,Condominium,1,99 yrs from 29/11/2000,2005,HDB,528789,18,52,East Region,Tampines
LAGUNA GREEN,"1,360,000","1,270.15","1,071",06 May 2020,20 JALAN HAJIJAH #04-31,Resale,Strata,118,"11,525",-,Condominium,1,99 yrs from 13/02/1995,1998,Private,468726,16,46,East Region,Bedok
PARC ESTA,"1,582,000","1,001.05","1,580",06 May 2020,902 SIMS AVENUE #03-18,New Sale,Strata,93,"17,011",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408967,14,40,Central Region,Geylang
PARC ESTA,"1,089,000",635.08,"1,715",06 May 2020,910 SIMS AVENUE #04-44,New Sale,Strata,59,"18,458",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408971,14,40,Central Region,Geylang
MARINA ONE RESIDENCES,"1,560,000",699.66,"2,230",06 May 2020,21 MARINA WAY #18-05,Resale,Strata,65,"24,000",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018978,01,01,Central Region,Downtown Core
EIGHT RIVERSUITES,"1,440,888",979.52,"1,471",06 May 2020,6 WHAMPOA EAST #25-15,Resale,Strata,91,"15,834",-,Condominium,1,99 yrs from 11/07/2011,2016,HDB,338519,12,33,Central Region,Kallang
THE TAPESTRY,"798,660",602.78,"1,325",06 May 2020,51 TAMPINES STREET 86 #03-05,New Sale,Strata,56,"14,262",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528539,18,52,East Region,Tampines
HAUS@SERANGOON GARDEN,"2,300,000","1,614.6","1,425",06 May 2020,7 SERANGOON GARDEN CLOSE,Resale,Land,150,"15,333",-,Terrace House,1,99 yrs from 28/11/2011,2016,Private,554401,19,55,North East Region,Serangoon
PARC CLEMATIS,"1,155,000",721.19,"1,602",06 May 2020,8A JALAN LEMPENG #19-23,New Sale,Strata,67,"17,239",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128823,05,12,West Region,Clementi
WOOLLERTON PARK,"19,500,000","14,315.04","1,362",06 May 2020,7 WOOLLERTON PARK,Resale,Land,"1,329.9","14,663",-,Detached House,1,Freehold,1990,Private,257515,10,25,Central Region,Tanglin
THE ARRIS,"1,230,000",667.37,"1,843",06 May 2020,28 YAN KIT ROAD #02-06,Resale,Strata,62,"19,839",-,Apartment,1,Freehold,2002,Private,088271,02,08,Central Region,Outram
WOODGROVE CONDOMINIUM,"1,200,000","1,743.77",688,06 May 2020,12 WOODGROVE DRIVE #01-61,Resale,Strata,162,"7,407",-,Condominium,1,99 yrs from 17/05/1997,1999,HDB,738212,25,73,North Region,Woodlands
VAN HOLLAND,"3,433,000","1,151.75","2,981",06 May 2020,188 HOLLAND ROAD #05-09,New Sale,Strata,107,"32,084",-,Condominium,1,Freehold,Uncompleted,N.A,278584,10,27,Central Region,Bukit Timah
SIMSVILLE,"950,000",968.76,981,06 May 2020,10 GEYLANG EAST AVENUE 2 #03-05,Resale,Strata,90,"10,556",-,Condominium,1,99 yrs from 01/12/1994,1998,HDB,389758,14,38,Central Region,Geylang
THE TESSARINA,"2,439,800","1,367.03","1,785",06 May 2020,26 WILBY ROAD #05-35,Resale,Strata,127,"19,211",-,Condominium,1,Freehold,2003,Private,276308,10,27,Central Region,Bukit Timah
BLOSSOMS @ WOODLEIGH,"1,380,000","1,001.05","1,379",06 May 2020,12 WOODLEIGH CLOSE #05-13,Resale,Strata,93,"14,839",-,Condominium,1,Freehold,2007,Private,357907,13,35,Central Region,Toa Payoh
VILLA MARTIA,"1,515,000","1,108.69","1,366",06 May 2020,11 MARTIA ROAD #01-11,Resale,Strata,103,"14,709",-,Condominium,1,Freehold,2000,HDB,424808,15,42,East Region,Bedok
WHITEWATER,"836,800","1,140.98",733,06 May 2020,31 PASIR RIS STREET 72 #08-24,Resale,Strata,106,"7,894",-,Executive Condominium,1,99 yrs from 23/07/2002,2005,HDB,518769,18,51,East Region,Pasir Ris
BELGRAVIA VILLAS,"3,400,000","3,961.15",858,06 May 2020,232 BELGRAVIA DRIVE,Resale,Strata,368,"9,239",-,Semi-Detached House,1,Freehold,2018,Private,804621,28,80,North East Region,Serangoon
MELVILLE PARK,"970,000","1,453.14",668,06 May 2020,16 SIMEI STREET 1 #10-16,Resale,Strata,135,"7,185",-,Condominium,1,99 yrs from 01/09/1992,1996,Private,529942,18,52,East Region,Tampines
WATERMARK ROBERTSON QUAY,"3,010,000","1,915.99","1,571",06 May 2020,1 RODYK STREET #10-07,Resale,Strata,178,"16,910",-,Apartment,1,Freehold,2008,Private,238212,09,23,Central Region,Singapore River
JUI RESIDENCES,"1,226,080",699.66,"1,752",07 May 2020,1177 SERANGOON ROAD #06-08,New Sale,Strata,65,"18,863",-,Apartment,1,Freehold,Uncompleted,HDB,328231,12,32,Central Region,Kallang
KOPAR AT NEWTON,"7,880,000","3,304.55","2,385",07 May 2020,8 MAKEWAY AVENUE #23-10,New Sale,Strata,307,"25,668",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228607,09,22,Central Region,Novena
THE WOODLEIGH RESIDENCES,"1,223,000",699.66,"1,748",07 May 2020,21 BIDADARI PARK DRIVE #05-23,New Sale,Strata,65,"18,815",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,HDB,367795,13,36,Central Region,Toa Payoh
PARC CANBERRA,"1,126,000","1,001.05","1,125",07 May 2020,9 CANBERRA WALK #05-20,New Sale,Strata,93,"12,108",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756945,27,75,North Region,Sembawang
THE GARDEN RESIDENCES,"734,900",452.09,"1,626",07 May 2020,1 SERANGOON NORTH VIEW #07-09,New Sale,Strata,42,"17,498",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,Private,554343,19,55,North East Region,Serangoon
GOLDEN MILE COMPLEX,"1,458,890","2,195.86",664,08 May 2020,5001 BEACH ROAD #15-76,Resale,Strata,204,"7,151",-,Apartment,1,99 yrs from 04/08/1969,1974,Private,199588,07,19,Central Region,Downtown Core
N.A.,"3,888,000","3,150.62","1,234",08 May 2020,17A TOH AVENUE,Resale,Land,292.7,"13,283",-,Semi-Detached House,1,Freehold,2019,Private,508063,17,50,East Region,Pasir Ris
AVENUE SOUTH RESIDENCE,"1,507,000",721.19,"2,090",08 May 2020,13 SILAT AVENUE #20-38,New Sale,Strata,67,"22,493",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,Private,168878,03,16,Central Region,Bukit Merah
THE CASCADIA,"2,030,000","1,237.86","1,640",08 May 2020,931 BUKIT TIMAH ROAD #03-22,Resale,Strata,115,"17,652",-,Condominium,1,Freehold,2010,Private,589643,21,58,Central Region,Bukit Timah
PARC CLEMATIS,"1,687,000","1,044.11","1,616",08 May 2020,8E JALAN LEMPENG #04-57,New Sale,Strata,97,"17,392",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128827,05,12,West Region,Clementi
PARC CLEMATIS,"1,485,000",914.94,"1,623",08 May 2020,8 JALAN LEMPENG #13-12,New Sale,Strata,85,"17,471",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128796,05,12,West Region,Clementi
MARINA ONE RESIDENCES,"1,420,000",678.13,"2,094",08 May 2020,21 MARINA WAY #22-11,Resale,Strata,63,"22,540",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018978,01,01,Central Region,Downtown Core
THE TAPESTRY,"1,403,730","1,130.22","1,242",08 May 2020,59 TAMPINES STREET 86 #04-31,New Sale,Strata,105,"13,369",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528509,18,52,East Region,Tampines
ICON,"1,797,500","1,044.11","1,722",08 May 2020,10 GOPENG STREET #32-11,Resale,Strata,97,"18,531",-,Apartment,1,99 yrs from 29/01/2002,2007,N.A,078878,02,07,Central Region,Downtown Core
INZ RESIDENCE,"1,010,000","1,011.82",998,08 May 2020,78 CHOA CHU KANG AVENUE 5 #12-35,New Sale,Strata,94,"10,745",-,Executive Condominium,1,99 yrs from 27/11/2015,2019,Private,688200,23,68,West Region,Choa Chu Kang
PARC ESTA,"855,000",516.67,"1,655",08 May 2020,902 SIMS AVENUE #18-15,New Sale,Strata,48,"17,813",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408967,14,40,Central Region,Geylang
PARC ESTA,"1,532,000",958,"1,599",08 May 2020,914 SIMS AVENUE #05-68,New Sale,Strata,89,"17,213",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408973,14,40,Central Region,Geylang
THE ANTARES,"1,148,000",667.37,"1,720",08 May 2020,19 MATTAR ROAD #03-01,New Sale,Strata,62,"18,516",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,HDB,387728,14,38,Central Region,Geylang
STRATFORD COURT,"1,120,000","1,399.32",800,08 May 2020,41A BEDOK RIA CRESCENT #01-13,Resale,Strata,130,"8,615",-,Condominium,1,99 yrs from 23/06/1995,1998,Private,489929,16,48,East Region,Bedok
BRADDELL HEIGHTS ESTATE,"8,500,000","10,081.56",843,08 May 2020,21 CHILTERN DRIVE,Resale,Land,936.6,"9,075",-,Detached House,1,Freehold,-,Private,359740,13,35,North East Region,Serangoon
EURO-ASIA PARK,"1,820,000","1,420.85","1,281",08 May 2020,25 WOODLEIGH CLOSE #03-27,Resale,Strata,132,"13,788",-,Condominium,1,Freehold,1996,Private,357920,13,35,Central Region,Toa Payoh
PICARDY GARDENS,"1,180,000","1,302.44",906,08 May 2020,20A JALAN PARI BURONG,Resale,Strata,121,"9,752",-,Apartment,1,Freehold,1975,HDB,488687,16,48,East Region,Bedok
TREASURE AT TAMPINES,"956,000",656.6,"1,456",08 May 2020,1 TAMPINES LANE #03-06,New Sale,Strata,61,"15,672",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528482,18,52,East Region,Tampines
EIGHT RIVERSUITES,"1,050,000",699.66,"1,501",08 May 2020,10 WHAMPOA EAST #17-29,Resale,Strata,65,"16,154",-,Condominium,1,99 yrs from 11/07/2011,2016,Private,338521,12,33,Central Region,Kallang
SKY HABITAT,"1,080,000",710.42,"1,520",08 May 2020,9 BISHAN STREET 15 #27-17,Resale,Strata,66,"16,364",-,Condominium,1,99 yrs from 30/05/2011,2015,HDB,573909,20,57,Central Region,Bishan
INZ RESIDENCE,"998,000","1,011.82",986,08 May 2020,74 CHOA CHU KANG AVENUE 5 #10-26,New Sale,Strata,94,"10,617",-,Executive Condominium,1,99 yrs from 27/11/2015,2019,HDB,688198,23,68,West Region,Choa Chu Kang
ILLUMINAIRE ON DEVONSHIRE,"1,380,000",635.08,"2,173",08 May 2020,65 DEVONSHIRE ROAD #13-02,Resale,Strata,59,"23,390",-,Apartment,1,Freehold,2011,Private,239900,09,23,Central Region,River Valley
COASTLINE RESIDENCES,"1,746,000",710.42,"2,458",08 May 2020,9 AMBER ROAD #09-07,New Sale,Strata,66,"26,455",-,Apartment,1,Freehold,Uncompleted,HDB,439854,15,43,Central Region,Marine Parade
VISIONCREST,"1,700,000",914.94,"1,858",08 May 2020,37 OXLEY RISE #05-16,Resale,Strata,85,"20,000",-,Apartment,1,Freehold,2007,N.A,238712,09,23,Central Region,Museum
PARC ESTA,"1,298,000",742.72,"1,748",08 May 2020,900 SIMS AVENUE #12-02,New Sale,Strata,69,"18,812",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408966,14,40,Central Region,Geylang
PARC CLEMATIS,"1,136,000",721.19,"1,575",08 May 2020,8 JALAN LEMPENG #07-15,New Sale,Strata,67,"16,955",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128796,05,12,West Region,Clementi
RIVERFRONT RESIDENCES,"1,336,000","1,108.69","1,205",08 May 2020,51 HOUGANG AVENUE 7 #02-60,New Sale,Strata,103,"12,971",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533818,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"737,000",484.38,"1,522",09 May 2020,95 HOUGANG AVENUE 2 #07-71,New Sale,Strata,45,"16,378",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533754,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"732,000",484.38,"1,511",09 May 2020,95 HOUGANG AVENUE 2 #06-71,New Sale,Strata,45,"16,267",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,533754,19,53,North East Region,Hougang
STIRLING RESIDENCES,"1,980,000","1,054.87","1,877",09 May 2020,23 STIRLING ROAD #26-16,New Sale,Strata,98,"20,204",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
WHISTLER GRAND,"1,111,100",764.24,"1,454",09 May 2020,107 WEST COAST VALE #19-05,New Sale,Strata,71,"15,649",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,Private,126751,05,12,West Region,Clementi
PARC CLEMATIS,"1,377,000",828.83,"1,661",09 May 2020,8B JALAN LEMPENG #23-33,New Sale,Strata,77,"17,883",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128824,05,12,West Region,Clementi
PARC ESTA,"1,107,000",635.08,"1,743",09 May 2020,906 SIMS AVENUE #03-28,New Sale,Strata,59,"18,763",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408969,14,40,Central Region,Geylang
PARC CLEMATIS,"1,079,000",688.9,"1,566",09 May 2020,8B JALAN LEMPENG #16-31,New Sale,Strata,64,"16,859",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128824,05,12,West Region,Clementi
JADESCAPE,"1,404,000",764.24,"1,837",09 May 2020,12 SHUNFU ROAD #20-41,New Sale,Strata,71,"19,775",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575747,20,57,Central Region,Bishan
FOURTH AVENUE RESIDENCES,"1,058,000",484.38,"2,163",09 May 2020,12 FOURTH AVENUE #05-44,New Sale,Strata,45,"23,281","1,047,654",Apartment,1,99 yrs from 07/03/2018,Uncompleted,HDB,268676,10,26,Central Region,Bukit Timah
FOURTH AVENUE RESIDENCES,"998,000",484.38,"2,039",09 May 2020,6 FOURTH AVENUE #02-13,New Sale,Strata,45,"21,948","987,654",Apartment,1,99 yrs from 07/03/2018,Uncompleted,HDB,268673,10,26,Central Region,Bukit Timah
PARC ESTA,"1,564,000",958,"1,633",09 May 2020,900 SIMS AVENUE #05-08,New Sale,Strata,89,"17,573",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408966,14,40,Central Region,Geylang
PARC ESTA,"1,240,000",742.72,"1,670",09 May 2020,902 SIMS AVENUE #04-11,New Sale,Strata,69,"17,971",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408967,14,40,Central Region,Geylang
PARC ESTA,"1,745,000","1,033.34","1,689",09 May 2020,902 SIMS AVENUE #14-12,New Sale,Strata,96,"18,177",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408967,14,40,Central Region,Geylang
TREASURE AT TAMPINES,"711,000",462.85,"1,536",09 May 2020,53 TAMPINES LANE #12-181,New Sale,Strata,43,"16,535",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528459,18,52,East Region,Tampines
FOURTH AVENUE RESIDENCES,"988,000",484.38,"2,040",09 May 2020,6 FOURTH AVENUE #03-13,New Sale,Strata,45,"21,956",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,Private,268673,10,26,Central Region,Bukit Timah
JADESCAPE,"1,412,800",764.24,"1,849",09 May 2020,12 SHUNFU ROAD #21-41,New Sale,Strata,71,"19,899",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575747,20,57,Central Region,Bishan
JADESCAPE,"1,853,000","1,054.87","1,757",09 May 2020,4 SHUNFU ROAD #19-11,New Sale,Strata,98,"18,908",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575743,20,57,Central Region,Bishan
JADESCAPE,"938,000",527.44,"1,778",09 May 2020,4 SHUNFU ROAD #21-14,New Sale,Strata,49,"19,143",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575743,20,57,Central Region,Bishan
THE TAPESTRY,"1,252,960",990.29,"1,265",10 May 2020,59 TAMPINES STREET 86 #05-36,New Sale,Strata,92,"13,619",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528509,18,52,East Region,Tampines
STIRLING RESIDENCES,"964,000",505.91,"1,905",10 May 2020,23 STIRLING ROAD #09-13,New Sale,Strata,47,"20,511",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148961,03,14,Central Region,Queenstown
STIRLING RESIDENCES,"1,206,000",656.6,"1,837",10 May 2020,23 STIRLING ROAD #26-20,New Sale,Strata,61,"19,770",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148961,03,14,Central Region,Queenstown
WHISTLER GRAND,"709,300",441.32,"1,607",10 May 2020,109 WEST COAST VALE #19-16,New Sale,Strata,41,"17,300",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,HDB,126752,05,12,West Region,Clementi
3 CUSCADEN,"2,645,361",731.95,"3,614",10 May 2020,3 CUSCADEN WALK #12-01,New Sale,Strata,68,"38,902",-,Apartment,1,Freehold,Uncompleted,Private,249690,10,24,Central Region,River Valley
PARC CLEMATIS,"1,049,000",688.9,"1,523",10 May 2020,8B JALAN LEMPENG #06-31,New Sale,Strata,64,"16,391",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128824,05,12,West Region,Clementi
TREASURE AT TAMPINES,"711,000",462.85,"1,536",10 May 2020,51 TAMPINES LANE #12-172,New Sale,Strata,43,"16,535",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528460,18,52,East Region,Tampines
KENT RIDGE HILL RESIDENCES,"842,000",473.62,"1,778",10 May 2020,68A SOUTH BUONA VISTA ROAD #01-95,New Sale,Strata,44,"19,136",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,N.A,117329,05,11,Central Region,Queenstown
MARGARET VILLE,"2,113,118","1,184.04","1,785",10 May 2020,20 MARGARET DRIVE #25-08,New Sale,Strata,110,"19,210",-,Apartment,1,99 yrs from 13/03/2017,Uncompleted,Private,149312,03,14,Central Region,Queenstown
MARGARET VILLE,"2,147,243","1,184.04","1,813",10 May 2020,20 MARGARET DRIVE #30-08,New Sale,Strata,110,"19,520",-,Apartment,1,99 yrs from 13/03/2017,Uncompleted,Private,149312,03,14,Central Region,Queenstown
JADESCAPE,"1,182,000",645.84,"1,830",10 May 2020,6 SHUNFU ROAD #23-19,New Sale,Strata,60,"19,700",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575744,20,57,Central Region,Bishan
RIVERFRONT RESIDENCES,"702,000",516.67,"1,359",10 May 2020,47 HOUGANG AVENUE 7 #02-34,New Sale,Strata,48,"14,625",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,N.A,533816,19,53,North East Region,Hougang
PARC CLEMATIS,"1,127,000",721.19,"1,563",10 May 2020,8 JALAN LEMPENG #04-15,New Sale,Strata,67,"16,821",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128796,05,12,West Region,Clementi
PARC CLEMATIS,"1,146,000",721.19,"1,589",10 May 2020,8 JALAN LEMPENG #10-15,New Sale,Strata,67,"17,104",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128796,05,12,West Region,Clementi
LEIGHWOODS,"2,880,000","2,217.38","1,299",11 May 2020,37 MOUNT SINAI RISE #02-02,Resale,Strata,206,"13,981",-,Condominium,1,Freehold,1985,Private,276956,10,27,Central Region,Bukit Timah
TREASURE AT TAMPINES,"1,564,000","1,237.86","1,263",11 May 2020,37 TAMPINES LANE #09-123,New Sale,Strata,115,"13,600",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528467,18,52,East Region,Tampines
DAINTREE RESIDENCE,"1,111,330",667.37,"1,665",11 May 2020,11G TOH TUCK ROAD #05-32,New Sale,Strata,62,"17,925",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,HDB,596129,21,59,Central Region,Bukit Timah
AFFINITY AT SERANGOON,"756,000",473.62,"1,596",11 May 2020,26 SERANGOON NORTH AVENUE 1 #08-44,New Sale,Strata,44,"17,182",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554340,19,55,North East Region,Serangoon
PARC CLEMATIS,"1,143,000",721.19,"1,585",11 May 2020,8 JALAN LEMPENG #09-15,New Sale,Strata,67,"17,060",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128796,05,12,West Region,Clementi
PARC CLEMATIS,"1,087,000",688.9,"1,578",11 May 2020,8E JALAN LEMPENG #05-55,New Sale,Strata,64,"16,984",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128827,05,12,West Region,Clementi
THE INFLORA,"515,000",462.85,"1,113",11 May 2020,51 FLORA DRIVE #08-03,Resale,Strata,43,"11,977",-,Condominium,1,99 yrs from 25/05/2012,2016,HDB,506862,17,50,East Region,Pasir Ris
THE INFLORA,"510,000",462.85,"1,102",11 May 2020,63 FLORA DRIVE #05-36,Resale,Strata,43,"11,860",-,Condominium,1,99 yrs from 25/05/2012,2016,HDB,506848,17,50,East Region,Pasir Ris
CENTRAL GROVE,"1,240,000","1,227.1","1,011",11 May 2020,1 GEYLANG EAST AVENUE 1 #15-02,Resale,Strata,114,"10,877",-,Condominium,1,99 yrs from 18/07/1997,2001,HDB,389778,14,38,Central Region,Geylang
TREASURE AT TAMPINES,"925,000",678.13,"1,364",11 May 2020,39 TAMPINES LANE #08-129,New Sale,Strata,63,"14,683",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528466,18,52,East Region,Tampines
PARC CLEMATIS,"1,150,000",721.19,"1,595",11 May 2020,8 JALAN LEMPENG #11-15,New Sale,Strata,67,"17,164",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128796,05,12,West Region,Clementi
KNOX VIEW,"1,180,000","1,108.69","1,064",11 May 2020,21 LORONG M TELOK KURAU #02-02,Resale,Strata,103,"11,456",-,Apartment,1,Freehold,2003,HDB,425307,15,42,East Region,Bedok
MARINA ONE RESIDENCES,"1,767,913",764.24,"2,313",11 May 2020,23 MARINA WAY #26-29,Resale,Strata,71,"24,900",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
THE CANOPY,"980,000","1,205.57",813,11 May 2020,75 YISHUN AVENUE 11 #06-11,Resale,Strata,112,"8,750",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,HDB,768860,27,76,North Region,Yishun
PARC CLEMATIS,"1,121,000",721.19,"1,554",11 May 2020,8 JALAN LEMPENG #02-15,New Sale,Strata,67,"16,731",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128796,05,12,West Region,Clementi
ARTRA,"1,680,300",785.77,"2,138",11 May 2020,10 ALEXANDRA VIEW #41-04,New Sale,Strata,73,"23,018",-,Apartment,1,99 yrs from 15/02/2016,Uncompleted,HDB,158745,03,15,Central Region,Bukit Merah
MARINA ONE RESIDENCES,"2,760,650","1,173.28","2,353",11 May 2020,23 MARINA WAY #23-33,Resale,Strata,109,"25,327",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
PARC ESTA,"1,616,000",958,"1,687",11 May 2020,900 SIMS AVENUE #14-08,New Sale,Strata,89,"18,157",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408966,14,40,Central Region,Geylang
AVENUE SOUTH RESIDENCE,"1,631,000",688.9,"2,368",11 May 2020,13 SILAT AVENUE #56-43,New Sale,Strata,64,"25,484",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,Private,168878,03,16,Central Region,Bukit Merah
LOYANG GARDENS,"1,100,000","1,485.43",741,11 May 2020,51 JALAN LOYANG BESAR,Resale,Strata,138,"7,971",-,Condominium,1,999 yrs from 29/05/1885,1994,Private,509374,17,50,East Region,Pasir Ris
THE FLORENCE RESIDENCES,"1,762,000","1,270.15","1,387",11 May 2020,83 HOUGANG AVENUE 2 #03-12,New Sale,Strata,118,"14,932",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538860,19,53,North East Region,Hougang
PIERMONT GRAND,"1,022,100",968.76,"1,055",11 May 2020,42 SUMANG WALK #03-45,New Sale,Strata,90,"11,357",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828626,19,82,North East Region,Punggol
THE CENTRIS,"1,215,000","1,065.64","1,140",11 May 2020,79 JURONG WEST CENTRAL 3 #08-32,Resale,Strata,99,"12,273",-,Apartment,1,99 yrs from 21/06/2006,2009,HDB,648339,22,64,West Region,Jurong West
SPRINGLEAF GARDEN,"3,600,000","4,974.04",724,11 May 2020,13 SPRINGLEAF HEIGHT,Resale,Land,462.1,"7,791",-,Semi-Detached House,1,Freehold,1987,Private,788107,26,78,North Region,Yishun
AFFINITY AT SERANGOON,"751,000",473.62,"1,586",11 May 2020,24 SERANGOON NORTH AVENUE 1 #14-38,New Sale,Strata,44,"17,068",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554339,19,55,North East Region,Serangoon
SELETAR SPRINGS CONDOMINIUM,"1,168,000","1,582.31",738,11 May 2020,108 GERALD DRIVE #01-40,Resale,Strata,147,"7,946",-,Condominium,1,99 yrs from 12/08/1997,2000,HDB,799035,28,79,North East Region,Hougang
SKY VUE,"810,000",495.14,"1,636",11 May 2020,3 BISHAN STREET 15 #18-13,Resale,Strata,46,"17,609",-,Condominium,1,99 yrs from 04/03/2013,2016,HDB,573911,20,57,Central Region,Bishan
KENTISH LODGE,"1,400,000","1,356.26","1,032",11 May 2020,3 OXFORD ROAD #01-11,Resale,Strata,126,"11,111",-,Apartment,1,99 yrs from 01/03/1995,1998,HDB,218814,08,21,Central Region,Kallang
THE MINTON,"1,728,000","1,657.66","1,042",11 May 2020,10A HOUGANG STREET 11 #05-35,Resale,Strata,154,"11,221",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534079,19,53,North East Region,Hougang
JADESCAPE,"1,330,000",764.24,"1,740",11 May 2020,2 SHUNFU ROAD #08-09,New Sale,Strata,71,"18,732",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575742,20,57,Central Region,Bishan
