Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
TREASURE AT TAMPINES,"990,000",678.13,"1,458",21 Jun 2020,3 TAMPINES LANE #10-09,New Sale,Strata,63,"15,698","989,000",Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528483,18,52,East Region,Tampines
1953,"1,162,000",613.55,"1,894",21 Jun 2020,1 TESSENSOHN ROAD #02-14,New Sale,Strata,57,"20,386",-,Apartment,1,Freehold,Uncompleted,Private,217701,08,21,Central Region,Kallang
STIRLING RESIDENCES,"1,366,000",688.9,"1,983",21 Jun 2020,23 STIRLING ROAD #31-19,New Sale,Strata,64,"21,344",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148961,03,14,Central Region,Queenstown
STIRLING RESIDENCES,"1,227,000",635.08,"1,932",21 Jun 2020,25 STIRLING ROAD #35-27,New Sale,Strata,59,"20,797",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148962,03,14,Central Region,Queenstown
TREASURE AT TAMPINES,"1,571,000","1,237.86","1,268",21 Jun 2020,37 TAMPINES LANE #10-123,New Sale,Strata,115,"13,652","1,570,000",Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528467,18,52,East Region,Tampines
TREASURE AT TAMPINES,"917,000",678.13,"1,351",21 Jun 2020,51 TAMPINES LANE #07-177,New Sale,Strata,63,"14,540","916,000",Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528460,18,52,East Region,Tampines
KENT RIDGE HILL RESIDENCES,"1,367,000",775.01,"1,764",21 Jun 2020,50A SOUTH BUONA VISTA ROAD #01-18,New Sale,Strata,72,"18,986",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,HDB,118179,05,11,Central Region,Queenstown
KENT RIDGE HILL RESIDENCES,"1,360,000",785.77,"1,731",21 Jun 2020,52 SOUTH BUONA VISTA ROAD #02-25,New Sale,Strata,73,"18,630",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,118168,05,11,Central Region,Queenstown
THE FLORENCE RESIDENCES,"1,562,000","1,011.82","1,544",21 Jun 2020,87 HOUGANG AVENUE 2 #17-29,New Sale,Strata,94,"16,617",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538862,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"869,000",527.44,"1,648",21 Jun 2020,85 HOUGANG AVENUE 2 #14-26,New Sale,Strata,49,"17,735",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538861,19,53,North East Region,Hougang
KENT RIDGE HILL RESIDENCES,"870,000",484.38,"1,796",21 Jun 2020,68A SOUTH BUONA VISTA ROAD #01-100,New Sale,Strata,45,"19,333",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,HDB,117329,05,11,Central Region,Queenstown
DAINTREE RESIDENCE,"1,145,430",710.42,"1,612",21 Jun 2020,11B TOH TUCK ROAD #02-08,New Sale,Strata,66,"17,355",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596158,21,59,Central Region,Bukit Timah
THE FLORENCE RESIDENCES,"1,593,000","1,011.82","1,574",21 Jun 2020,89 HOUGANG AVENUE 2 #12-38,New Sale,Strata,94,"16,947",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538863,19,53,North East Region,Hougang
PARC CLEMATIS,"1,196,000",710.42,"1,684",21 Jun 2020,8 JALAN LEMPENG #15-10,New Sale,Strata,66,"18,121",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128796,05,12,West Region,Clementi
PARC CLEMATIS,"1,462,000",904.18,"1,617",21 Jun 2020,8 JALAN LEMPENG #09-13,New Sale,Strata,84,"17,405",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128796,05,12,West Region,Clementi
PARC CLEMATIS,"1,196,000",710.42,"1,684",21 Jun 2020,8A JALAN LEMPENG #14-18,New Sale,Strata,66,"18,121",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128823,05,12,West Region,Clementi
TREASURE AT TAMPINES,"1,426,000","1,033.34","1,379",21 Jun 2020,43 TAMPINES LANE #10-146,New Sale,Strata,96,"14,844","1,425,000",Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528464,18,52,East Region,Tampines
JADESCAPE,"3,146,400","2,098.98","1,499",21 Jun 2020,12 SHUNFU ROAD #04-46,New Sale,Strata,195,"16,135",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575747,20,57,Central Region,Bishan
JADESCAPE,"1,879,400","1,140.98","1,647",21 Jun 2020,16 SHUNFU ROAD #04-55,New Sale,Strata,106,"17,730",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575749,20,57,Central Region,Bishan
THE FLORENCE RESIDENCES,"1,531,000","1,011.82","1,513",21 Jun 2020,97 HOUGANG AVENUE 2 #09-78,New Sale,Strata,94,"16,287",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,533753,19,53,North East Region,Hougang
WHISTLER GRAND,"704,380",441.32,"1,596",21 Jun 2020,107 WEST COAST VALE #22-04,New Sale,Strata,41,"17,180",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,N.A,126751,05,12,West Region,Clementi
KENT RIDGE HILL RESIDENCES,"3,000,000","1,776.06","1,689",21 Jun 2020,62A SOUTH BUONA VISTA ROAD #05-41,New Sale,Strata,165,"18,182",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,117325,05,11,Central Region,Queenstown
WHISTLER GRAND,"1,129,960",764.24,"1,479",21 Jun 2020,107 WEST COAST VALE #25-05,New Sale,Strata,71,"15,915",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,HDB,126751,05,12,West Region,Clementi
WHISTLER GRAND,"1,145,540",764.24,"1,499",21 Jun 2020,109 WEST COAST VALE #23-15,New Sale,Strata,71,"16,134",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,Private,126752,05,12,West Region,Clementi
WHISTLER GRAND,"1,473,540",990.29,"1,488",21 Jun 2020,109 WEST COAST VALE #34-20,New Sale,Strata,92,"16,017",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,Private,126752,05,12,West Region,Clementi
WHISTLER GRAND,"1,421,880",958,"1,484",21 Jun 2020,109 WEST COAST VALE #32-21,New Sale,Strata,89,"15,976",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,Private,126752,05,12,West Region,Clementi
KENT RIDGE HILL RESIDENCES,"870,000",484.38,"1,796",21 Jun 2020,62A SOUTH BUONA VISTA ROAD #01-46,New Sale,Strata,45,"19,333",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,N.A,117325,05,11,Central Region,Queenstown
PARC ESTA,"1,542,000",925.7,"1,666",21 Jun 2020,908 SIMS AVENUE #05-43,New Sale,Strata,86,"17,930",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408970,14,40,Central Region,Geylang
PARC CANBERRA,"1,053,000","1,076.4",978,21 Jun 2020,19 CANBERRA WALK #13-42,New Sale,Strata,100,"10,530",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
STIRLING RESIDENCES,"1,987,000","1,054.87","1,884",21 Jun 2020,23 STIRLING ROAD #27-16,New Sale,Strata,98,"20,276",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,N.A,148961,03,14,Central Region,Queenstown
TREASURE AT TAMPINES,"1,242,000",914.94,"1,356",21 Jun 2020,47 TAMPINES LANE #05-163,New Sale,Strata,85,"14,600","1,241,000",Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528462,18,52,East Region,Tampines
PARC CLEMATIS,"1,198,000",710.42,"1,686",21 Jun 2020,8 JALAN LEMPENG #16-10,New Sale,Strata,66,"18,152",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128796,05,12,West Region,Clementi
THE TAPESTRY,"2,280,420","1,765.3","1,292",21 Jun 2020,55 TAMPINES STREET 86 #13-23,New Sale,Strata,164,"13,905",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,N.A,528541,18,52,East Region,Tampines
THE FLORENCE RESIDENCES,"1,246,000",925.7,"1,346",21 Jun 2020,81 HOUGANG AVENUE 2 #18-04,New Sale,Strata,86,"14,488",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538859,19,53,North East Region,Hougang
PARC CLEMATIS,"1,468,000",893.41,"1,643",21 Jun 2020,8B JALAN LEMPENG #11-29,New Sale,Strata,83,"17,687",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128824,05,12,West Region,Clementi
PARC CLEMATIS,"1,745,000","1,044.11","1,671",21 Jun 2020,8C JALAN LEMPENG #08-39,New Sale,Strata,97,"17,990",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128825,05,12,West Region,Clementi
STIRLING RESIDENCES,"1,249,000",635.08,"1,967",21 Jun 2020,23 STIRLING ROAD #18-12,New Sale,Strata,59,"21,169",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
RIVERFRONT RESIDENCES,"735,000",516.67,"1,423",21 Jun 2020,47 HOUGANG AVENUE 7 #13-34,New Sale,Strata,48,"15,313",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533816,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"706,000",516.67,"1,366",21 Jun 2020,47 HOUGANG AVENUE 7 #04-34,New Sale,Strata,48,"14,708",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533816,19,53,North East Region,Hougang
DAINTREE RESIDENCE,"1,233,890",742.72,"1,661",21 Jun 2020,11F TOH TUCK ROAD #04-28,New Sale,Strata,69,"17,882",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596128,21,59,Central Region,Bukit Timah
JADESCAPE,"949,000",527.44,"1,799",21 Jun 2020,4 SHUNFU ROAD #20-15,New Sale,Strata,49,"19,367",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575743,20,57,Central Region,Bishan
DAINTREE RESIDENCE,"1,803,380","1,054.87","1,710",21 Jun 2020,11M TOH TUCK ROAD #04-66,New Sale,Strata,98,"18,402",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596134,21,59,Central Region,Bukit Timah
DAINTREE RESIDENCE,"1,142,660",678.13,"1,685",21 Jun 2020,11B TOH TUCK ROAD #01-10,New Sale,Strata,63,"18,137",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,HDB,596158,21,59,Central Region,Bukit Timah
ONE PEARL BANK,"1,702,000",699.66,"2,433",21 Jun 2020,1 PEARL BANK #21-04,New Sale,Strata,65,"26,185",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,Private,169016,03,16,Central Region,Outram
KOPAR AT NEWTON,"2,307,000",958,"2,408",21 Jun 2020,6 MAKEWAY AVENUE #18-06,New Sale,Strata,89,"25,921",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,Private,228606,09,22,Central Region,Novena
JUI RESIDENCES,"1,341,000",710.42,"1,888",21 Jun 2020,1177 SERANGOON ROAD #12-07,New Sale,Strata,66,"20,318",-,Apartment,1,Freehold,Uncompleted,HDB,328231,12,32,Central Region,Kallang
AMBER 45,"3,848,000","1,593.07","2,415",21 Jun 2020,45 AMBER ROAD #17-03,New Sale,Strata,148,"26,000",-,Apartment,1,Freehold,2020,Private,439886,15,43,Central Region,Marine Parade
KOPAR AT NEWTON,"2,413,000","1,097.93","2,198",21 Jun 2020,8 MAKEWAY AVENUE #03-11,New Sale,Strata,102,"23,657",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,Private,228607,09,22,Central Region,Novena
N.A.,"2,450,000","2,361.62","1,037",21 Jun 2020,62 JALAN SUKACHITA,Resale,Land,219.4,"11,167",-,Terrace House,1,Freehold,-,Private,358938,13,35,North East Region,Serangoon
MAYFAIR MODERN,"998,000",516.67,"1,932",21 Jun 2020,2 RIFLE RANGE ROAD #05-09,New Sale,Strata,48,"20,792",-,Condominium,1,99 yrs from 18/09/2018,Uncompleted,HDB,588373,21,58,Central Region,Bukit Timah
PARC ESTA,"1,421,000",925.7,"1,535",21 Jun 2020,904 SIMS AVENUE #03-26,New Sale,Strata,86,"16,523",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408968,14,40,Central Region,Geylang
PIERMONT GRAND,"1,521,180","1,367.03","1,113",22 Jun 2020,24 SUMANG WALK #02-06,New Sale,Strata,127,"11,978",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828678,19,82,North East Region,Punggol
PIERMONT GRAND,"1,484,730","1,334.74","1,112",22 Jun 2020,26 SUMANG WALK #02-11,New Sale,Strata,124,"11,974",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828618,19,82,North East Region,Punggol
PIERMONT GRAND,"966,330",839.59,"1,151",22 Jun 2020,32 SUMANG WALK #17-21,New Sale,Strata,78,"12,389",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828621,19,82,North East Region,Punggol
QUEENS PEAK,"1,632,000",839.59,"1,944",22 Jun 2020,3 DUNDEE ROAD #42-23,New Sale,Strata,78,"20,923",-,Condominium,1,99 yrs from 28/09/2015,2020,HDB,149457,03,14,Central Region,Queenstown
AVENUE SOUTH RESIDENCE,"2,024,000","1,108.69","1,826",22 Jun 2020,11 SILAT AVENUE #05-27,New Sale,Strata,103,"19,650",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,Private,168877,03,16,Central Region,Bukit Merah
TREASURE AT TAMPINES,"1,348,000","1,033.34","1,304",22 Jun 2020,51 TAMPINES LANE #08-175,New Sale,Strata,96,"14,031","1,347,000",Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528460,18,52,East Region,Tampines
KANDIS RESIDENCE,"941,300",731.95,"1,286",22 Jun 2020,6 KANDIS LINK #05-09,New Sale,Strata,68,"13,843",-,Condominium,1,99 yrs from 11/07/2016,Uncompleted,Private,756969,27,75,North Region,Sembawang
TWIN VEW,"2,077,000","1,377.79","1,507",22 Jun 2020,91 WEST COAST VALE #30-03,New Sale,Strata,128,"16,227",-,Apartment,1,99 yrs from 15/05/2017,Uncompleted,Private,126755,05,12,West Region,Clementi
PARC ESTA,"1,495,000",958,"1,561",22 Jun 2020,902 SIMS AVENUE #02-17,New Sale,Strata,89,"16,798",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408967,14,40,Central Region,Geylang
WHISTLER GRAND,"1,457,140",990.29,"1,471",22 Jun 2020,109 WEST COAST VALE #30-20,New Sale,Strata,92,"15,838",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,Private,126752,05,12,West Region,Clementi
15 HOLLAND HILL,"15,000,000","5,425.06","2,765",22 Jun 2020,15 HOLLAND HILL #12-03,New Sale,Strata,504,"29,762",-,Apartment,1,Freehold,Uncompleted,Private,278735,10,27,Central Region,Bukit Timah
PARC CLEMATIS,"2,828,888","2,658.71","1,064",22 Jun 2020,2B JALAN LEMPENG,New Sale,Strata,247,"11,453",-,Terrace House,1,99 yrs from 08/08/2019,Uncompleted,Private,128812,05,12,West Region,Clementi
THE WOODLEIGH RESIDENCES,"1,107,000",592.02,"1,870",22 Jun 2020,19 BIDADARI PARK DRIVE #09-20,New Sale,Strata,55,"20,127",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367794,13,36,Central Region,Toa Payoh
THE ANTARES,"1,135,000",678.13,"1,674",22 Jun 2020,21 MATTAR ROAD #04-14,New Sale,Strata,63,"18,016",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,HDB,387729,14,38,Central Region,Geylang
PARC CENTROS,"1,500,000","1,711.48",876,22 Jun 2020,82 PUNGGOL CENTRAL #01-06,Resale,Strata,159,"9,434",-,Condominium,1,99 yrs from 19/03/2012,2016,Private,828763,19,82,North East Region,Punggol
RIVERFRONT RESIDENCES,"2,009,000","1,485.43","1,352",22 Jun 2020,55 HOUGANG AVENUE 7 #09-76,New Sale,Strata,138,"14,558",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,Private,533820,19,53,North East Region,Hougang
PARC CANBERRA,"1,079,000",925.7,"1,166",22 Jun 2020,1 CANBERRA WALK #09-04,New Sale,Strata,86,"12,547",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757063,27,75,North Region,Sembawang
V ON SHENTON,"3,490,000","1,517.72","2,299",22 Jun 2020,5A SHENTON WAY #47-19,Resale,Strata,141,"24,752",-,Apartment,1,99 yrs from 29/11/2011,2017,Private,068814,01,06,Central Region,Downtown Core
MANDARIN GARDENS,"1,550,000","1,571.54",986,22 Jun 2020,7 SIGLAP ROAD #07-66,Resale,Strata,146,"10,616",-,Condominium,1,99 yrs from 08/03/1982,1986,Private,448909,15,44,East Region,Bedok
SERANGOON GARDEN ESTATE,"2,540,000","1,839.57","1,381",22 Jun 2020,74 CARDIFF GROVE,Resale,Land,170.9,"14,862",-,Terrace House,1,999 yrs from 01/01/1956,-,HDB,558940,19,55,North East Region,Serangoon
RIVERFRONT RESIDENCES,"1,189,000",914.94,"1,300",22 Jun 2020,51 HOUGANG AVENUE 7 #06-59,New Sale,Strata,85,"13,988",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533818,19,53,North East Region,Hougang
KENT RIDGE HILL RESIDENCES,"1,397,000",904.18,"1,545",22 Jun 2020,50 SOUTH BUONA VISTA ROAD #05-07,New Sale,Strata,84,"16,631",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,HDB,118167,05,11,Central Region,Queenstown
PINE GROVE,"1,380,000","1,689.95",817,22 Jun 2020,1P PINE GROVE #10-80,Resale,Strata,157,"8,790",-,Condominium,1,99 yrs from 01/11/1984,-,HDB,591401,21,59,Central Region,Bukit Timah
PARC ESTA,"1,690,000","1,119.46","1,510",22 Jun 2020,916 SIMS AVENUE #18-73,New Sale,Strata,104,"16,250",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408974,14,40,Central Region,Geylang
FOURTH AVENUE RESIDENCES,"1,128,000",484.38,"2,307",22 Jun 2020,6 FOURTH AVENUE #09-13,New Sale,Strata,45,"24,837","1,117,654",Apartment,1,99 yrs from 07/03/2018,Uncompleted,Private,268673,10,26,Central Region,Bukit Timah
PARC ESTA,"1,801,000","1,033.34","1,743",22 Jun 2020,914 SIMS AVENUE #17-69,New Sale,Strata,96,"18,760",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408973,14,40,Central Region,Geylang
JADESCAPE,"966,000",527.44,"1,832",22 Jun 2020,2 SHUNFU ROAD #21-05,New Sale,Strata,49,"19,714",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575742,20,57,Central Region,Bishan
THE MINTON,"1,260,000","1,679.18",750,22 Jun 2020,12 HOUGANG STREET 11 #01-54,Resale,Strata,156,"8,077",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534075,19,53,North East Region,Hougang
THE HILLFORD,"560,000",505.91,"1,107",22 Jun 2020,176 JALAN JURONG KECHIL #01-26,Resale,Strata,47,"11,915",-,Apartment,1,60 yrs from 19/02/2013,2016,Private,596184,21,59,Central Region,Bukit Timah
EAST VIEW GARDEN,"3,100,000","6,308.78",491,22 Jun 2020,26 JALAN DEMAK,Resale,Land,586.1,"5,289",-,Detached House,1,99 yrs from 01/01/1965,-,Private,488972,16,48,East Region,Tampines
THE FLORENCE RESIDENCES,"1,194,000",753.48,"1,585",22 Jun 2020,81 HOUGANG AVENUE 2 #16-08,New Sale,Strata,70,"17,057",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538859,19,53,North East Region,Hougang
JADESCAPE,"925,800",527.44,"1,755",22 Jun 2020,4 SHUNFU ROAD #16-14,New Sale,Strata,49,"18,894",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575743,20,57,Central Region,Bishan
JADESCAPE,"921,800",527.44,"1,748",22 Jun 2020,4 SHUNFU ROAD #15-14,New Sale,Strata,49,"18,812",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575743,20,57,Central Region,Bishan
THE SHELFORD,"1,930,000","1,033.34","1,868",22 Jun 2020,1 SHELFORD ROAD #02-04,Resale,Strata,96,"20,104",-,Condominium,1,Freehold,2005,Private,288533,11,28,Central Region,Bukit Timah
V ON SHENTON,"3,548,000","1,517.72","2,338",22 Jun 2020,5A SHENTON WAY #49-19,Resale,Strata,141,"25,163",-,Apartment,1,99 yrs from 29/11/2011,2017,Private,068814,01,06,Central Region,Downtown Core
MARINA ONE RESIDENCES,"1,723,739",775.01,"2,224",22 Jun 2020,23 MARINA WAY #21-30,Resale,Strata,72,"23,941",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
BOTANIQUE AT BARTLEY,"1,715,000","1,130.22","1,517",22 Jun 2020,225 UPPER PAYA LEBAR ROAD #12-12,Sub Sale,Strata,105,"16,333",-,Condominium,1,99 yrs from 14/04/2014,2019,HDB,533873,19,53,North East Region,Serangoon
ONE PEARL BANK,"1,718,000",699.66,"2,455",22 Jun 2020,1 PEARL BANK #24-04,New Sale,Strata,65,"26,431",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,Private,169016,03,16,Central Region,Outram
WHISTLER GRAND,"1,133,240",764.24,"1,483",22 Jun 2020,107 WEST COAST VALE #26-05,New Sale,Strata,71,"15,961",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,HDB,126751,05,12,West Region,Clementi
PARC ESTA,"1,718,000","1,022.58","1,680",22 Jun 2020,916 SIMS AVENUE #17-77,New Sale,Strata,95,"18,084",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408974,14,40,Central Region,Geylang
STIRLING RESIDENCES,"1,315,000",678.13,"1,939",22 Jun 2020,23 STIRLING ROAD #07-14,New Sale,Strata,63,"20,873",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
STIRLING RESIDENCES,"1,383,000",678.13,"2,039",22 Jun 2020,23 STIRLING ROAD #22-14,New Sale,Strata,63,"21,952",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148961,03,14,Central Region,Queenstown
PARC CLEMATIS,"1,384,000",828.83,"1,670",22 Jun 2020,8B JALAN LEMPENG #14-33,New Sale,Strata,77,"17,974",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128824,05,12,West Region,Clementi
JADESCAPE,"1,328,000",764.24,"1,738",22 Jun 2020,6 SHUNFU ROAD #14-22,New Sale,Strata,71,"18,704",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575744,20,57,Central Region,Bishan
TREASURE AT TAMPINES,"1,658,000","1,237.86","1,339",22 Jun 2020,27 TAMPINES LANE #05-92,New Sale,Strata,115,"14,409","1,657,000",Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528472,18,52,East Region,Tampines
WATERCOLOURS,"760,000",914.94,831,22 Jun 2020,29 PASIR RIS LINK #03-21,Resale,Strata,85,"8,941",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,HDB,518152,18,51,East Region,Pasir Ris
WATERCOLOURS,"760,000",914.94,831,22 Jun 2020,31 PASIR RIS LINK #05-25,Resale,Strata,85,"8,941",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,Private,518153,18,51,East Region,Pasir Ris
JADESCAPE,"2,196,000","1,259.39","1,744",22 Jun 2020,10 SHUNFU ROAD #09-36,New Sale,Strata,117,"18,769",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575746,20,57,Central Region,Bishan
JADESCAPE,"2,763,000","1,646.89","1,678",22 Jun 2020,12 SHUNFU ROAD #13-43,New Sale,Strata,153,"18,059",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575747,20,57,Central Region,Bishan
KOPAR AT NEWTON,"1,483,000",613.55,"2,417",22 Jun 2020,8 MAKEWAY AVENUE #11-09,New Sale,Strata,57,"26,018",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,Private,228607,09,22,Central Region,Novena
KOPAR AT NEWTON,"1,553,000",613.55,"2,531",22 Jun 2020,8 MAKEWAY AVENUE #08-12,New Sale,Strata,57,"27,246",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228607,09,22,Central Region,Novena
CRYSTAL RHU,"1,630,000","1,065.64","1,530",22 Jun 2020,8A TANJONG RHU ROAD #11-03,Resale,Strata,99,"16,465",-,Apartment,1,Freehold,1999,Private,436889,15,43,Central Region,Kallang
WESTPEAK TERRACE,"3,280,000","2,088.22","1,571",22 Jun 2020,4B WEST COAST WALK,Resale,Land,194,"16,907",-,Terrace House,1,Freehold,1991,HDB,127143,05,12,West Region,Clementi
SEMBAWANG HILLS ESTATE,"2,203,000","2,287.35",963,22 Jun 2020,48 JALAN KURAS,Resale,Land,212.5,"10,367",-,Terrace House,1,Freehold,-,Private,577739,20,57,North East Region,Ang Mo Kio
AFFINITY AT SERANGOON,"934,000",613.55,"1,522",22 Jun 2020,22 SERANGOON NORTH AVENUE 1 #07-27,New Sale,Strata,57,"16,386",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,Private,554338,19,55,North East Region,Serangoon
OLA,"1,280,000","1,054.87","1,213",23 Jun 2020,78 ANCHORVALE CRESCENT #14-17,New Sale,Strata,98,"13,061",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,HDB,544603,19,54,North East Region,Sengkang
COCO PALMS,"2,287,800","1,743.77","1,312",23 Jun 2020,11 PASIR RIS GROVE #13-06,Resale,Strata,162,"14,122",-,Condominium,1,99 yrs from 07/01/2008,2018,HDB,518140,18,51,East Region,Pasir Ris
STIRLING RESIDENCES,"1,208,000",624.31,"1,935",23 Jun 2020,21 STIRLING ROAD #33-04,New Sale,Strata,58,"20,828",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,N.A,148960,03,14,Central Region,Queenstown
ROBERTSON EDGE,"1,128,000",688.9,"1,637",23 Jun 2020,18 TONG WATT ROAD #02-09,Resale,Strata,64,"17,625",-,Apartment,1,999 yrs from 01/07/1841,2008,Private,238010,09,23,Central Region,River Valley
TREASURE AT TAMPINES,"933,000",678.13,"1,376",23 Jun 2020,13 TAMPINES LANE #08-54,New Sale,Strata,63,"14,810",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528479,18,52,East Region,Tampines
QUEENS PEAK,"1,626,000",839.59,"1,937",23 Jun 2020,3 DUNDEE ROAD #40-23,New Sale,Strata,78,"20,846",-,Condominium,1,99 yrs from 28/09/2015,2020,HDB,149457,03,14,Central Region,Queenstown
SEASIDE RESIDENCES,"992,800",505.91,"1,962",23 Jun 2020,18 SIGLAP LINK #22-33,New Sale,Strata,47,"21,123",-,Apartment,1,99 yrs from 18/04/2016,Uncompleted,HDB,448873,15,44,East Region,Bedok
MAYFAIR MODERN,"968,000",516.67,"1,874",23 Jun 2020,6 RIFLE RANGE ROAD #01-20,New Sale,Strata,48,"20,167",-,Condominium,1,99 yrs from 18/09/2018,Uncompleted,Private,588375,21,58,Central Region,Bukit Timah
THE FLORENCE RESIDENCES,"1,335,000",936.47,"1,426",23 Jun 2020,97 HOUGANG AVENUE 2 #05-79,New Sale,Strata,87,"15,345",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,Private,533753,19,53,North East Region,Hougang
